dataset_id	donor_id	compartment	subset	depth_floor	n_cells_pre_downsample	n_cells_post_downsample	cells_retained_frac
VT2018	D6	Decidua	Trophoblast	2725	28	25	0.8928571428571429
VT2018	D6	Decidua	cDC1	2725	33	28	0.8484848484848485
VT2018	D6	Decidua	dNK1	2725	1171	889	0.7591801878736123
VT2018	D6	Decidua	dNK2	2725	585	452	0.7726495726495727
VT2018	D6	Decidua	dNK3	2725	1181	1035	0.8763759525825572
VT2018	D6	Decidua	dNKp	2725	38	35	0.9210526315789473
VT2018	D6	Decidua	pbNK_CD56dim	2725	40	32	0.8
VT2018	D7	Blood	Granulocyte	2725	5	3	0.6
VT2018	D7	Blood	Myeloid	2725	30	15	0.5
VT2018	D7	Blood	Plasma	2725	6	6	1.0
VT2018	D7	Blood	T	2725	53	4	0.07547169811320754
VT2018	D7	Blood	pbNK_CD56bright	2725	3	2	0.6666666666666666
VT2018	D7	Blood	pbNK_CD56dim	2725	103	45	0.4368932038834951
VT2018	D7	Decidua	Endothelial	2725	335	326	0.9731343283582089
VT2018	D7	Decidua	Epithelial	2725	95	85	0.8947368421052632
VT2018	D7	Decidua	Granulocyte	2725	2	2	1.0
VT2018	D7	Decidua	ILC3	2725	15	14	0.9333333333333333
VT2018	D7	Decidua	Myeloid	2725	100	84	0.84
VT2018	D7	Decidua	Perivascular	2725	140	138	0.9857142857142858
VT2018	D7	Decidua	Plasma	2725	1	1	1.0
VT2018	D7	Decidua	Stromal	2725	5399	5287	0.9792554176699388
VT2018	D7	Decidua	T	2725	15	10	0.6666666666666666
VT2018	D7	Decidua	Trophoblast	2725	26	25	0.9615384615384616
VT2018	D7	Decidua	cDC1	2725	27	24	0.8888888888888888
VT2018	D7	Decidua	dNK1	2725	71	46	0.647887323943662
VT2018	D7	Decidua	dNK2	2725	86	77	0.8953488372093024
VT2018	D7	Decidua	dNK3	2725	67	63	0.9402985074626866
VT2018	D7	Decidua	dNKp	2725	11	10	0.9090909090909091
VT2018	D7	Decidua	pbNK_CD56dim	2725	6	5	0.8333333333333334
VT2018	D8	Blood	Granulocyte	2725	25	25	1.0
VT2018	D8	Blood	Myeloid	2725	164	145	0.8841463414634146
VT2018	D8	Blood	Plasma	2725	43	41	0.9534883720930233
VT2018	D8	Blood	T	2725	1137	1032	0.9076517150395779
VT2018	D8	Blood	cDC1	2725	1	1	1.0
VT2018	D8	Blood	dNKp	2725	1	1	1.0
VT2018	D8	Blood	pbNK_CD56bright	2725	65	52	0.8
VT2018	D8	Blood	pbNK_CD56dim	2725	337	115	0.34124629080118696
VT2018	D8	Decidua	Endothelial	2725	33	32	0.9696969696969697
VT2018	D8	Decidua	Epithelial	2725	19	15	0.7894736842105263
VT2018	D8	Decidua	Granulocyte	2725	11	7	0.6363636363636364
VT2018	D8	Decidua	ILC3	2725	20	9	0.45
VT2018	D8	Decidua	Myeloid	2725	2234	1106	0.495076096687556
VT2018	D8	Decidua	Perivascular	2725	84	82	0.9761904761904762
VT2018	D8	Decidua	Plasma	2725	16	7	0.4375
VT2018	D8	Decidua	Stromal	2725	3038	3025	0.9957208689927584
VT2018	D8	Decidua	T	2725	107	32	0.29906542056074764
VT2018	D8	Decidua	Trophoblast	2725	7	7	1.0
VT2018	D8	Decidua	cDC1	2725	116	109	0.9396551724137931
VT2018	D8	Decidua	dNK1	2725	1236	796	0.6440129449838188
VT2018	D8	Decidua	dNK2	2725	519	288	0.5549132947976878
VT2018	D8	Decidua	dNK3	2725	172	30	0.1744186046511628
VT2018	D8	Decidua	dNKp	2725	201	191	0.9502487562189055
VT2018	D8	Decidua	pbNK_CD56bright	2725	1	0	0.0
VT2018	D8	Decidua	pbNK_CD56dim	2725	14	4	0.2857142857142857
VT2018	D8	Placenta	Endothelial	2725	14	14	1.0
VT2018	D8	Placenta	Granulocyte	2725	2	2	1.0
VT2018	D8	Placenta	Hofbauer	2725	170	170	1.0
VT2018	D8	Placenta	Myeloid	2725	253	253	1.0
VT2018	D8	Placenta	Plasma	2725	1	1	1.0
VT2018	D8	Placenta	Stromal	2725	989	989	1.0
VT2018	D8	Placenta	T	2725	1	1	1.0
VT2018	D8	Placenta	Trophoblast	2725	3219	3219	1.0
VT2018	D8	Placenta	dNKp	2725	1	1	1.0
VT2018	D8	Placenta	pbNK_CD56dim	2725	2	2	1.0
VT2018	D9	Blood	Granulocyte	2725	48	46	0.9583333333333334
VT2018	D9	Blood	Myeloid	2725	449	415	0.9242761692650334
VT2018	D9	Blood	Plasma	2725	90	89	0.9888888888888889
VT2018	D9	Blood	Stromal	2725	1	1	1.0
VT2018	D9	Blood	T	2725	462	452	0.9783549783549783
VT2018	D9	Blood	cDC1	2725	9	9	1.0
VT2018	D9	Blood	dNK2	2725	1	1	1.0
VT2018	D9	Blood	dNKp	2725	1	1	1.0
VT2018	D9	Blood	pbNK_CD56bright	2725	115	111	0.9652173913043478
VT2018	D9	Blood	pbNK_CD56dim	2725	303	261	0.8613861386138614
VT2018	D9	Decidua	Endothelial	2725	266	266	1.0
VT2018	D9	Decidua	Epithelial	2725	135	135	1.0
VT2018	D9	Decidua	Granulocyte	2725	26	22	0.8461538461538461
VT2018	D9	Decidua	ILC3	2725	51	45	0.8823529411764706
VT2018	D9	Decidua	Myeloid	2725	1091	977	0.8955087076076994
VT2018	D9	Decidua	Perivascular	2725	820	819	0.998780487804878
VT2018	D9	Decidua	Plasma	2725	60	41	0.6833333333333333
VT2018	D9	Decidua	Stromal	2725	1108	1108	1.0
VT2018	D9	Decidua	T	2725	192	146	0.7604166666666666
VT2018	D9	Decidua	Trophoblast	2725	66	66	1.0
VT2018	D9	Decidua	cDC1	2725	42	40	0.9523809523809523
VT2018	D9	Decidua	dNK1	2725	136	109	0.8014705882352942
VT2018	D9	Decidua	dNK2	2725	3266	2956	0.9050826699326393
VT2018	D9	Decidua	dNK3	2725	435	328	0.7540229885057471
VT2018	D9	Decidua	dNKp	2725	204	203	0.9950980392156863
VT2018	D9	Decidua	pbNK_CD56bright	2725	7	6	0.8571428571428571
VT2018	D9	Decidua	pbNK_CD56dim	2725	25	15	0.6
VT2018	D9	Placenta	Endothelial	2725	8	8	1.0
VT2018	D9	Placenta	Epithelial	2725	1	1	1.0
VT2018	D9	Placenta	Granulocyte	2725	27	27	1.0
VT2018	D9	Placenta	Hofbauer	2725	148	148	1.0
VT2018	D9	Placenta	ILC3	2725	1	1	1.0
VT2018	D9	Placenta	Myeloid	2725	234	234	1.0
VT2018	D9	Placenta	Plasma	2725	2	2	1.0
VT2018	D9	Placenta	Stromal	2725	123	123	1.0
VT2018	D9	Placenta	Trophoblast	2725	1118	1118	1.0
VT2018	D9	Placenta	dNK1	2725	3	3	1.0
VT2018	D9	Placenta	dNK2	2725	1	1	1.0
