dataset_id	donor_id	compartment	subset	depth_floor	n_cells_pre_downsample	n_cells_post_downsample	cells_retained_frac
VT2018	D7	Decidua	dNKp	2784	24	23	0.9583333333333334
VT2018	D7	Decidua	pbNK_CD56dim	2784	6	5	0.8333333333333334
VT2018	D8	Blood	Granulocyte	2784	30	30	1.0
VT2018	D8	Blood	Myeloid	2784	182	162	0.8901098901098901
VT2018	D8	Blood	Plasma	2784	49	47	0.9591836734693877
VT2018	D8	Blood	T	2784	3843	3562	0.92688004163414
VT2018	D8	Blood	cDC1	2784	1	1	1.0
VT2018	D8	Blood	dNKp	2784	1	1	1.0
VT2018	D8	Blood	pbNK_CD56bright	2784	72	57	0.7916666666666666
VT2018	D8	Blood	pbNK_CD56dim	2784	360	120	0.3333333333333333
VT2018	D8	Decidua	Endothelial	2784	33	32	0.9696969696969697
VT2018	D8	Decidua	Epithelial	2784	19	15	0.7894736842105263
VT2018	D8	Decidua	Granulocyte	2784	11	7	0.6363636363636364
VT2018	D8	Decidua	ILC3	2784	20	9	0.45
VT2018	D8	Decidua	Myeloid	2784	2271	1101	0.4848084544253633
VT2018	D8	Decidua	Perivascular	2784	84	81	0.9642857142857143
VT2018	D8	Decidua	Plasma	2784	16	6	0.375
VT2018	D8	Decidua	Stromal	2784	3039	3022	0.9944060546232313
VT2018	D8	Decidua	T	2784	256	87	0.33984375
VT2018	D8	Decidua	Trophoblast	2784	8	8	1.0
VT2018	D8	Decidua	cDC1	2784	117	110	0.9401709401709402
VT2018	D8	Decidua	dNK1	2784	1518	1007	0.663372859025033
VT2018	D8	Decidua	dNK2	2784	554	301	0.5433212996389891
VT2018	D8	Decidua	dNK3	2784	173	27	0.15606936416184972
VT2018	D8	Decidua	dNKp	2784	263	253	0.9619771863117871
VT2018	D8	Decidua	pbNK_CD56bright	2784	1	0	0.0
VT2018	D8	Decidua	pbNK_CD56dim	2784	14	4	0.2857142857142857
VT2018	D8	Placenta	Endothelial	2784	14	14	1.0
VT2018	D8	Placenta	Granulocyte	2784	2	2	1.0
VT2018	D8	Placenta	Hofbauer	2784	170	170	1.0
VT2018	D8	Placenta	Myeloid	2784	253	253	1.0
VT2018	D8	Placenta	Plasma	2784	1	1	1.0
VT2018	D8	Placenta	Stromal	2784	990	990	1.0
VT2018	D8	Placenta	T	2784	2	2	1.0
VT2018	D8	Placenta	Trophoblast	2784	3221	3221	1.0
VT2018	D8	Placenta	dNKp	2784	1	1	1.0
VT2018	D8	Placenta	pbNK_CD56dim	2784	2	2	1.0
VT2018	D9	Blood	Granulocyte	2784	58	56	0.9655172413793104
VT2018	D9	Blood	Myeloid	2784	478	440	0.9205020920502092
VT2018	D9	Blood	Plasma	2784	94	93	0.9893617021276596
VT2018	D9	Blood	Stromal	2784	1	1	1.0
VT2018	D9	Blood	T	2784	1912	1892	0.9895397489539749
VT2018	D9	Blood	cDC1	2784	9	9	1.0
VT2018	D9	Blood	dNK2	2784	1	1	1.0
VT2018	D9	Blood	dNKp	2784	1	1	1.0
VT2018	D9	Blood	pbNK_CD56bright	2784	125	120	0.96
VT2018	D9	Blood	pbNK_CD56dim	2784	325	271	0.8338461538461538
VT2018	D9	Decidua	Endothelial	2784	266	266	1.0
VT2018	D9	Decidua	Epithelial	2784	136	136	1.0
VT2018	D9	Decidua	Granulocyte	2784	27	21	0.7777777777777778
VT2018	D9	Decidua	ILC3	2784	54	45	0.8333333333333334
VT2018	D9	Decidua	Myeloid	2784	1137	1007	0.8856640281442393
VT2018	D9	Decidua	Perivascular	2784	820	819	0.998780487804878
VT2018	D9	Decidua	Plasma	2784	60	39	0.65
VT2018	D9	Decidua	Stromal	2784	1112	1112	1.0
VT2018	D9	Decidua	T	2784	666	578	0.8678678678678678
VT2018	D9	Decidua	Trophoblast	2784	66	66	1.0
VT2018	D9	Decidua	cDC1	2784	44	42	0.9545454545454546
VT2018	D9	Decidua	dNK1	2784	161	130	0.8074534161490683
VT2018	D9	Decidua	dNK2	2784	3409	3050	0.8946905250806688
VT2018	D9	Decidua	dNK3	2784	446	323	0.7242152466367713
VT2018	D9	Decidua	dNKp	2784	216	215	0.9953703703703703
VT2018	D9	Decidua	pbNK_CD56bright	2784	7	6	0.8571428571428571
VT2018	D9	Decidua	pbNK_CD56dim	2784	27	16	0.5925925925925926
VT2018	D9	Placenta	Endothelial	2784	8	8	1.0
VT2018	D9	Placenta	Epithelial	2784	1	1	1.0
VT2018	D9	Placenta	Granulocyte	2784	27	27	1.0
VT2018	D9	Placenta	Hofbauer	2784	148	148	1.0
VT2018	D9	Placenta	ILC3	2784	1	1	1.0
VT2018	D9	Placenta	Myeloid	2784	234	234	1.0
VT2018	D9	Placenta	Plasma	2784	2	2	1.0
VT2018	D9	Placenta	Stromal	2784	123	123	1.0
VT2018	D9	Placenta	T	2784	2	2	1.0
VT2018	D9	Placenta	Trophoblast	2784	1118	1118	1.0
VT2018	D9	Placenta	dNK1	2784	4	4	1.0
VT2018	D9	Placenta	dNK2	2784	1	1	1.0
