dataset_id	comparison_id	reference_arm	gene	observed_diff_pp	baseline_detection_ref_arm	null_mean_diff_pp	null_sd_diff_pp	n_null_genes	null_set_is_matched	empirical_z	n_null_at_least_as_extreme	rank_of_observed	fdr_estimable	fdr_not_estimable_reason
VT2018	A_decidua_dNK2_vs_dNK3	dNK2	CXCL8	0.1638423263863189	0.16516154926750953	-0.03872799382978162	4.494295111444207	371	True	0.0450727678519104	358	359	False	pass count is a function of null-set size, not of effect size, at this n; see PREREGISTRATION_v1.3.md
VT2018	A_decidua_dNK2_vs_dNK3	dNK2	CXCL10	0.056360048171986	0.0034115994380895043	0.0830034160795104	0.511893546182429	371	True	-0.05204864977537579	353	354	False	pass count is a function of null-set size, not of effect size, at this n; see PREREGISTRATION_v1.3.md
VT2018	A_decidua_dNK2_vs_dNK3	dNK2	CXCL12	-0.058176168694222	0.0010034115994380895	-0.005561806924285762	0.275681507014971	371	True	-0.1908519811126794	243	244	False	pass count is a function of null-set size, not of effect size, at this n; see PREREGISTRATION_v1.3.md
VT2018	A_decidua_dNK2_vs_dNK3	dNK2	CXCL16	0.4706202828762679	0.014649809351796108	0.1232732578197775	0.9890544037953842	371	True	0.3511910201537808	255	256	False	pass count is a function of null-set size, not of effect size, at this n; see PREREGISTRATION_v1.3.md
VT2018	A_decidua_dNK2_vs_dNK3	dNK2	CCL1	-0.0117439812096299	0.0006020469596628537	-0.002120838162632187	0.1952851322649924	371	True	-0.04927739728767256	316	317	False	pass count is a function of null-set size, not of effect size, at this n; see PREREGISTRATION_v1.3.md
VT2018	A_decidua_dNK2_vs_dNK3	dNK2	CCL3L1	5.91945712576983	0.1378687537627935	0.6167727303419078	4.832859892036169	371	True	1.0972145921643524	62	63	False	pass count is a function of null-set size, not of effect size, at this n; see PREREGISTRATION_v1.3.md
VT2018	A_decidua_dNK2_vs_dNK3	dNK2	CCL4L2	2.8119638999995926	0.28436684728075456	0.3776078416043949	6.03132129430594	371	True	0.40361903132128424	205	206	False	pass count is a function of null-set size, not of effect size, at this n; see PREREGISTRATION_v1.3.md
VT2018	A_decidua_dNK2_vs_dNK3	dNK2	CCR1	-4.002917415420316	0.08187838651414811	0.29380891609973175	2.8345929998084776	371	True	-1.5158177317908992	39	40	False	pass count is a function of null-set size, not of effect size, at this n; see PREREGISTRATION_v1.3.md
VT2018	A_decidua_dNK2_vs_dNK3	dNK2	CCR2	0.0256756192291539	0.0012040939193257074	0.05433805961912006	0.32824114483966776	371	True	-0.08732129058338063	350	351	False	pass count is a function of null-set size, not of effect size, at this n; see PREREGISTRATION_v1.3.md
VT2018	A_decidua_dNK2_vs_dNK3	dNK2	CCR5	0.482494236450964	0.006622516556291391	0.0894107305489104	0.81015629847404	371	True	0.4851946552072004	169	170	False	pass count is a function of null-set size, not of effect size, at this n; see PREREGISTRATION_v1.3.md
VT2018	A_decidua_dNK2_vs_dNK3	dNK2	CCR9	1.041472204669764	0.0006020469596628537	0.007208929114724954	0.18970458836940046	371	True	5.451967632649346	1	2	False	pass count is a function of null-set size, not of effect size, at this n; see PREREGISTRATION_v1.3.md
VT2018	A_decidua_dNK2_vs_dNK3	dNK2	CXCR3	-2.461243504672029	0.22396146899458158	0.6565363664083922	5.983620926397424	371	True	-0.5210523710360696	150	151	False	pass count is a function of null-set size, not of effect size, at this n; see PREREGISTRATION_v1.3.md
VT2018	A_decidua_dNK2_vs_dNK3	dNK2	CXCR4	52.53370462963136	0.1940598033313265	0.12346211357686798	5.222295300381292	371	True	10.035863447290675	0	1	False	pass count is a function of null-set size, not of effect size, at this n; see PREREGISTRATION_v1.3.md
VT2018	A_decidua_dNK2_vs_dNK3	dNK2	CXCR6	2.340804998797796	0.0016054585591009432	0.06194818843864575	0.47664130893324025	371	True	4.781072826984732	3	4	False	pass count is a function of null-set size, not of effect size, at this n; see PREREGISTRATION_v1.3.md
VT2018	A_decidua_dNK2_vs_dNK3	dNK2	CX3CR1	0.204728423388382	0.001806140878988561	0.06305068333346599	0.39405998136663645	371	True	0.3595334384465139	255	256	False	pass count is a function of null-set size, not of effect size, at this n; see PREREGISTRATION_v1.3.md
VT2018	A_decidua_dNK2_vs_dNK3	dNK2	S1PR1	-0.5047149490845899	0.0028095524784266506	0.03916425831895467	0.4998720129114879	371	True	-1.0880369241633236	70	71	False	pass count is a function of null-set size, not of effect size, at this n; see PREREGISTRATION_v1.3.md
VT2018	A_decidua_dNK2_vs_dNK3	dNK2	S1PR5	1.533748944997128	0.0	0.011741802476812375	0.14725503200127743	371	True	10.335858285013392	1	2	False	pass count is a function of null-set size, not of effect size, at this n; see PREREGISTRATION_v1.3.md
VT2018	A_decidua_dNK2_vs_dNK3	dNK2	SELL	-2.5111215619970424	0.12502508528998596	0.5482272019468487	4.0549072424217965	371	True	-0.7544805789729219	102	103	False	pass count is a function of null-set size, not of effect size, at this n; see PREREGISTRATION_v1.3.md
VT2018	A_decidua_dNK2_vs_dNK3	dNK2	ACKR2	-0.167499393810372	0.0026088701585390327	0.05798525045264741	0.46465361256270993	371	True	-0.48527470392278044	208	209	False	pass count is a function of null-set size, not of effect size, at this n; see PREREGISTRATION_v1.3.md
