dataset_id	compartment	n_nk_cells	n_ref_cells	rho_ambient_load	ruler_a_ceiling	ruler_a_held_out_min	ruler_a_held_out_max	ruler_a_nk_gene_floor_min	ruler_a_nk_gene_floor_max	ruler_b_band_upper	ruler_b_band_upper_ref_sourced	ruler_b_band_upper_per_gene_source	ruler_b_per_gene_calibrators	ruler_b_ref_sourced_calibrators	prior_ruler_a_ceiling	prior_ruler_b_band	prior_nk_floor_lo	prior_nk_floor_hi
VT2018	Blood	1585	1168	0.16086508803606506	0.0722643730858053	0.0722643730858053	1.0	0.020311727979158242	0.027709400965763256	1.8982151523707962	1.8982151523707962	0.8082700569345356	IGKC:Plasma(cpm=38141)=0.0032; LYZ:Myeloid(cpm=8971)=0.0298; C1QA:Myeloid(cpm=34)=0.0246; DCN:T(cpm=0.0) EXCLUDED, below the 10 CPM power gate; COL1A1:Myeloid(cpm=0.1) EXCLUDED, below the 10 CPM power gate; IGFBP1:Myeloid(cpm=0.0) EXCLUDED, below the 10 CPM power gate; HLA-G:Myeloid(cpm=9.0) EXCLUDED, below the 10 CPM power gate; CSH1:Myeloid(cpm=0.0) EXCLUDED, below the 10 CPM power gate; HBB:Granulocyte(cpm=39)=0.8083	LYZ,C1QA,HLA-G,HBB	0.402	0.118	0.012	0.013
VT2018	Decidua	12021	5375	0.0989390555499301	0.09196885272906219	0.09196885272906219	1.0	0.02078835941384616	0.021078582520366665	1.25298415181166	0.05376556666626573	0.04407502393711709	IGKC:Plasma(cpm=10428)=0.0019; LYZ:cDC1(cpm=2124)=0.0428; C1QA:Myeloid(cpm=3962)=0.0441; DCN:Stromal(cpm=5535)=0.0106; COL1A1:Perivascular(cpm=2080)=0.0030; IGFBP1:Stromal(cpm=2500)=0.0361; HLA-G:Trophoblast(cpm=4877)=0.0020; CSH1:Trophoblast(cpm=13408)=0.0005; HBB:Epithelial(cpm=138)=0.0123	LYZ,C1QA	0.402	0.118	0.012	0.013
