dataset_id	donor_id	compartment	subset	gene	n_cells	n_detected	detection_rate	mean_cpm	depth_floor	cells_retained_frac	qc_flag
VT2018	D12	Decidua	Perivascular	C1QA	20	0	0.0	0.0	2137	1.0	below_min_cells
VT2018	D12	Decidua	Perivascular	DCN	20	14	0.7	1240.0561534861959	2137	1.0	below_min_cells
VT2018	D12	Decidua	Perivascular	COL1A1	20	20	1.0	2924.6607393542354	2137	1.0	below_min_cells
VT2018	D12	Decidua	Perivascular	IGFBP1	20	0	0.0	0.0	2137	1.0	below_min_cells
VT2018	D12	Decidua	Perivascular	HLA-G	20	0	0.0	0.0	2137	1.0	below_min_cells
VT2018	D12	Decidua	Perivascular	CSH1	20	0	0.0	0.0	2137	1.0	below_min_cells
VT2018	D12	Decidua	Perivascular	HBB	20	0	0.0	0.0	2137	1.0	below_min_cells
VT2018	D12	Decidua	Perivascular	CD3E	20	0	0.0	0.0	2137	1.0	below_min_cells
VT2018	D12	Decidua	Perivascular	CD3D	20	0	0.0	0.0	2137	1.0	below_min_cells
VT2018	D12	Decidua	Perivascular	TRBC2	20	0	0.0	0.0	2137	1.0	below_min_cells
VT2018	D12	Decidua	Perivascular	TRAC	20	0	0.0	0.0	2137	1.0	below_min_cells
VT2018	D12	Decidua	Perivascular	ENTPD1	20	2	0.1	46.79457182966776	2137	1.0	below_min_cells
VT2018	D12	Decidua	Perivascular	ITGAE	20	0	0.0	0.0	2137	1.0	below_min_cells
VT2018	D12	Decidua	Perivascular	ITGB2	20	0	0.0	0.0	2137	1.0	below_min_cells
VT2018	D12	Decidua	Perivascular	CD160	20	0	0.0	0.0	2137	1.0	below_min_cells
VT2018	D12	Decidua	Perivascular	KLRB1	20	0	0.0	0.0	2137	1.0	below_min_cells
VT2018	D12	Decidua	Perivascular	ITGA1	20	5	0.25	163.78100140383717	2137	1.0	below_min_cells
VT2018	D12	Decidua	Perivascular	CD9	20	3	0.15	140.3837154890033	2137	1.0	below_min_cells
VT2018	D12	Decidua	Perivascular	EOMES	20	0	0.0	0.0	2137	1.0	below_min_cells
VT2018	D12	Decidua	Perivascular	TBX21	20	0	0.0	0.0	2137	1.0	below_min_cells
VT2018	D12	Decidua	Perivascular	MKI67	20	0	0.0	0.0	2137	1.0	below_min_cells
VT2018	D12	Decidua	Perivascular	PTN	20	6	0.3	187.17828731867104	2137	1.0	below_min_cells
VT2018	D12	Decidua	Perivascular	OGN	20	0	0.0	0.0	2137	1.0	below_min_cells
VT2018	D12	Decidua	Perivascular	SPP1	20	0	0.0	0.0	2137	1.0	below_min_cells
VT2018	D12	Decidua	Perivascular	VEGFA	20	3	0.15	70.19185774450165	2137	1.0	below_min_cells
VT2018	D12	Decidua	Perivascular	PGF	20	3	0.15	70.19185774450165	2137	1.0	below_min_cells
VT2018	D12	Decidua	Perivascular	IGF2	20	2	0.1	70.19185774450165	2137	1.0	below_min_cells
VT2018	D12	Decidua	Perivascular	ITGAD	20	0	0.0	0.0	2137	1.0	below_min_cells
VT2018	D12	Decidua	Perivascular	ANGPT2	20	2	0.1	46.79457182966776	2137	1.0	below_min_cells
VT2018	D12	Decidua	Perivascular	ANG	20	0	0.0	0.0	2137	1.0	below_min_cells
VT2018	D12	Decidua	Perivascular	IL10	20	0	0.0	0.0	2137	1.0	below_min_cells
VT2018	D12	Decidua	Plasma	CCL2	22	1	0.045454545454545456	21.270259922576255	2137	0.4230769230769231	below_min_cells
VT2018	D12	Decidua	Plasma	CCL3	22	21	0.9545454545454546	1829.2423533415576	2137	0.4230769230769231	below_min_cells
VT2018	D12	Decidua	Plasma	CCL4	22	14	0.6363636363636364	595.5672778321353	2137	0.4230769230769231	below_min_cells
VT2018	D12	Decidua	Plasma	CCL5	22	8	0.36363636363636365	170.16207938061004	2137	0.4230769230769231	below_min_cells
VT2018	D12	Decidua	Plasma	CCL20	22	6	0.2727272727272727	127.62155953545754	2137	0.4230769230769231	below_min_cells
VT2018	D12	Decidua	Plasma	XCL1	22	8	0.36363636363636365	319.0538988386438	2137	0.4230769230769231	below_min_cells
VT2018	D12	Decidua	Plasma	XCL2	22	7	0.3181818181818182	148.89181945803378	2137	0.4230769230769231	below_min_cells
VT2018	D12	Decidua	Plasma	CXCL8	22	14	0.6363636363636364	382.8646786063727	2137	0.4230769230769231	below_min_cells
VT2018	D12	Decidua	Plasma	CXCL10	22	2	0.09090909090909091	191.4323393031863	2137	0.4230769230769231	below_min_cells
VT2018	D12	Decidua	Plasma	CXCL12	22	0	0.0	0.0	2137	0.4230769230769231	below_min_cells
