dataset_id	compartment	gene	nk_cpm	ambient_cpm	ref_cpm	ref_detection	nk_detection	stromal_cpm	nk_stromal_cpm_ratio	dominant_source_lineage	dominant_source_pool_share	nk_is_largest_contributor	scale_b_unmeasurable_reason	dominant_source_cpm	nk_dominant_source_cpm_ratio	scale_b_verdict_v10_myeloid_only	high_stromal_background
VT2018	Blood	CCL2	0.0	0.17515033591207174	1.0230774296969964	0.0059931506849315065	0.0	0.0		Myeloid	1.0	False	source_lineage_does_not_express_it_enough	1.0230774296969964	0.0	unmeasurable	False
VT2018	Blood	CCL3	192.3074531986242	29.972601232953277	38.74905764977374	0.125	0.2599369085173502	0.0		Myeloid	0.6870748299319728	True	no_competing_source_NK_is_largest_contributor	38.74905764977374	4.962893676970415	above_pickup_band	False
VT2018	Blood	CCL4	863.9329443804571	132.01956569372405	25.32116638500066	0.12157534246575342	0.6889589905362776	0.0		T	0.8675995694294941	True	no_competing_source_NK_is_largest_contributor	54.13515876730482	15.958814272513658	above_pickup_band	False
VT2018	Blood	CCL5	2060.466602536552	621.3896042320525	67.01157164515327	0.2876712328767123	0.7463722397476341	0.0		T	0.96	False		594.0091118338013	3.468745784345902	above_pickup_band	False
VT2018	Blood	CCL20	0.0	0.7662827196153138	0.0	0.0	0.0	0.0		T	1.0	False	source_lineage_does_not_express_it_enough	1.175391164302524	0.0	unmeasurable	False
VT2018	Blood	XCL1	155.4208942876812	18.719192150602666	1.6625008232576193	0.009417808219178082	0.23533123028391167	0.0		T	0.8653846153846154	True	no_competing_source_NK_is_largest_contributor	3.022434422492205	51.42242065901499	unmeasurable	False
VT2018	Blood	XCL2	360.36924688837007	45.58287492111667	3.836540361363737	0.02482876712328767	0.477602523659306	0.0		T	0.8688046647230321	True	no_competing_source_NK_is_largest_contributor	10.007616198918633	36.00949913799747	unmeasurable	False
VT2018	Blood	CXCL8	1.2433671543014493	7.3563141083070125	37.981749577501	0.13613013698630136	0.0031545741324921135	0.0		Myeloid	0.9	False		37.981749577501	0.0327359104868085	within_pickup_band	False
VT2018	Blood	CXCL10	0.0	0.43787583978017935	2.4298088955303663	0.004280821917808219	0.0	0.0		Myeloid	0.95	False	source_lineage_does_not_express_it_enough	2.4298088955303663	0.0	unmeasurable	False
VT2018	Blood	CXCL12	0.0	0.043787583978017935	0.0	0.0	0.0	75.02438292445044	0.0	Granulocyte	1.0	False	source_lineage_does_not_express_it_enough	0.7132148730976777	0.0	unmeasurable	False
VT2018	Blood	CXCL16	3.1084178857536235	12.172948345888985	57.03656670560755	0.2671232876712329	0.00946372239747634	0.0		Myeloid	0.851145038167939	False		57.03656670560755	0.05449868505931686	within_pickup_band	False
VT2018	Blood	CCL1	0.0	0.021893791989008968	0.12788467871212456	0.0008561643835616438	0.0	0.0		Myeloid	1.0	False	source_lineage_does_not_express_it_enough	0.12788467871212456	0.0	unmeasurable	False
VT2018	Blood	CCL3L1	48.90577473585701	14.581265464679971	7.033657329166851	0.038527397260273974	0.11293375394321767	0.0		T	0.8651162790697674	False	source_lineage_does_not_express_it_enough	12.492728946301112	3.9147391211379152	unmeasurable	False
VT2018	Blood	CCL4L2	61.546674137921755	9.129711259416739	2.4298088955303663	0.0136986301369863	0.10473186119873817	0.0		T	0.8166666666666667	True	no_competing_source_NK_is_largest_contributor	3.2910952600470673	18.700970125380554	unmeasurable	False
