dataset_id	comparison_id	reference_arm	n_null_genes	matching_axis	null_mean_diff_pp	null_sd_diff_pp
VT2018	A_decidua_dNK1_vs_dNK2	dNK1	6853	baseline_detection_rate	0.13809440103322307	2.581700818635135
VT2018	A_decidua_dNK1_vs_dNK3	dNK1	6817	baseline_detection_rate	0.2550465201165824	4.1103474111486396
VT2018	A_decidua_dNK2_vs_dNK3	dNK2	6600	baseline_detection_rate	0.12738210546313786	3.1101026312828592
