dataset,grp,n,umi,tot,CP10k
c7856243-c59a-4b70-8ce7-25b94c2d9da1,neuron,13473,432.0,532632195.0,0.00811066255579988
c7856243-c59a-4b70-8ce7-25b94c2d9da1,oligodendrocyte,262,6.0,1585239.0,0.037849182363038004
c7856243-c59a-4b70-8ce7-25b94c2d9da1,OPC,202,11.0,1960290.0,0.056114146376301466
c7856243-c59a-4b70-8ce7-25b94c2d9da1,astrocyte,341,12.0,2841962.0,0.04222435064226756
c7856243-c59a-4b70-8ce7-25b94c2d9da1,mural,2,0.0,9687.0,0.0
c7856243-c59a-4b70-8ce7-25b94c2d9da1,endothelial,3,1.0,17849.0,0.5602554764972828
c7856243-c59a-4b70-8ce7-25b94c2d9da1,microglia,55,2.0,180983.0,0.11050761673748363
a7b4f565-691d-43ea-bf4a-d2d1d52bb4b4,microglia,976,63.0,2284193.0,0.27580856783993296
a7b4f565-691d-43ea-bf4a-d2d1d52bb4b4,endothelial,52,14.0,127417.0,1.0987544833107041
a7b4f565-691d-43ea-bf4a-d2d1d52bb4b4,mural,64,3.0,158778.0,0.18894305256395721
a7b4f565-691d-43ea-bf4a-d2d1d52bb4b4,astrocyte,1369,31.0,3087648.0,0.10040004560105296
a7b4f565-691d-43ea-bf4a-d2d1d52bb4b4,oligodendrocyte,8462,112.0,27412700.0,0.040856975051709606
a7b4f565-691d-43ea-bf4a-d2d1d52bb4b4,OPC,1349,54.0,5566605.0,0.09700706265308927
a7b4f565-691d-43ea-bf4a-d2d1d52bb4b4,neuron,14486,78.0,534170250.0,0.0014602086132651528
a84face4-eb30-4f43-994f-c6a13a097808,neuron,31649,360.0,323114326.0,0.01114156727300293
a84face4-eb30-4f43-994f-c6a13a097808,oligodendrocyte,1488,13.0,3454509.0,0.03763197606374741
a84face4-eb30-4f43-994f-c6a13a097808,OPC,234,3.0,654553.0,0.04583280498294256
a84face4-eb30-4f43-994f-c6a13a097808,astrocyte,637,8.0,1348264.0,0.05933556039470015
a84face4-eb30-4f43-994f-c6a13a097808,mural,7,0.0,8469.0,0.0
a84face4-eb30-4f43-994f-c6a13a097808,endothelial,4,0.0,9914.0,0.0
a84face4-eb30-4f43-994f-c6a13a097808,microglia,46,2.0,94900.0,0.2107481559536354
a4116666-d295-4443-a174-0acc283f92c4,neuron,27156,146.0,340897823.0,0.004282808224328262
a4116666-d295-4443-a174-0acc283f92c4,mural,20,0.0,55864.0,0.0
a4116666-d295-4443-a174-0acc283f92c4,endothelial,16,5.0,46604.0,1.0728692816067291
a4116666-d295-4443-a174-0acc283f92c4,microglia,274,28.0,717933.0,0.3900085384012157
a4116666-d295-4443-a174-0acc283f92c4,oligodendrocyte,1217,26.0,4224771.0,0.06154179717669905
a4116666-d295-4443-a174-0acc283f92c4,OPC,478,16.0,2669457.0,0.059937283125369695
a4116666-d295-4443-a174-0acc283f92c4,astrocyte,657,27.0,2470245.0,0.10930089930351038
4d43082e-59cd-43ac-b77d-54d55519c881,neuron,22757,331.0,502732962.0,0.006584012289212101
4d43082e-59cd-43ac-b77d-54d55519c881,microglia,254,29.0,882530.0,0.32860072745402424
4d43082e-59cd-43ac-b77d-54d55519c881,astrocyte,978,50.0,7056365.0,0.07085801258863451
4d43082e-59cd-43ac-b77d-54d55519c881,oligodendrocyte,275,12.0,1443228.0,0.0831469455969535
4d43082e-59cd-43ac-b77d-54d55519c881,OPC,524,16.0,4229426.0,0.037830192560408905
4d43082e-59cd-43ac-b77d-54d55519c881,mural,4,0.0,6501.0,0.0
4d43082e-59cd-43ac-b77d-54d55519c881,endothelial,6,0.0,17000.0,0.0
5a73f63f-18a2-49b5-b431-2c469c41a41b,microglia,396,33.0,1079606.0,0.3056670674301551
5a73f63f-18a2-49b5-b431-2c469c41a41b,mural,36,1.0,114768.0,0.08713230168688137
5a73f63f-18a2-49b5-b431-2c469c41a41b,endothelial,29,10.0,132720.0,0.753465943339361
5a73f63f-18a2-49b5-b431-2c469c41a41b,astrocyte,533,12.0,2316603.0,0.05179998471900451
5a73f63f-18a2-49b5-b431-2c469c41a41b,oligodendrocyte,1842,44.0,7700179.0,0.05714152878783727
5a73f63f-18a2-49b5-b431-2c469c41a41b,OPC,335,21.0,1830129.0,0.11474600970751242
5a73f63f-18a2-49b5-b431-2c469c41a41b,neuron,17500,99.0,514810985.0,0.0019230358885989971
9372df2d-13d6-4fac-980b-919a5b7eb483,neuron,16546,102.0,282503949.0,0.0036105689977452317
9372df2d-13d6-4fac-980b-919a5b7eb483,oligodendrocyte,11675,451.0,84698297.0,0.05324782386120467
9372df2d-13d6-4fac-980b-919a5b7eb483,OPC,1909,97.0,13368268.0,0.07255988584310248
9372df2d-13d6-4fac-980b-919a5b7eb483,astrocyte,1648,67.0,7521939.0,0.08907277764416861
9372df2d-13d6-4fac-980b-919a5b7eb483,mural,23,0.0,95775.0,0.0
9372df2d-13d6-4fac-980b-919a5b7eb483,endothelial,30,10.0,101394.0,0.9862516519715171
9372df2d-13d6-4fac-980b-919a5b7eb483,microglia,1743,167.0,5185058.0,0.3220793287172487
095940cb-7422-4510-96e2-cbafd961eb88,microglia,3304,393.0,12216849.0,0.32168687686980496
095940cb-7422-4510-96e2-cbafd961eb88,mural,67,2.0,271394.0,0.07369359676337724
095940cb-7422-4510-96e2-cbafd961eb88,endothelial,60,31.0,281678.0,1.100547433594388
095940cb-7422-4510-96e2-cbafd961eb88,astrocyte,6267,213.0,22227440.0,0.09582749970306972
095940cb-7422-4510-96e2-cbafd961eb88,oligodendrocyte,16991,732.0,113481021.0,0.06450417819205205
095940cb-7422-4510-96e2-cbafd961eb88,OPC,1729,35.0,11789547.0,0.02968731538200747
095940cb-7422-4510-96e2-cbafd961eb88,neuron,23155,39.0,181909068.0,0.0021439283059819757
93131426-0124-4ab4-a013-9dfbcd99d467,neuron,22261,150.0,492423740.0,0.0030461569541712185
93131426-0124-4ab4-a013-9dfbcd99d467,oligodendrocyte,1222,28.0,5012716.0,0.05585794208169782
93131426-0124-4ab4-a013-9dfbcd99d467,OPC,242,7.0,1104341.0,0.06338621856835887
93131426-0124-4ab4-a013-9dfbcd99d467,endothelial,15,5.0,43473.0,1.1501391668391876
93131426-0124-4ab4-a013-9dfbcd99d467,mural,24,0.0,61236.0,0.0
93131426-0124-4ab4-a013-9dfbcd99d467,astrocyte,239,2.0,800802.0,0.024974962599993506
93131426-0124-4ab4-a013-9dfbcd99d467,microglia,184,14.0,402400.0,0.34791252485089463
d6a5b240-cc8f-45c1-ad36-2fc291e15e8e,microglia,194,15.0,539502.0,0.2780341870836438
d6a5b240-cc8f-45c1-ad36-2fc291e15e8e,endothelial,7,4.0,31233.0,1.2806966990042583
d6a5b240-cc8f-45c1-ad36-2fc291e15e8e,mural,6,0.0,23003.0,0.0
d6a5b240-cc8f-45c1-ad36-2fc291e15e8e,astrocyte,403,22.0,1975972.0,0.11133761004710593
d6a5b240-cc8f-45c1-ad36-2fc291e15e8e,neuron,23580,170.0,480011217.0,0.0035415839042778037
d6a5b240-cc8f-45c1-ad36-2fc291e15e8e,oligodendrocyte,1409,22.0,5756815.0,0.03821557580016033
d6a5b240-cc8f-45c1-ad36-2fc291e15e8e,OPC,178,6.0,931742.0,0.0643955086279249
7d3ab174-e433-40fc-a352-6fe71b1a19f9,neuron,24560,419.0,601630424.0,0.006964408435568079
7d3ab174-e433-40fc-a352-6fe71b1a19f9,oligodendrocyte,2883,60.0,10114816.0,0.05931892384399281
7d3ab174-e433-40fc-a352-6fe71b1a19f9,OPC,365,26.0,1808732.0,0.14374711123593767
7d3ab174-e433-40fc-a352-6fe71b1a19f9,astrocyte,863,37.0,3537076.0,0.10460617753195012
7d3ab174-e433-40fc-a352-6fe71b1a19f9,mural,7,0.0,15970.0,0.0
7d3ab174-e433-40fc-a352-6fe71b1a19f9,endothelial,11,2.0,39880.0,0.5015045135406219
7d3ab174-e433-40fc-a352-6fe71b1a19f9,microglia,240,25.0,630629.0,0.39642959648224235
4724c395-0c46-46d2-81f7-60fd271fb488,neuron,22000,44.0,444020023.0,0.0009909463024373566
4724c395-0c46-46d2-81f7-60fd271fb488,oligodendrocyte,5693,240.0,28897839.0,0.08305119285909233
4724c395-0c46-46d2-81f7-60fd271fb488,OPC,1596,103.0,13551764.0,0.0760048654920496
4724c395-0c46-46d2-81f7-60fd271fb488,microglia,2126,171.0,7759343.0,0.22037948315985
4724c395-0c46-46d2-81f7-60fd271fb488,mural,17,0.0,68565.0,0.0
4724c395-0c46-46d2-81f7-60fd271fb488,endothelial,46,34.0,216409.0,1.5710991687037046
4724c395-0c46-46d2-81f7-60fd271fb488,astrocyte,3720,199.0,28134438.0,0.0707318198429981
5e5ab909-f73f-4b57-98a0-6d2c5662f6a4,neuron,27978,181.0,508467820.0,0.0035597139657727013
5e5ab909-f73f-4b57-98a0-6d2c5662f6a4,microglia,611,44.0,1820870.0,0.24164273122188845
5e5ab909-f73f-4b57-98a0-6d2c5662f6a4,astrocyte,627,24.0,3335584.0,0.07195141840229477
5e5ab909-f73f-4b57-98a0-6d2c5662f6a4,oligodendrocyte,2029,64.0,12861510.0,0.04976087566700955
5e5ab909-f73f-4b57-98a0-6d2c5662f6a4,OPC,803,48.0,6135458.0,0.07823376836741446
5e5ab909-f73f-4b57-98a0-6d2c5662f6a4,endothelial,30,13.0,101441.0,1.2815331079149457
5e5ab909-f73f-4b57-98a0-6d2c5662f6a4,mural,14,0.0,58392.0,0.0
dd03ce70-3243-4c96-9561-330cc461e4d7,neuron,21708,239.0,615417282.0,0.0038835438488709845
dd03ce70-3243-4c96-9561-330cc461e4d7,mural,4,0.0,13488.0,0.0
dd03ce70-3243-4c96-9561-330cc461e4d7,endothelial,10,2.0,37683.0,0.530743306000053
dd03ce70-3243-4c96-9561-330cc461e4d7,microglia,246,13.0,735945.0,0.17664363505425
dd03ce70-3243-4c96-9561-330cc461e4d7,astrocyte,458,25.0,3734536.0,0.06694272059500832
dd03ce70-3243-4c96-9561-330cc461e4d7,oligodendrocyte,877,25.0,3738283.0,0.06687562177609346
dd03ce70-3243-4c96-9561-330cc461e4d7,OPC,389,13.0,2640730.0,0.049228811730089785
ff7d15fa-f4b6-4a0e-992e-fd0c9d088ded,neuron,25284,520.0,491997324.0,0.010569163176993215
ff7d15fa-f4b6-4a0e-992e-fd0c9d088ded,oligodendrocyte,1257,22.0,5711830.0,0.0385165524884319
ff7d15fa-f4b6-4a0e-992e-fd0c9d088ded,OPC,432,14.0,2712812.0,0.05160696723547374
ff7d15fa-f4b6-4a0e-992e-fd0c9d088ded,astrocyte,728,22.0,4318354.0,0.05094533704277139
ff7d15fa-f4b6-4a0e-992e-fd0c9d088ded,endothelial,17,2.0,55181.0,0.3624435947155724
ff7d15fa-f4b6-4a0e-992e-fd0c9d088ded,mural,7,0.0,17038.0,0.0
ff7d15fa-f4b6-4a0e-992e-fd0c9d088ded,microglia,306,31.0,715638.0,0.43317990380611426
367b55f4-d543-49aa-90e8-4765fcb8c687,microglia,640,173.0,3704524.0,0.46699656959976504
367b55f4-d543-49aa-90e8-4765fcb8c687,OPC,815,65.0,5985872.0,0.10858902428919295
367b55f4-d543-49aa-90e8-4765fcb8c687,oligodendrocyte,5124,195.0,36014856.0,0.05414432310933022
367b55f4-d543-49aa-90e8-4765fcb8c687,neuron,15984,323.0,1109610983.0,0.002910930091253432
367b55f4-d543-49aa-90e8-4765fcb8c687,astrocyte,1224,69.0,5534792.0,0.12466593143879662
367b55f4-d543-49aa-90e8-4765fcb8c687,mural,45,4.0,130613.0,0.3062482295024232
367b55f4-d543-49aa-90e8-4765fcb8c687,endothelial,59,18.0,184125.0,0.9775967413441955
182f6a56-7360-4924-a74e-1772e07b3031,neuron,21695,131.0,625391745.0,0.002094687066903961
182f6a56-7360-4924-a74e-1772e07b3031,oligodendrocyte,4386,32.0,13487633.0,0.023725437962317034
182f6a56-7360-4924-a74e-1772e07b3031,OPC,438,8.0,1886438.0,0.04240796676063565
182f6a56-7360-4924-a74e-1772e07b3031,astrocyte,1178,35.0,5636656.0,0.06209355334084606
182f6a56-7360-4924-a74e-1772e07b3031,endothelial,30,9.0,85544.0,1.0520901524361732
182f6a56-7360-4924-a74e-1772e07b3031,mural,23,0.0,67307.0,0.0
182f6a56-7360-4924-a74e-1772e07b3031,microglia,783,36.0,1724793.0,0.20872069865775197
fa554686-fc07-44dd-b2de-b726d82d26ec,neuron,26775,620.0,562784486.0,0.011016650519396159
fa554686-fc07-44dd-b2de-b726d82d26ec,astrocyte,819,27.0,4381776.0,0.06161885043872622
fa554686-fc07-44dd-b2de-b726d82d26ec,OPC,340,9.0,2100137.0,0.042854347121164
fa554686-fc07-44dd-b2de-b726d82d26ec,oligodendrocyte,1440,18.0,6144248.0,0.029295692491579116
fa554686-fc07-44dd-b2de-b726d82d26ec,microglia,256,14.0,633445.0,0.22101366338040399
fa554686-fc07-44dd-b2de-b726d82d26ec,endothelial,5,4.0,17743.0,2.2544101899340583
fa554686-fc07-44dd-b2de-b726d82d26ec,mural,10,0.0,27680.0,0.0
e5b1115b-a486-49bb-bda3-8261822836e0,neuron,32979,472.0,557637671.0,0.008464277514709009
e5b1115b-a486-49bb-bda3-8261822836e0,microglia,118,5.0,347842.0,0.14374342373836396
e5b1115b-a486-49bb-bda3-8261822836e0,astrocyte,759,12.0,3043252.0,0.0394315028791569
e5b1115b-a486-49bb-bda3-8261822836e0,mural,6,0.0,15025.0,0.0
e5b1115b-a486-49bb-bda3-8261822836e0,endothelial,9,1.0,21786.0,0.45901037363444414
e5b1115b-a486-49bb-bda3-8261822836e0,oligodendrocyte,1161,18.0,3227901.0,0.05576379201220855
e5b1115b-a486-49bb-bda3-8261822836e0,OPC,303,4.0,1625056.0,0.02461453636059311
64f4ad90-a422-400a-944d-4ce0f39594a7,neuron,18214,239.0,458874375.0,0.005208397178421654
64f4ad90-a422-400a-944d-4ce0f39594a7,oligodendrocyte,10225,428.0,82003915.0,0.05219263007138135
64f4ad90-a422-400a-944d-4ce0f39594a7,OPC,2503,223.0,20914123.0,0.10662651262020406
64f4ad90-a422-400a-944d-4ce0f39594a7,astrocyte,851,25.0,3763906.0,0.0664203622513421
64f4ad90-a422-400a-944d-4ce0f39594a7,mural,72,7.0,306243.0,0.22857665318064413
64f4ad90-a422-400a-944d-4ce0f39594a7,endothelial,109,53.0,534601.0,0.9913935813812544
64f4ad90-a422-400a-944d-4ce0f39594a7,microglia,1376,130.0,5375774.0,0.24182564222379885
1cf24082-59de-4029-ac81-6e398768af3a,neuron,26596,457.0,554833102.0,0.008236711154267072
1cf24082-59de-4029-ac81-6e398768af3a,oligodendrocyte,1192,14.0,4445278.0,0.03149409328280481
1cf24082-59de-4029-ac81-6e398768af3a,OPC,475,14.0,2908465.0,0.04813535662282338
1cf24082-59de-4029-ac81-6e398768af3a,astrocyte,839,36.0,6017739.0,0.0598231329075588
1cf24082-59de-4029-ac81-6e398768af3a,endothelial,13,7.0,58206.0,1.2026251589183246
1cf24082-59de-4029-ac81-6e398768af3a,mural,10,0.0,25741.0,0.0
1cf24082-59de-4029-ac81-6e398768af3a,microglia,370,14.0,925025.0,0.15134726088484096
db1d2c1b-2ee1-45d5-9d53-69a327cd77e6,microglia,213,15.0,591051.0,0.25378520635275126
db1d2c1b-2ee1-45d5-9d53-69a327cd77e6,endothelial,6,0.0,15646.0,0.0
db1d2c1b-2ee1-45d5-9d53-69a327cd77e6,mural,10,2.0,24904.0,0.8030838419530999
db1d2c1b-2ee1-45d5-9d53-69a327cd77e6,astrocyte,965,31.0,6041287.0,0.05131356944306734
db1d2c1b-2ee1-45d5-9d53-69a327cd77e6,oligodendrocyte,1459,17.0,5049864.0,0.03366427293883558
db1d2c1b-2ee1-45d5-9d53-69a327cd77e6,OPC,472,14.0,2574427.0,0.054381033138636285
db1d2c1b-2ee1-45d5-9d53-69a327cd77e6,neuron,27923,510.0,545882597.0,0.009342668236774728
f8dda921-5fb4-4c94-a654-c6fc346bfd6d,neuron,29403,371.0,566521975.0,0.006548730964937415
f8dda921-5fb4-4c94-a654-c6fc346bfd6d,OPC,295,5.0,1415711.0,0.035317942715709635
f8dda921-5fb4-4c94-a654-c6fc346bfd6d,oligodendrocyte,1244,26.0,4268286.0,0.06091438108880239
f8dda921-5fb4-4c94-a654-c6fc346bfd6d,mural,8,1.0,21976.0,0.4550418638514743
f8dda921-5fb4-4c94-a654-c6fc346bfd6d,endothelial,9,6.0,24433.0,2.4556951663733475
f8dda921-5fb4-4c94-a654-c6fc346bfd6d,astrocyte,693,18.0,3204802.0,0.056165716321944385
f8dda921-5fb4-4c94-a654-c6fc346bfd6d,microglia,219,22.0,448465.0,0.4905622512347675
9ec34295-ab16-47e2-af33-b884143e520b,oligodendrocyte,25331,846.0,173572770.0,0.04874036405595186
9ec34295-ab16-47e2-af33-b884143e520b,OPC,3993,238.0,28289035.0,0.0841315371839301
9ec34295-ab16-47e2-af33-b884143e520b,neuron,11252,178.0,260990908.0,0.006820160953652838
9ec34295-ab16-47e2-af33-b884143e520b,astrocyte,3618,155.0,16243822.0,0.09542089294009747
9ec34295-ab16-47e2-af33-b884143e520b,mural,74,5.0,291089.0,0.17176877175022073
9ec34295-ab16-47e2-af33-b884143e520b,endothelial,84,34.0,344592.0,0.9866740957422111
9ec34295-ab16-47e2-af33-b884143e520b,microglia,4423,442.0,13330052.0,0.33158160223230937
ed33c203-233a-476a-a56b-28da945fdd32,neuron,29649,775.0,568432038.0,0.013633995767142176
ed33c203-233a-476a-a56b-28da945fdd32,oligodendrocyte,1375,31.0,6833211.0,0.04536666583250539
ed33c203-233a-476a-a56b-28da945fdd32,OPC,391,12.0,2692439.0,0.04456925486519843
ed33c203-233a-476a-a56b-28da945fdd32,mural,12,1.0,42161.0,0.23718602499940702
ed33c203-233a-476a-a56b-28da945fdd32,endothelial,31,19.0,125945.0,1.5085950216364286
ed33c203-233a-476a-a56b-28da945fdd32,microglia,235,27.0,645504.0,0.41827781082688875
ed33c203-233a-476a-a56b-28da945fdd32,astrocyte,903,37.0,5026578.0,0.0736087254589504
70e4f35b-c98c-45a1-9aa9-2053b07315dd,neuron,20447,163.0,395100924.0,0.004125528190361812
70e4f35b-c98c-45a1-9aa9-2053b07315dd,oligodendrocyte,6156,173.0,25715693.0,0.06727409601600082
70e4f35b-c98c-45a1-9aa9-2053b07315dd,OPC,1938,130.0,15111176.0,0.08602904234587698
70e4f35b-c98c-45a1-9aa9-2053b07315dd,astrocyte,3216,139.0,15212138.0,0.09137440115255331
70e4f35b-c98c-45a1-9aa9-2053b07315dd,mural,49,3.0,230028.0,0.13041890552454483
70e4f35b-c98c-45a1-9aa9-2053b07315dd,endothelial,142,50.0,729691.0,0.6852215526846295
70e4f35b-c98c-45a1-9aa9-2053b07315dd,microglia,1213,164.0,3856896.0,0.42521239877870703
53ce2631-3646-4172-bbd9-38b0a44d8214,neuron,13146,28.0,53594233.0,0.0052244427119611915
53ce2631-3646-4172-bbd9-38b0a44d8214,endothelial,754,355.0,2721295.0,1.3045259701722893
53ce2631-3646-4172-bbd9-38b0a44d8214,OPC,4896,167.0,19980831.0,0.08358010735389335
53ce2631-3646-4172-bbd9-38b0a44d8214,microglia,4528,480.0,14728653.0,0.32589538228648607
53ce2631-3646-4172-bbd9-38b0a44d8214,mural,677,42.0,2507100.0,0.16752423118343904
53ce2631-3646-4172-bbd9-38b0a44d8214,astrocyte,6245,342.0,24599750.0,0.13902580310775517
53ce2631-3646-4172-bbd9-38b0a44d8214,oligodendrocyte,5459,90.0,18293337.0,0.049198240867699534
88a01d4a-5197-45be-b5ae-e019aef43376,neuron,27340,496.0,429147260.0,0.011557804190570854
88a01d4a-5197-45be-b5ae-e019aef43376,oligodendrocyte,8239,104.0,36313379.0,0.028639582122060303
88a01d4a-5197-45be-b5ae-e019aef43376,OPC,1112,25.0,6013126.0,0.04157571286548793
88a01d4a-5197-45be-b5ae-e019aef43376,astrocyte,2648,70.0,13199429.0,0.05303259709188935
88a01d4a-5197-45be-b5ae-e019aef43376,mural,34,2.0,89717.0,0.2229231918142604
88a01d4a-5197-45be-b5ae-e019aef43376,endothelial,26,2.0,79237.0,0.25240733495715384
88a01d4a-5197-45be-b5ae-e019aef43376,microglia,1085,55.0,2668627.0,0.20609849184618156
19b21f40-db42-4a71-a0d6-913e83b17784,neuron,27772,347.0,622678725.0,0.005572697220384396
19b21f40-db42-4a71-a0d6-913e83b17784,astrocyte,4137,252.0,28465908.0,0.088526949500434
19b21f40-db42-4a71-a0d6-913e83b17784,oligodendrocyte,4716,108.0,19943580.0,0.054152764949923736
19b21f40-db42-4a71-a0d6-913e83b17784,OPC,3787,268.0,23829587.0,0.11246523072346995
19b21f40-db42-4a71-a0d6-913e83b17784,mural,26,2.0,82362.0,0.2428304315096768
19b21f40-db42-4a71-a0d6-913e83b17784,endothelial,125,51.0,427339.0,1.1934319123693367
19b21f40-db42-4a71-a0d6-913e83b17784,microglia,762,81.0,2186933.0,0.37038171722681945
5bc23cb2-8cfc-4960-bab1-c3027fbeefc4,microglia,1921,255.0,9739321.0,0.261825234017854
5bc23cb2-8cfc-4960-bab1-c3027fbeefc4,endothelial,96,79.0,649620.0,1.2160955635602353
5bc23cb2-8cfc-4960-bab1-c3027fbeefc4,mural,28,6.0,164836.0,0.3639981557426776
5bc23cb2-8cfc-4960-bab1-c3027fbeefc4,astrocyte,1923,243.0,21334628.0,0.11389933773394127
5bc23cb2-8cfc-4960-bab1-c3027fbeefc4,oligodendrocyte,5318,343.0,52540148.0,0.06528340955567921
5bc23cb2-8cfc-4960-bab1-c3027fbeefc4,OPC,1073,71.0,9996802.0,0.07102271306363775
5bc23cb2-8cfc-4960-bab1-c3027fbeefc4,neuron,17272,895.0,779059902.0,0.011488205177834965
fe1a73ab-a203-45fd-84e9-0f7fd19efcbd,neuron,30681,208.0,667988822.0,0.0031138245603756524
fe1a73ab-a203-45fd-84e9-0f7fd19efcbd,oligodendrocyte,2233,34.0,7910522.0,0.042980728705387584
fe1a73ab-a203-45fd-84e9-0f7fd19efcbd,OPC,780,45.0,4574668.0,0.09836779412189038
fe1a73ab-a203-45fd-84e9-0f7fd19efcbd,astrocyte,1057,67.0,6880501.0,0.09737662998668266
fe1a73ab-a203-45fd-84e9-0f7fd19efcbd,mural,19,0.0,65327.0,0.0
fe1a73ab-a203-45fd-84e9-0f7fd19efcbd,endothelial,40,19.0,158408.0,1.199434372001414
fe1a73ab-a203-45fd-84e9-0f7fd19efcbd,microglia,278,27.0,712104.0,0.37915810050217386
1b767f95-d0a0-4a3d-b394-cc665d86c3dc,microglia,347,43.0,1013137.0,0.42442433747854436
1b767f95-d0a0-4a3d-b394-cc665d86c3dc,oligodendrocyte,1692,47.0,8172219.0,0.05751191934528431
1b767f95-d0a0-4a3d-b394-cc665d86c3dc,neuron,31259,129.0,598655132.0,0.0021548299363781283
1b767f95-d0a0-4a3d-b394-cc665d86c3dc,OPC,615,49.0,4326513.0,0.1132551780151822
1b767f95-d0a0-4a3d-b394-cc665d86c3dc,endothelial,9,0.0,33868.0,0.0
1b767f95-d0a0-4a3d-b394-cc665d86c3dc,mural,11,1.0,38704.0,0.25837122778007443
1b767f95-d0a0-4a3d-b394-cc665d86c3dc,astrocyte,713,32.0,3139755.0,0.10191878028699691
3f56901c-dd4a-47d6-b60b-7b0c0111cfb2,neuron,31168,249.0,659271565.0,0.0037768957925555305
3f56901c-dd4a-47d6-b60b-7b0c0111cfb2,oligodendrocyte,3996,36.0,9303143.0,0.038696599633048744
3f56901c-dd4a-47d6-b60b-7b0c0111cfb2,OPC,458,16.0,1414404.0,0.11312185203096145
3f56901c-dd4a-47d6-b60b-7b0c0111cfb2,astrocyte,1514,34.0,4797374.0,0.07087210628147816
3f56901c-dd4a-47d6-b60b-7b0c0111cfb2,endothelial,11,3.0,44978.0,0.6669927520120948
3f56901c-dd4a-47d6-b60b-7b0c0111cfb2,mural,12,0.0,40977.0,0.0
3f56901c-dd4a-47d6-b60b-7b0c0111cfb2,microglia,426,14.0,773452.0,0.18100670759142132
e8681d74-ac9e-4be5-be14-1cf1bbd54dd7,neuron,24985,157.0,858252414.0,0.0018292986706356063
e8681d74-ac9e-4be5-be14-1cf1bbd54dd7,astrocyte,573,25.0,2069772.0,0.12078625085275094
e8681d74-ac9e-4be5-be14-1cf1bbd54dd7,OPC,1145,100.0,9947026.0,0.10053256118964603
e8681d74-ac9e-4be5-be14-1cf1bbd54dd7,oligodendrocyte,3765,113.0,16679013.0,0.06774981229404882
e8681d74-ac9e-4be5-be14-1cf1bbd54dd7,mural,57,11.0,282784.0,0.38898947606653844
e8681d74-ac9e-4be5-be14-1cf1bbd54dd7,endothelial,51,22.0,261178.0,0.8423374097358889
e8681d74-ac9e-4be5-be14-1cf1bbd54dd7,microglia,452,60.0,1585724.0,0.37837606039890925
f502c312-05dc-4fd4-a762-92a63e92b539,microglia,257,14.0,578713.0,0.24191611385954695
f502c312-05dc-4fd4-a762-92a63e92b539,endothelial,4,5.0,15191.0,3.2914225528273318
f502c312-05dc-4fd4-a762-92a63e92b539,mural,5,0.0,15764.0,0.0
f502c312-05dc-4fd4-a762-92a63e92b539,astrocyte,674,23.0,3799956.0,0.060527016628613595
f502c312-05dc-4fd4-a762-92a63e92b539,neuron,29261,314.0,668590717.0,0.004696445703119148
f502c312-05dc-4fd4-a762-92a63e92b539,oligodendrocyte,686,12.0,2322220.0,0.05167469059779005
f502c312-05dc-4fd4-a762-92a63e92b539,OPC,336,14.0,1901488.0,0.07362654931295912
18500fcd-9960-49cb-8a8e-7d868dc14efe,neuron,15129,69.0,564376571.0,0.0012225879589179475
18500fcd-9960-49cb-8a8e-7d868dc14efe,oligodendrocyte,24626,327.0,89843107.0,0.03639678222615342
18500fcd-9960-49cb-8a8e-7d868dc14efe,OPC,1876,55.0,9308187.0,0.059087768649254684
18500fcd-9960-49cb-8a8e-7d868dc14efe,astrocyte,3219,160.0,16422154.0,0.09742936279857076
18500fcd-9960-49cb-8a8e-7d868dc14efe,mural,92,3.0,247369.0,0.12127631190650405
18500fcd-9960-49cb-8a8e-7d868dc14efe,endothelial,78,45.0,250542.0,1.7961060421007256
18500fcd-9960-49cb-8a8e-7d868dc14efe,microglia,5438,429.0,13993110.0,0.3065794523161756
52f18bc3-52d9-487b-bf8f-f0b7aa684b09,microglia,6555,736.0,25780578.0,0.28548622920711864
52f18bc3-52d9-487b-bf8f-f0b7aa684b09,mural,87,6.0,401283.0,0.14952041327442228
52f18bc3-52d9-487b-bf8f-f0b7aa684b09,endothelial,94,64.0,415384.0,1.5407430233229975
52f18bc3-52d9-487b-bf8f-f0b7aa684b09,astrocyte,5312,307.0,32657287.0,0.0940065841966603
52f18bc3-52d9-487b-bf8f-f0b7aa684b09,neuron,8425,90.0,148608778.0,0.006056169844825721
52f18bc3-52d9-487b-bf8f-f0b7aa684b09,oligodendrocyte,34688,1244.0,243447330.0,0.05109934867636462
52f18bc3-52d9-487b-bf8f-f0b7aa684b09,OPC,3871,226.0,28917353.0,0.07815376462707357
7c1c3d47-3166-43e5-9a95-65ceb2d45f78,microglia,3225,192.0,7741565.0,0.24801186840128578
7c1c3d47-3166-43e5-9a95-65ceb2d45f78,endothelial,118,29.0,390826.0,0.7420181871216347
7c1c3d47-3166-43e5-9a95-65ceb2d45f78,mural,100,2.0,321736.0,0.06216276698908422
7c1c3d47-3166-43e5-9a95-65ceb2d45f78,astrocyte,3434,80.0,12590771.0,0.06353860299738594
7c1c3d47-3166-43e5-9a95-65ceb2d45f78,oligodendrocyte,21976,559.0,118651575.0,0.04711273322751931
7c1c3d47-3166-43e5-9a95-65ceb2d45f78,OPC,4199,192.0,21074718.0,0.09110442189546736
