dataset_id	comparison_id	gene	observed_diff_pp	null_mean_diff_pp	null_sd_diff_pp	n_null_genes	null_set_is_expression_matched	empirical_p	empirical_p_resolution_floor	empirical_p_at_resolution_floor	empirical_z	q_bh_empirical	q_bh_empirical_per_comparison
VT2018	A_decidua_dNK1_vs_dNK2	CCL2	0.3016630423718601	0.10576115387506856	1.39001622703513	317	True	0.9056603773584906	0.0031446540880503146	False	0.14093496513680662	0.9527076696888018	0.9056603773584906
VT2018	A_decidua_dNK1_vs_dNK2	CCL3	-2.311119717422882	0.8737702930068563	6.347043083602454	317	True	0.4371069182389937	0.0031446540880503146	False	-0.5017911440774495	0.7696882690730107	0.7291897891231964
VT2018	A_decidua_dNK1_vs_dNK2	CCL4	1.3918306186241274	0.9878509006187381	7.0024341363762135	317	True	0.9025157232704403	0.0031446540880503146	False	0.057691327063941554	0.9527076696888018	0.9056603773584906
VT2018	A_decidua_dNK1_vs_dNK2	CCL5	23.342572735006755	1.008263224762521	4.7416537569029735	317	True	0.0031446540880503146	0.0031446540880503146	True	4.710236270990811	0.031839622641509434	0.08490566037735849
VT2018	A_decidua_dNK1_vs_dNK2	CCL20	-2.481381741594618	0.12455505004840231	1.0165464065658583	317	True	0.025157232704402517	0.0031446540880503146	False	-2.5635197515935455	0.12735849056603774	0.1358490566037736
VT2018	A_decidua_dNK1_vs_dNK2	XCL1	39.31891902402015	0.7548845962644942	6.8003472143286166	317	True	0.006289308176100629	0.0031446540880503146	False	5.670891972471584	0.04631217838765009	0.08490566037735849
VT2018	A_decidua_dNK1_vs_dNK2	XCL2	32.8843278257557	0.6011880173805564	6.644036416919972	317	True	0.009433962264150943	0.0031446540880503146	False	4.858964909668705	0.06367924528301887	0.08490566037735849
VT2018	A_decidua_dNK1_vs_dNK2	CXCL8	-0.9504066047720866	0.8302659430359356	4.954636249509333	317	True	0.5314465408805031	0.0031446540880503146	False	-0.35939521251118395	0.8122107511569954	0.7971698113207547
VT2018	A_decidua_dNK1_vs_dNK2	CXCL10	-0.0737583631482233	0.06499000626549147	0.6078531090645835	317	True	0.8301886792452831	0.0031446540880503146	False	-0.22825970180070754	0.9527076696888018	0.9056603773584906
VT2018	A_decidua_dNK1_vs_dNK2	CXCL12	-0.0136995030084483	0.04641178531839712	0.2223154970131894	317	True	0.7484276729559748	0.0031446540880503146	False	-0.27038730603327743	0.9527076696888018	0.9056603773584906
