dataset_id	comparison_id	gene	observed_diff_pp	null_mean_diff_pp	null_sd_diff_pp	n_null_genes	null_set_is_expression_matched	empirical_p	empirical_p_resolution_floor	empirical_p_at_resolution_floor	empirical_z	q_bh_empirical	q_bh_empirical_per_comparison
VT2018	A_decidua_dNK1_vs_dNK2	CCL2	0.3016630423718601	0.23949736785411666	1.6750105712660952	112	True	0.9646017699115044	0.008849557522123894	False	0.03711360130148557	0.9734513274336283	0.9734513274336284
VT2018	A_decidua_dNK1_vs_dNK2	CCL3	-2.311119717422882	1.3119746734369093	5.7626356070496065	112	True	0.34513274336283184	0.008849557522123894	False	-0.6287217582224964	0.6501337723811483	0.6212389380530973
VT2018	A_decidua_dNK1_vs_dNK2	CCL4	1.3918306186241274	2.1168426546513834	4.905214320408358	112	True	0.8584070796460177	0.008849557522123894	False	-0.14780435444192763	0.9734513274336283	0.9734513274336284
VT2018	A_decidua_dNK1_vs_dNK2	CCL5	23.342572735006755	1.7247668748299765	6.637635695284338	112	True	0.02654867256637168	0.008849557522123894	False	3.2568533213618513	0.15360303413400758	0.17920353982300885
VT2018	A_decidua_dNK1_vs_dNK2	CCL20	-2.481381741594618	0.11347637404787399	1.1434595634979452	112	True	0.04424778761061947	0.008849557522123894	False	-2.269304659715809	0.2108276939094222	0.19911504424778761
VT2018	A_decidua_dNK1_vs_dNK2	XCL1	39.31891902402015	0.9530892661143493	7.016021603195006	112	True	0.017699115044247787	0.008849557522123894	False	5.468316936258362	0.13032984714400644	0.1592920353982301
VT2018	A_decidua_dNK1_vs_dNK2	XCL2	32.8843278257557	1.1455496679081316	7.275151617101319	112	True	0.017699115044247787	0.008849557522123894	False	4.362627726306195	0.13032984714400644	0.1592920353982301
VT2018	A_decidua_dNK1_vs_dNK2	CXCL8	-0.9504066047720866	0.7910133845380132	4.192835639226708	112	True	0.5663716814159292	0.008849557522123894	False	-0.41533228085975554	0.8471440064360418	0.8495575221238938
VT2018	A_decidua_dNK1_vs_dNK2	CXCL10	-0.0737583631482233	-0.025300937071336592	0.6285044835265814	112	True	0.9380530973451328	0.008849557522123894	False	-0.07709957104043044	0.9734513274336283	0.9734513274336284
VT2018	A_decidua_dNK1_vs_dNK2	CXCL12	-0.0136995030084483	0.05008329038981401	0.193571945794523	112	True	0.7168141592920354	0.008849557522123894	False	-0.32950432531151946	0.9364830145589494	0.9676991150442478
VT2018	A_decidua_dNK1_vs_dNK2	CXCL16	-1.09770993827602	0.1958017528725427	0.8019588716545707	112	True	0.07964601769911504	0.008849557522123894	False	-1.6129401854235232	0.2580530973451327	0.23893805309734514
VT2018	A_decidua_dNK1_vs_dNK2	CCL1	0.0354659486792333	0.029808115902501733	0.13175152941083337	112	True	0.9734513274336283	0.008849557522123894	False	0.042943203786948575	0.9734513274336283	0.9734513274336284
VT2018	A_decidua_dNK1_vs_dNK2	CCL3L1	0.9048133289842314	1.0979236575444429	4.508443628970954	112	True	0.9469026548672567	0.008849557522123894	False	-0.04283303606577169	0.9734513274336283	0.9734513274336284
VT2018	A_decidua_dNK1_vs_dNK2	CCL4L2	5.8287424239820815	1.1596796440621142	6.55820466685635	112	True	0.3008849557522124	0.008849557522123894	False	0.7119422185032332	0.6413600372612949	0.6144121365360303
VT2018	A_decidua_dNK1_vs_dNK2	PPBP	-0.0136836343732883	0.0015685209694423481	0.03470588721971541	112	True	0.23008849557522124	0.008849557522123894	False	-0.43946882113033375	0.5481520041644976	0.5647626709573612
VT2018	A_decidua_dNK1_vs_dNK2	CCR1	5.121015867827022	-0.2937570684946275	1.7677499272346915	112	True	0.008849557522123894	0.008849557522123894	True	3.063087630721632	0.08960176991150443	0.1592920353982301
VT2018	A_decidua_dNK1_vs_dNK2	CCR2	0.2928835168193767	0.05136696897735858	0.1991933581485494	112	True	0.21238938053097345	0.008849557522123894	False	1.2124728961188855	0.5213193885760258	0.5647626709573612
VT2018	A_decidua_dNK1_vs_dNK2	CCR5	0.7677355035423733	0.031128058617569017	0.3877934625359816	112	True	0.07079646017699115	0.008849557522123894	False	1.8994839162778763	0.2580530973451327	0.23893805309734514
VT2018	A_decidua_dNK1_vs_dNK2	CCR9	0.077827896963	0.020575476863477004	0.20952396754656522	112	True	0.7964601769911505	0.008849557522123894	False	0.27324998075362933	0.9734513274336283	0.9734513274336284
VT2018	A_decidua_dNK1_vs_dNK2	CXCR3	6.171641556402744	0.2559733634558544	3.2903400625858943	112	True	0.07964601769911504	0.008849557522123894	False	1.797889604242832	0.2580530973451327	0.23893805309734514
VT2018	A_decidua_dNK1_vs_dNK2	CXCR4	5.996655697195744	0.8827001210550608	7.546120623157101	112	True	0.2743362831858407	0.008849557522123894	False	0.6776933250241549	0.6348925410872313	0.6144121365360303
VT2018	A_decidua_dNK1_vs_dNK2	CXCR6	-0.0502246309970383	0.06874712676586364	0.4258117004183908	112	True	0.8230088495575221	0.008849557522123894	False	-0.2793999264134912	0.9734513274336283	0.9734513274336284
VT2018	A_decidua_dNK1_vs_dNK2	CX3CR1	-0.158019464147195	0.05085623498723429	0.3202318646958662	112	True	0.5132743362831859	0.008849557522123894	False	-0.6522639442293003	0.8114877275004174	0.8152004164497657
VT2018	A_decidua_dNK1_vs_dNK2	S1PR1	-0.1056030730867882	0.06926480973814167	0.2560860245334815	112	True	0.39823008849557523	0.008849557522123894	False	-0.6828482075251517	0.6720132743362832	0.6720132743362832
VT2018	A_decidua_dNK1_vs_dNK2	S1PR5	-0.0166781694593316	0.03571797963045388	0.16557620581943064	112	True	0.7168141592920354	0.008849557522123894	False	-0.3164473351136345	0.9364830145589494	0.9676991150442478
VT2018	A_decidua_dNK1_vs_dNK2	SELL	4.847046115004242	-0.06240398270188834	1.78095211384976	112	True	0.035398230088495575	0.008849557522123894	False	2.7566435164243215	0.1911504424778761	0.1911504424778761
VT2018	A_decidua_dNK1_vs_dNK2	ACKR2	0.2569687918770734	0.025397207437841577	0.21570547195875697	112	True	0.3185840707964602	0.008849557522123894	False	1.0735545201352539	0.6451327433628318	0.6144121365360303
VT2018	A_decidua_dNK1_vs_dNK2	XCR1	0.0134357833519899	0.31175764612579854	3.2156366624148016	2507	False	0.6854066985645934	0.00039872408293460925	False	-0.09277225448405668		
VT2018	A_decidua_dNK1_vs_dNK2	PTN	0.7302125233699416	0.31175764612579854	3.2156366624148016	2507	False	0.5247208931419458	0.00039872408293460925	False	0.13013126829133173		
VT2018	A_decidua_dNK1_vs_dNK2	OGN	-0.1505778859704066	0.31175764612579854	3.2156366624148016	2507	False	0.4904306220095694	0.00039872408293460925	False	-0.14377729222337313		
VT2018	A_decidua_dNK1_vs_dNK2	SPP1	-1.7486854591996293	0.31175764612579854	3.2156366624148016	2507	False	0.18261562998405104	0.00039872408293460925	False	-0.6407574367491276		
VT2018	A_decidua_dNK1_vs_dNK2	VEGFA	-0.3284798157529351	0.31175764612579854	3.2156366624148016	2507	False	0.40350877192982454	0.00039872408293460925	False	-0.1991013068615605		
VT2018	A_decidua_dNK1_vs_dNK2	PGF	-0.0284930820673966	0.31175764612579854	3.2156366624148016	2507	False	0.6032695374800638	0.00039872408293460925	False	-0.1058113101427578		
VT2018	A_decidua_dNK1_vs_dNK2	IGF2	0.8828881675965333	0.31175764612579854	3.2156366624148016	2507	False	0.43261562998405106	0.00039872408293460925	False	0.1776104023648744		
VT2018	A_decidua_dNK1_vs_dNK2	ITGAD	-6.613946081805807	0.31175764612579854	3.2156366624148016	2507	False	0.04066985645933014	0.00039872408293460925	False	-2.153758168290912		
VT2018	A_decidua_dNK1_vs_dNK2	ANGPT2	-0.11495139401297	0.31175764612579854	3.2156366624148016	2507	False	0.518341307814992	0.00039872408293460925	False	-0.13269815123277293		
VT2018	A_decidua_dNK1_vs_dNK2	ANG	0.0564724202680633	0.31175764612579854	3.2156366624148016	2507	False	0.7380382775119617	0.00039872408293460925	False	-0.0793887035937783		
VT2018	A_decidua_dNK1_vs_dNK2	IL10	-0.9214852954480386	0.31175764612579854	3.2156366624148016	2507	False	0.27232854864433814	0.00039872408293460925	False	-0.3835143926514776		
VT2018	A_decidua_dNK1_vs_dNK3	CCL2	0.0084068469528479	0.5619916619710849	3.8815141258958206	112	True	0.8230088495575221	0.008849557522123894	False	-0.14262084255341317	0.9734513274336283	0.8888495575221238
