dataset,comparison,group,gene,role,symbol_used,present,unit,ortholog_note,n,log2FC,ci_lo,ci_hi,p,test,note,mean_log2,linear_cpm,pct_all_genes,pct_expressed_genes,below_1_cpm,near_floor,q_BH,max_effect_still_compatible,informative_null
GSE236394,CD56bright vs CD56dim (blood),1,S1PR1,state_egress,S1PR1,True,moderated log2 CPM (as deposited),,6.0,-0.17229624965019688,-0.41780010936591094,0.07320761006551715,0.1310721633092523,paired_t,,6.588486551334098,96.23478446725994,96.76652142338416,96.59620824096017,False,False,0.14298781451918433,0.41780010936591094,True
GSE236394,CD56bright vs CD56dim (blood),1,SELL,state_egress,SELL,True,moderated log2 CPM (as deposited),,6.0,3.4768449303011977,2.8836486277186304,4.070041232883765,2.3330806343460117e-05,paired_t,,7.963946724671128,249.68177782102998,98.9832970225127,98.9297454323064,False,False,0.00027996967612152143,4.070041232883765,False
GSE133383,"CD56bright vs CD56dim (5 tissues, donor+tissue fixed)",1,PIEZO1,channel,PIEZO1,True,log2(CPM+1) from deposited filtered counts,,30.0,0.1523883953388763,-0.2361322269713683,0.5409090176491209,0.42383809423702967,ols(+2 fixed effects),,6.9231362557132625,120.35891276972104,86.92958218203131,86.92848769050411,False,False,0.42383809423702967,0.5409090176491209,True
GSE133383,"CD56bright vs CD56dim (5 tissues, donor+tissue fixed)",1,PIEZO2,channel,,False,,,,,,,,,gene absent from this matrix,,,,,,,,,False
GSE133383,"CD56bright vs CD56dim (5 tissues, donor+tissue fixed)",1,TRPV2,channel,TRPV2,True,log2(CPM+1) from deposited filtered counts,,30.0,-0.47415663895609067,-0.8171258984053706,-0.1311873795068107,0.009061457728826945,ols(+2 fixed effects),,6.852376967043851,114.55028172510536,86.12576404588462,86.12460224418021,False,False,0.01812291545765389,0.8171258984053706,False
GSE133383,"CD56bright vs CD56dim (5 tissues, donor+tissue fixed)",1,TRPV4,channel,,False,,,,,,,,,gene absent from this matrix,,,,,,,,,False
GSE133383,"CD56bright vs CD56dim (5 tissues, donor+tissue fixed)",1,TRPM7,channel,TRPM7,True,log2(CPM+1) from deposited filtered counts,,30.0,-0.2584868153846773,-0.7506164254336054,0.23364279466425075,0.28707486602145404,ols(+2 fixed effects),,6.77050130031399,108.17519519617248,84.94515615841915,84.94389549489198,False,False,0.3062131904228843,0.7506164254336054,False
GSE133383,"CD56bright vs CD56dim (5 tissues, donor+tissue fixed)",1,TRPC1,channel,,False,,,,,,,,,gene absent from this matrix,,,,,,,,,False
GSE133383,"CD56bright vs CD56dim (5 tissues, donor+tissue fixed)",1,TRPC6,channel,,False,,,,,,,,,gene absent from this matrix,,,,,,,,,False
GSE133383,"CD56bright vs CD56dim (5 tissues, donor+tissue fixed)",1,TMEM63A,channel,TMEM63A,True,log2(CPM+1) from deposited filtered counts,,30.0,0.6646434414226243,0.21316921325725796,1.1161176695879906,0.005924820586010414,ols(+2 fixed effects),,6.710089635932625,103.69796827168626,84.27530771163025,84.27399095628873,False,False,0.013542447053738088,1.1161176695879906,False
GSE133383,"CD56bright vs CD56dim (5 tissues, donor+tissue fixed)",1,TMEM63B,channel,TMEM63B,True,log2(CPM+1) from deposited filtered counts,,30.0,-0.44991574176419946,-0.9406975219485639,0.04086603842016501,0.07036876572247738,ols(+2 fixed effects),,2.9453965083697775,6.70287230100789,23.026040358368917,23.019594707754145,False,False,0.1251000279510709,0.9406975219485639,False
GSE133383,"CD56bright vs CD56dim (5 tissues, donor+tissue fixed)",1,KCNK2,channel,,False,,,,,,,,,gene absent from this matrix,,,,,,,,,False
