gene,quadrant,reason,delta,NK_log2FC,NK_SE,NK_CI95_lo,NK_CI95_hi,NK_changed,NK_equivalent,NK_TOST_p,CD8T_log2FC,CD8T_SE,CD8T_CI95_lo,CD8T_CI95_hi,CD8T_changed,CD8T_equivalent,CD8T_TOST_p,CD4T_log2FC,CD4T_SE,CD4T_CI95_lo,CD4T_CI95_hi,CD4T_changed,CD4T_equivalent,CD4T_TOST_p,B_log2FC,B_SE,B_CI95_lo,B_CI95_hi,B_changed,B_equivalent,B_TOST_p,Myeloid_log2FC,Myeloid_SE,Myeloid_CI95_lo,Myeloid_CI95_hi,Myeloid_changed,Myeloid_equivalent,Myeloid_TOST_p
SSU72,unclassified,no quadrant rule satisfied,0.5,0.019304698479386467,0.07338331653606796,-0.1300795421057598,0.16868893906453272,False,True,1.0329618247446193e-07,0.014643499770790666,0.055910902669766484,-0.09907997093605975,0.1283669704776411,False,True,2.334385999034744e-10,-0.0175273545433508,0.03685165546701485,-0.09256145520343856,0.05750674611673695,False,True,8.99445885503513e-15,0.06138394164272886,0.06416638906122779,-0.06944496992709737,0.1922128532125551,False,True,5.615452307807422e-08,-0.13204944566772775,0.047694300381870114,-0.2293856537917834,-0.03471323754367209,False,False,5.879105869936787e-09
MIB2,unclassified,no quadrant rule satisfied,0.5,-0.40218087885151227,0.13869891805776097,-0.684526151892646,-0.11983560581037855,False,False,0.24283458471330707,-0.14051069331058058,0.09166956619714776,-0.32696772992301704,0.045946343301855846,False,True,0.00020839205110138162,-0.17003388030695318,0.11004624387944309,-0.3941003662184359,0.05403260560452955,False,True,0.0025928319130588324,-0.15178948265974715,0.15838406928063786,-0.4747189118693844,0.1711399465498901,False,True,0.01772292960323506,0.34057396048044825,0.12804874214105497,0.07924757734299731,0.6019003436178991,False,False,0.11129699496838892
CDK11B,unclassified,no quadrant rule satisfied,0.5,-0.16846034439730884,0.11865792814958073,-0.41000876879047193,0.07308807999585426,False,True,0.004328764542551783,-0.26197433447359675,0.09990949528773789,-0.4651914892349925,-0.05875717971220101,False,False,0.011538342481133253,-0.10939846988144061,0.09431851347227417,-0.3014415340070952,0.082644594244214,False,True,0.00011579687030250392,-0.24744080163759938,0.10187785668447914,-0.4551596603438137,-0.03972194293138506,False,False,0.009387068066972518,0.0127148370096298,0.06818338139629132,-0.12643620932197902,0.15186588334123863,False,True,2.7071486656392407e-08
SLC35E2B,unclassified,no quadrant rule satisfied,0.5,-0.4193467976204554,0.17842637346282642,-0.7825640731302848,-0.056129522110625996,False,False,0.32712607059036597,0.04794201387142581,0.11362795000928216,-0.18317864824136199,0.2790626759842136,False,True,0.0001773787057982146,0.08361972523972944,0.08375919511778762,-0.08692338328632843,0.2541628337657873,False,True,1.054066316391368e-05,-0.011063078954664452,0.16274761944877092,-0.3428893547444084,0.3207631968350795,False,True,0.002604818470707321,0.3598305391383584,0.1154558757518775,0.12420412127812827,0.5954569569985885,False,False,0.11702061873681222
CDK11A,unclassified,no quadrant rule satisfied,0.5,-0.26716148160228287,0.12805268096594474,-0.5278345256120576,-0.006488437592508223,False,True,0.03912050328761846,-0.17759519838840443,0.09197968206582033,-0.3646830145308194,0.009492617754010585,False,True,0.0006644174626013948,-0.21295986722767474,0.08577423629482013,-0.38760582542481486,-0.03831390903053461,False,False,0.0010431214161375052,-0.2752331505425774,0.10157742143360067,-0.48233945153057367,-0.06812684955458115,False,False,0.017176072208447805,-0.04610026435568572,0.06417027520061995,-0.1770612222121884,0.08486069350081694,False,True,3.305683917237644e-08
GNB1,unclassified,no quadrant rule satisfied,0.5,0.024549506111570425,0.09136716994598588,-0.16144393137618193,0.21054294359932277,False,True,5.262179452270288e-06,-0.03593078974704369,0.07273492389334392,-0.18387452865617332,0.11201294916208593,False,True,1.537075224826935e-07,-0.1004895777393441,0.06963933862874415,-0.2422830759784722,0.04130392049978403,False,True,1.1234097204088192e-06,-0.32212662360013905,0.09283989744820417,-0.5114179786398149,-0.13283526856046324,False,False,0.03228443640284046,-0.026441027910896416,0.03817400297446055,-0.10434787775878421,0.05146582193699137,False,True,9.380546931662281e-14
FAAP20,unclassified,no quadrant rule satisfied,0.5,-0.06899059535042035,0.08029484086366126,-0.23244442098158763,0.09446323028074693,False,True,3.251669703193092e-06,-0.009949496788417955,0.0601047681770089,-0.1322033420445467,0.11230434846771079,False,True,9.812463823354662e-10,0.06875072883253028,0.06742671026346549,-0.06853761007576972,0.20603906774083028,False,True,1.655800234481104e-07,0.1554619490168053,0.078394003211155,-0.004375658549523043,0.31529955658313363,False,False,5.951005927728354e-05,0.2400065656472258,0.07451528610999036,0.08793314515141643,0.3920799861430352,False,False,0.000748347787118648
RER1,unclassified,no quadrant rule satisfied,0.5,-0.0572947708716047,0.09010816185028306,-0.24072528292691658,0.12613574118370718,False,True,1.2327430438602981e-05,0.013174241873517057,0.060501931938138555,-0.10988743940739248,0.1362359231544266,False,True,1.3178017439229219e-09,-0.05714853694626346,0.045780929242506874,-0.15036363975675537,0.036066565864228455,False,True,2.2819524681676442e-11,0.2370131271605511,0.09641884042712828,0.04042466188367108,0.4336015924374311,False,False,0.005188649052350281,-0.0018864193170383672,0.05871466440348469,-0.12171337449938374,0.117940535865307,False,True,7.921923148052654e-10
TNFRSF14,unclassified,no quadrant rule satisfied,0.5,-0.2000520295987999,0.08457010411000679,-0.372208881796544,-0.02789517740105582,False,False,0.0006045555816606966,0.2597781363981291,0.0675648968588067,0.12235029671331568,0.3972059760829425,False,False,0.0005789388985496948,0.23070773755955562,0.05235283762015353,0.12411149274911766,0.3373039823699936,False,False,6.365538173778102e-06,0.1735671571404555,0.09391460505587067,-0.017915420260707027,0.36504973454161804,False,True,0.0007593557956761302,0.01858808661562653,0.13199642958979832,-0.2507948761139987,0.2879710493452518,False,True,0.0004896877870680656
LRRC47,unclassified,no quadrant rule satisfied,0.5,-0.06140971207329763,0.12136532318561487,-0.3084695002275027,0.18565007608090742,False,True,0.000503178519801391,-0.034404915524148295,0.10247545476154855,-0.24284126373656778,0.1740314326882712,False,True,3.474711221607141e-05,-0.1332388336571089,0.10476392048867936,-0.3465499171314753,0.08007224981725755,False,True,0.0006884393673879146,0.22932222388650259,0.1157037914229453,-0.006586346282873301,0.46523079405587847,False,False,0.01294118350373726,0.20085793103052735,0.07098052863526182,0.05599836809156403,0.3457174939694907,False,False,0.0001028110155746114
C1orf174,unclassified,no quadrant rule satisfied,0.5,-0.30541386941689125,0.1368696912268038,-0.5840354396615426,-0.02679229917223991,False,False,0.0823191764530241,-0.17580868453863982,0.09844640428123638,-0.3760498940143354,0.024432524937055777,False,True,0.0011790194988192614,-0.10266705968082232,0.08173983664355419,-0.26909852803483814,0.06376440867319347,False,True,1.4535985400717332e-05,-0.19951489315693258,0.09124178144800696,-0.38554784796672137,-0.013481938347143813,False,False,0.001233215504790184,-0.13424559189584215,0.08232556038257473,-0.30225849522325654,0.03376731143157222,False,True,5.417488142948888e-05
KCNAB2,unclassified,no quadrant rule satisfied,0.5,-0.2179053527304883,0.11553931258448774,-0.45310530393030024,0.017294598469323602,False,True,0.010119633958193383,-0.05334428437921083,0.08564058761791253,-0.22753830365319458,0.12084973489477294,False,True,4.800534679154043e-06,-0.0032898034377771414,0.059552595998153296,-0.1245455632148274,0.11796595633927312,False,True,7.252531506637949e-10,-0.4256911500360617,0.12856269905079443,-0.6878177591747672,-0.16356454089735623,False,False,0.2837053404718726,-0.4070918165741393,0.12767945063887617,-0.6676645366066338,-0.1465190965416447,False,False,0.23618219906561957
RPL22,unclassified,no quadrant rule satisfied,0.5,0.1372962923517377,0.052216834226392346,0.031000031908995182,0.24359255279448022,False,False,3.322609283079642e-08,0.04676598663964953,0.05974441535367596,-0.07475489649654202,0.16828686977584106,False,True,4.767869397193812e-09,0.15014182031826023,0.06628092506987651,0.015186428477359848,0.2850972121591606,False,False,4.2936604827501236e-06,0.183240795423731,0.08142926418806876,0.017214591370212473,0.34926699947724954,False,True,0.0002454811206122597,0.046053566559288245,0.057963853689352175,-0.07224110767234727,0.16434824079092375,False,True,4.315568158078212e-09
CAMTA1,unclassified,no quadrant rule satisfied,0.5,0.34374192830788763,0.1259752007595949,0.08729794912654315,0.6001859074892322,False,False,0.11185434097776673,0.08871771943875473,0.05792780997975344,-0.029108165796090144,0.2065436046735996,False,True,1.9031572364302062e-08,0.18505820403623405,0.06327221464402952,0.05622888382194288,0.31388752425052524,False,False,1.0345305936236165e-05,0.020711029869714705,0.07126861057898534,-0.12459860789477703,0.16602066763420645,False,True,7.649056845031668e-08,0.12121586259666672,0.05727442489133441,0.004328198939319516,0.23810352625401393,False,False,1.171724457451159e-07
VAMP3,unclassified,no quadrant rule satisfied,0.5,-0.29399404819730557,0.10793477265300924,-0.5137136630443037,-0.07427443335030748,False,False,0.032586343209559054,-0.19706872142564977,0.1127392758843678,-0.4263818093268467,0.03224436647554718,False,True,0.005587598731059728,-0.08220235689617583,0.1072909571325493,-0.30065877019371906,0.1362540564013674,False,True,0.0002326649424081513,-0.6734024802826428,0.11827093872363993,-0.9145452095203873,-0.43225975104489833,True,False,0.9236972357506653,-0.3503448327330306,0.06269418767685937,-0.47829333917979,-0.22239632628627115,False,False,0.011686807284677605
PARK7,unclassified,no quadrant rule satisfied,0.5,0.05464339691491853,0.05731463495511269,-0.06203030524701912,0.17131709907685616,False,True,3.286617884537501e-09,0.3067355956523191,0.06139112792592923,0.18186527868424435,0.4316059126203939,False,False,0.0017312882858544986,0.2897222168197776,0.04616436651091084,0.19572639275729187,0.38371804088226336,False,False,3.533920410701184e-05,0.16219047850088353,0.05650248345000613,0.046987511357091186,0.2773934456446759,False,False,6.335781778705785e-07,0.09967403527677507,0.042888884588731115,0.012144888961333394,0.18720318159221674,False,False,9.43225690700309e-11
ENO1,unclassified,no quadrant rule satisfied,0.5,0.24843330007634806,0.07568338760209305,0.09436687305280134,0.4024997270998948,False,False,0.0011030225109469303,0.19021477432437697,0.05920101053516941,0.06979918334067305,0.3106303653080809,False,False,4.56076302809367e-06,0.2543489211222868,0.06610993876258899,0.1197416765662212,0.3889561656783524,False,False,0.00038208934072650485,-0.15409802418157634,0.10098939228715585,-0.36000539198467263,0.05180934362151993,False,True,0.0008696266973750332,0.3460897975579766,0.07428845899183137,0.19447929383428736,0.4977003012816658,False,False,0.023414844897486443
CLSTN1,unclassified,no quadrant rule satisfied,0.5,0.05130436279785409,0.13631057613324635,-0.22617903343677245,0.32878775903248064,False,True,0.0012018373959187996,-0.12154016875118134,0.09500568691504388,-0.3147829163541386,0.07170257885177592,False,True,0.00017480482635856263,-0.1925279242714364,0.05617981440513482,-0.3069163227224382,-0.07813952582043457,False,False,2.429692463316677e-06,0.0889472520317484,0.10853372042618327,-0.13234225357581053,0.3102367576393073,False,True,0.0003258587595904634,0.6332178911443581,0.1167074785920957,0.3950371581234333,0.8713986241652829,True,False,0.8687226989646574
CTNNBIP1,unclassified,no quadrant rule satisfied,0.5,-0.041586518161860604,0.11940337700381744,-0.28465243067414525,0.20147939435042403,False,True,0.00026946657564915323,0.016703925843363724,0.10152984160211367,-0.18980903345379943,0.22321688514052687,False,True,1.8413417178386208e-05,0.10526695891400083,0.09667533631190749,-0.09157486065278526,0.30210877848078693,False,True,0.00013660154258394316,-0.16235222696482182,0.11517439469379104,-0.3971814096405709,0.0724769557109273,False,True,0.003129851745797164,0.3452594489953251,0.0719601968209585,0.19840054471678872,0.49211835327386155,False,False,0.019783541635325155
LZIC,unclassified,no quadrant rule satisfied,0.5,-0.0004564153730609826,0.1154724892513964,-0.23552033629598684,0.23460750554986487,False,True,6.770042250942517e-05,0.05489430737970036,0.07432269796683708,-0.0962789837225409,0.20606759848194162,False,True,4.86264541092346e-07,0.0509022041602333,0.0637815469424251,-0.07896417369673162,0.18076858201719823,False,True,2.6151610725142275e-08,-0.1298479198470649,0.10078746090169984,-0.3353435695566622,0.07564772986253246,False,True,0.0004461035359715993,-0.07772227985546244,0.07204945651576217,-0.22476334846308926,0.06931878875216436,False,True,9.665645753154712e-07
DFFA,unclassified,no quadrant rule satisfied,0.5,-0.10125374426655395,0.14188400578116572,-0.39008280590184363,0.1875753173687357,False,True,0.004156912525580727,0.15685473388410334,0.13688472075514405,-0.1215704888843138,0.4352799566525205,False,True,0.008625280962976687,-0.04657128313080292,0.08119126941470953,-0.2118858071265171,0.11874324086491128,False,True,1.7524860291904155e-06,0.06562732308536455,0.08441078277233252,-0.10647790203995271,0.2377325482106818,False,True,6.929167340161809e-06,0.19251000990968695,0.0782342607147969,0.03284677504941047,0.3521732447699634,False,False,0.00022610692956343765
TARDBP,unclassified,no quadrant rule satisfied,0.5,0.07756877125425704,0.08928085183925077,-0.10417761035342371,0.2593151528619378,False,True,2.0938682516238976e-05,0.01484559555068003,0.08402095976919445,-0.1560540805556108,0.18574527165697083,False,True,9.170472217434547e-07,0.018242804084807964,0.05617353639371512,-0.09613281163133863,0.13261841980095457,False,True,3.87011668584173e-10,-0.03920762200351384,0.07440882075538309,-0.19091983727765155,0.11250459327062386,False,True,3.441194825494035e-07,0.20667038849639424,0.05116247501300897,0.10225620742789375,0.3110845695648947,False,False,1.3875057891615611e-06
MAD2L2,unclassified,no quadrant rule satisfied,0.5,-0.19251650293060174,0.1261824280561427,-0.449382328572212,0.06434932271100852,False,True,0.01023170511491682,0.2943660853500204,0.09154368164073175,0.1081650994894128,0.480567071210628,False,False,0.015726107898982013,0.09617886996029851,0.08979092534666278,-0.08664551731463435,0.27900325723523134,False,True,4.174115464678152e-05,0.39662772592428336,0.1212481744492424,0.14941470793933037,0.6438407439092364,False,False,0.2001950827497635,0.18115759111838522,0.07673936765179101,0.024545186674718833,0.3377699955620516,False,False,0.00012139186109445466
AGTRAP,unclassified,no quadrant rule satisfied,0.5,-0.6284025910918111,0.10472021333925446,-0.8415784229024409,-0.41522675928118125,True,False,0.8855254733141025,-0.43001127399829403,0.0856546643039008,-0.6042339254264766,-0.2557886225701115,False,False,0.20984581019206663,-0.4116359020689817,0.10120673069681352,-0.6177041484569978,-0.20556765568096555,False,False,0.19452219038835092,-0.9704861288140441,0.12547108901383597,-1.2263092513135423,-0.7146630063145458,True,False,0.9996387339854207,-0.35568669970537026,0.08971420355962738,-0.5387786062737958,-0.17259479313694473,False,False,0.059002905857576095
MIIP,unclassified,no quadrant rule satisfied,0.5,0.10734414118126753,0.11624421101365223,-0.12929075084025884,0.3439790332027939,False,True,0.000954849535223641,-0.03743466038795166,0.10973663322052689,-0.26064033580394297,0.18577101502803964,False,True,9.007577400190746e-05,0.21230633616090028,0.08032523745090017,0.04875515030356328,0.3758575220182373,False,False,0.0005525214333330017,-0.08700472328530359,0.10398753782407295,-0.29902501286974736,0.12501556629914018,False,True,0.0001957370453077602,-0.46102875934623466,0.0954002187466557,-0.6557248859830924,-0.2663326327093769,False,False,0.34287876837799053
TNFRSF1B,unclassified,no quadrant rule satisfied,0.5,-0.2911422005337794,0.14104694489041278,-0.5782672821448467,-0.004017118922712226,False,False,0.07414729432436713,0.07547346974857042,0.08488092254849734,-0.09717538133560746,0.2481223208327483,False,True,9.041677474209755e-06,-0.028118691966479044,0.10056532762712496,-0.23288096981970907,0.176643585886751,False,True,2.373990377316059e-05,-0.719516745580281,0.15472131634271366,-1.0349781843477484,-0.4040553068128137,True,False,0.9170680296560689,-0.06556973478449822,0.1389953600270092,-0.34923636126907204,0.21809689170007557,False,True,0.0019387248489704783
DHRS3,unclassified,no quadrant rule satisfied,0.5,-0.1813643741349521,0.10332562687270226,-0.3917012876454826,0.028972539375578393,False,True,0.0020744670912382565,-0.3844989395085411,0.1219617721402997,-0.632570699381111,-0.1364271796359712,False,False,0.17523213969930546,-0.13794531811944957,0.10518739030302271,-0.35211863359596823,0.07622799735706909,False,True,0.000807200998269108,-1.3721140197754593,0.21190615648730765,-1.8041696833990726,-0.9400583561518461,True,False,0.999869083527277,0.2847626850212623,0.12785161246691226,0.023838611066169635,0.545686758976355,False,False,0.05124271795942482
PRDM2,unclassified,no quadrant rule satisfied,0.5,0.04567641654235828,0.11396159869336102,-0.18631182929155127,0.2776646623762678,False,True,0.00017809252053703378,0.08340888945099549,0.08070789348823781,-0.08075196867595398,0.24756974757794498,False,True,5.628642344013882e-06,0.24721607392288764,0.07530861398083714,0.09387929568594622,0.40055285215982905,False,False,0.0010151339153744645,0.3014861093119869,0.12184922501262226,0.05304760876278386,0.5499246098611899,False,False,0.05666121455883766,-0.06534646796282177,0.06067867969432585,-0.1891816547279248,0.05848871880228128,False,True,2.5882566880569107e-08
EFHD2,unclassified,no quadrant rule satisfied,0.5,-0.6722359031803109,0.11385169785031904,-0.9040004271282053,-0.4404713792324165,True,False,0.9300058011278296,-0.19041453346911916,0.10767836504006881,-0.40943366583268104,0.028604598894442723,False,True,0.003499064684374609,-0.14522159703635942,0.08315238925815269,-0.31452918082476383,0.024085986752044986,False,True,8.100951949573671e-05,-0.5780589189038707,0.15686385624419727,-0.8978887843103773,-0.2582290534973642,True,False,0.6888819214261037,-0.3054190983745986,0.08619148972320702,-0.48132172646744253,-0.12951647028175464,False,False,0.01564098706973855
SPEN,unclassified,no quadrant rule satisfied,0.5,-0.06671471515170811,0.12119424781810856,-0.3134262502551643,0.17999681995174804,False,True,0.0005594310083112822,-0.09641950665642347,0.08558987376984742,-0.2705103733333381,0.07767136002049117,False,True,2.10073356471461e-05,-0.023955603194148134,0.06595299975427078,-0.15824330234042386,0.11033209595212759,False,True,1.5882362448155844e-08,-0.14143582868700066,0.08626936876793374,-0.31733052656309724,0.034458869189095936,False,True,0.00011676123022911263,-0.13386971405124373,0.07033501563495406,-0.2774118913227024,0.009672463220214894,False,True,6.221522530380925e-06
SZRD1,unclassified,no quadrant rule satisfied,0.5,-0.4628661227604262,0.10532617713305166,-0.6772754970904105,-0.24845674843044194,False,False,0.3633464920599999,0.01808852846690631,0.07643134103592492,-0.13737376883713048,0.1735508257709431,False,True,1.9159841608026147e-07,-0.05222728540605862,0.06937301334839849,-0.193478515526142,0.08902394471402478,False,True,1.3977629968656e-07,-0.08636597145535876,0.07601770470324894,-0.24135854173810703,0.0686265988273895,False,True,2.961290386058763e-06,-0.1281857182635715,0.05223917247272656,-0.23479726143166474,-0.021574175095478265,False,False,2.930674627473264e-08
NECAP2,unclassified,no quadrant rule satisfied,0.5,-0.06273151230860718,0.09844043354808946,-0.2631237826855689,0.13766075806835457,False,True,4.848950487788349e-05,0.16652679660861097,0.07307499175440885,0.017891355444831974,0.31516223777238994,False,False,3.2778591354675606e-05,0.1908167136965519,0.05961796412567094,0.06942785708577837,0.31220557030732543,False,False,5.625213432764961e-06,-0.1513750409998061,0.08553813174011893,-0.3257788190057308,0.0230287370061186,False,True,0.00014639845204827224,-0.17678294231434072,0.08009246425043295,-0.34023846440041494,-0.013327420228266468,False,True,0.00016910610974443015
SDHB,unclassified,no quadrant rule satisfied,0.5,0.012032945766908524,0.09085781732891532,-0.17292361770801906,0.1969895092418361,False,True,3.2247598207468255e-06,0.0014886986039849733,0.0623554725011156,-0.12534310721171701,0.12832050441968698,False,True,1.5210640380172598e-09,-0.04590585198863258,0.057834354326697986,-0.16366307915159894,0.07185137517433376,False,True,2.7318161900843505e-09,-0.04981860678213557,0.05535498426011621,-0.1626819367383451,0.06304472317407397,False,True,1.6462909348103478e-09,-0.0647622555867097,0.07619736620653435,-0.22026852439033856,0.09074401321691916,False,True,1.4739619813784675e-06
UBR4,unclassified,no quadrant rule satisfied,0.5,-0.034698131840280644,0.11611669823357028,-0.27107344987801085,0.20167718619744956,False,True,0.00016804833746385402,0.07859318193372938,0.1025361432110408,-0.1299666073389935,0.2871529712064523,False,True,0.0001219202341775629,-0.029728998014921893,0.08294495496417459,-0.19861422233270123,0.13915622630285743,False,True,1.3669954848786964e-06,-0.5624315559829,0.12752149663000906,-0.8224352565174571,-0.3024278554483429,True,False,0.6860726669511205,-0.008184830973628937,0.0701459188297876,-0.1513410928246724,0.13497143087741453,False,True,3.916237944951102e-08
AKR7A2,unclassified,no quadrant rule satisfied,0.5,0.0075224499087755475,0.09191425055423198,-0.17958466334425155,0.19462956316180263,False,True,3.3467533667275766e-06,0.24469600319984874,0.07934767296781914,0.08330185051177133,0.4060901558879262,False,False,0.0014415000020284077,0.1443736791111769,0.0850626146664314,-0.028823337695956797,0.3175706959183106,False,False,0.00010350040752998377,-0.026930570223811217,0.06994667369721223,-0.1695449096251465,0.11568376917752408,False,True,6.873421143849827e-08,0.23010943196650008,0.0645775087760205,0.09831737748560163,0.3619014864473985,False,False,0.00011339266854988895
CAPZB,unclassified,no quadrant rule satisfied,0.5,-0.2626845584148097,0.0742515258869642,-0.4138361870204853,-0.11153292980913412,False,False,0.0015474273249670761,0.004862701356259215,0.044679554463680805,-0.08601606755320997,0.09574147026572839,False,True,5.340310013940482e-13,-0.08702687674284469,0.04240177902415635,-0.1733616509923519,-0.000692102493337482,False,False,1.93309151259222e-11,-0.15184746768655302,0.06999084599130612,-0.29455187002024896,-0.00914306535285711,False,False,1.1354101917916069e-05,0.07700285193934776,0.059252532273458176,-0.04392180293700304,0.19792750681569857,False,True,2.7651978026938683e-08
