library,lineage,n_cells,cd3_triple_pos_n,cd3_triple_pos_pct,cd3_any_pos_pct,batch,patient,probe_pos_frac
GSE154826_amp_batch_ID_91,B,2949,45,1.5259409969481181,27.093930145812138,91,695|mouse_a20,0.275008477449983
GSE154826_amp_batch_ID_91,Myeloid,4027,32,0.7946362056121182,16.265209833623047,91,695|mouse_a20,0.1996523466600447
GSE154826_amp_batch_ID_92,NK,1266,0,0.0,0.0,92,695|mouse_a20,0.46129541864139023
GSE154826_amp_batch_ID_92,CD8T,1491,426,28.57142857142857,88.19584171696849,92,695|mouse_a20,0.7230046948356808
GSE154826_amp_batch_ID_92,CD4T,2716,968,35.640648011782034,96.759941089838,92,695|mouse_a20,
GSE154826_amp_batch_ID_92,B,3133,42,1.3405681455473986,33.992977976380466,92,695|mouse_a20,0.3025853814235557
GSE154826_amp_batch_ID_92,Myeloid,4095,35,0.8547008547008548,20.463980463980462,92,695|mouse_a20,0.21001221001221002
GSE154826_amp_batch_ID_93,NK,1293,0,0.0,0.0,93,695|mouse_a20,0.49497293116782676
GSE154826_amp_batch_ID_93,CD8T,1163,385,33.10404127257094,91.91745485812554,93,695|mouse_a20,0.7987962166809974
GSE154826_amp_batch_ID_93,CD4T,2932,1055,35.982264665757164,97.3055934515689,93,695|mouse_a20,
GSE154826_amp_batch_ID_93,B,2952,46,1.5582655826558265,30.89430894308943,93,695|mouse_a20,0.3004742547425474
GSE154826_amp_batch_ID_93,Myeloid,3860,41,1.0621761658031088,18.186528497409327,93,695|mouse_a20,0.21502590673575128
GSE154826_amp_batch_ID_230,NK,309,0,0.0,0.0,230,338,0.6051779935275081
GSE154826_amp_batch_ID_230,CD8T,362,98,27.071823204419886,98.06629834254143,230,338,0.8453038674033149
GSE154826_amp_batch_ID_230,CD4T,583,98,16.80960548885077,98.79931389365352,230,338,
GSE154826_amp_batch_ID_230,B,663,6,0.904977375565611,25.339366515837103,230,338,0.2458521870286576
GSE154826_amp_batch_ID_230,Myeloid,544,6,1.1029411764705883,21.691176470588236,230,338,0.22977941176470587
GSE154826_amp_batch_ID_231,NK,106,0,0.0,0.0,231,338,0.5754716981132075
GSE154826_amp_batch_ID_231,CD8T,54,10,18.51851851851852,94.44444444444444,231,338,0.7407407407407407
GSE154826_amp_batch_ID_231,CD4T,118,12,10.16949152542373,89.83050847457628,231,338,
GSE154826_amp_batch_ID_231,B,185,0,0.0,17.2972972972973,231,338,0.1783783783783784
GSE154826_amp_batch_ID_231,Myeloid,180,1,0.5555555555555556,15.0,231,338,0.23333333333333334
GSE154826_amp_batch_ID_244,NK,87,0,0.0,0.0,244,522,0.8735632183908046
GSE154826_amp_batch_ID_244,CD8T,321,145,45.17133956386293,99.68847352024922,244,522,0.9813084112149533
GSE154826_amp_batch_ID_244,CD4T,675,244,36.148148148148145,99.4074074074074,244,522,
GSE154826_amp_batch_ID_244,B,849,47,5.535924617196701,15.901060070671377,244,522,0.2579505300353357
GSE154826_amp_batch_ID_244,Myeloid,1078,38,3.525046382189239,13.45083487940631,244,522,0.17625231910946196
GSE154826_amp_batch_ID_245,NK,129,0,0.0,0.0,245,522,0.5658914728682171
GSE154826_amp_batch_ID_245,CD8T,587,341,58.09199318568995,98.46678023850085,245,522,0.9182282793867121
GSE154826_amp_batch_ID_245,CD4T,864,419,48.495370370370374,99.30555555555556,245,522,
GSE154826_amp_batch_ID_245,B,1184,135,11.402027027027026,27.111486486486484,245,522,0.32432432432432434
GSE154826_amp_batch_ID_245,Myeloid,1870,147,7.86096256684492,24.545454545454547,245,522,0.2620320855614973
GSE154826_amp_batch_ID_292,NK,266,0,0.0,0.0,292,714,0.34962406015037595
GSE154826_amp_batch_ID_292,CD8T,225,58,25.77777777777778,92.88888888888889,292,714,0.8711111111111111
GSE154826_amp_batch_ID_292,CD4T,614,223,36.31921824104234,96.74267100977198,292,714,
GSE154826_amp_batch_ID_292,B,1103,9,0.8159564823209429,9.882139619220307,292,714,0.12964641885766093
GSE154826_amp_batch_ID_292,Myeloid,661,1,0.15128593040847202,7.2617246596066565,292,714,0.060514372163388806
GSE154826_amp_batch_ID_293,NK,379,0,0.0,0.0,293,714,0.7255936675461742
GSE154826_amp_batch_ID_293,CD8T,150,41,27.333333333333332,90.0,293,714,0.84
GSE154826_amp_batch_ID_293,CD4T,543,144,26.519337016574585,94.65930018416206,293,714,
GSE154826_amp_batch_ID_293,B,365,1,0.273972602739726,4.383561643835616,293,714,0.2
GSE154826_amp_batch_ID_293,Myeloid,1292,1,0.07739938080495357,7.662538699690402,293,714,0.0890092879256966
GSE154826_amp_batch_ID_307,NK,190,0,0.0,0.0,307,729,0.5368421052631579
GSE154826_amp_batch_ID_307,CD8T,622,110,17.684887459807076,93.08681672025723,307,729,0.8906752411575563
GSE154826_amp_batch_ID_307,CD4T,744,96,12.903225806451612,95.29569892473118,307,729,
GSE154826_amp_batch_ID_307,B,473,13,2.748414376321353,12.26215644820296,307,729,0.2748414376321353
GSE154826_amp_batch_ID_307,Myeloid,2319,3,0.129366106080207,13.32470892626132,307,729,0.17809400603708495
GSE154826_amp_batch_ID_308,NK,137,0,0.0,0.0,308,729,0.45985401459854014
GSE154826_amp_batch_ID_308,CD8T,472,124,26.27118644067797,95.97457627118644,308,729,0.885593220338983
GSE154826_amp_batch_ID_308,CD4T,1766,428,24.23556058890147,98.07474518686297,308,729,
GSE154826_amp_batch_ID_308,B,776,10,1.2886597938144329,18.427835051546392,308,729,0.29381443298969073
GSE154826_amp_batch_ID_308,Myeloid,1977,15,0.7587253414264037,17.602427921092563,308,729,0.1719777440566515
GSE154826_amp_batch_ID_309,NK,354,0,0.0,0.0,309,725,0.7203389830508474
GSE154826_amp_batch_ID_309,CD8T,863,554,64.1946697566628,99.42062572421784,309,725,0.9629200463499421
GSE154826_amp_batch_ID_309,CD4T,2122,1383,65.17436380772855,99.48162111215834,309,725,
GSE154826_amp_batch_ID_309,B,1336,41,3.0688622754491015,18.263473053892216,309,725,0.48278443113772457
GSE154826_amp_batch_ID_309,Myeloid,2136,51,2.387640449438202,10.767790262172285,309,725,0.14279026217228463
GSE154826_amp_batch_ID_342,NK,531,0,0.0,0.0,342,706|mouse_a20,0.5404896421845574
GSE154826_amp_batch_ID_342,CD8T,1231,426,34.60601137286759,96.58813972380179,342,706|mouse_a20,0.8732737611697806
GSE154826_amp_batch_ID_342,CD4T,1979,670,33.85548256695301,96.6144517433047,342,706|mouse_a20,
GSE154826_amp_batch_ID_342,B,1702,22,1.2925969447708578,17.508813160987074,342,706|mouse_a20,0.2109283196239718
GSE154826_amp_batch_ID_342,Myeloid,2800,19,0.6785714285714286,17.857142857142858,342,706|mouse_a20,0.17642857142857143
GSE154826_amp_batch_ID_343,NK,586,0,0.0,0.0,343,706|mouse_a20,0.5358361774744027
GSE154826_amp_batch_ID_343,CD8T,1334,532,39.88005997001499,96.62668665667167,343,706|mouse_a20,0.8973013493253373
GSE154826_amp_batch_ID_343,CD4T,1904,703,36.92226890756303,96.79621848739495,343,706|mouse_a20,
GSE154826_amp_batch_ID_343,B,2013,18,0.8941877794336811,15.201192250372578,343,706|mouse_a20,0.2215598609041232
GSE154826_amp_batch_ID_343,Myeloid,2792,28,1.002865329512894,19.30515759312321,343,706|mouse_a20,0.19197707736389685
GSE154826_amp_batch_ID_344,NK,593,0,0.0,0.0,344,706|mouse_a20,0.5480607082630692
GSE154826_amp_batch_ID_344,CD8T,1264,471,37.2626582278481,95.25316455696202,344,706|mouse_a20,0.8860759493670886
GSE154826_amp_batch_ID_344,CD4T,1963,696,35.455934793683134,96.99439633214467,344,706|mouse_a20,
GSE154826_amp_batch_ID_344,B,1666,21,1.2605042016806722,16.86674669867947,344,706|mouse_a20,0.2118847539015606
GSE154826_amp_batch_ID_344,Myeloid,2778,21,0.755939524838013,17.530597552195825,344,706|mouse_a20,0.18466522678185746
GSE154826_amp_batch_ID_345,NK,559,0,0.0,0.0,345,706|mouse_a20,0.5688729874776386
GSE154826_amp_batch_ID_345,CD8T,1283,481,37.49025720966485,95.71317225253313,345,706|mouse_a20,0.8846453624318005
GSE154826_amp_batch_ID_345,CD4T,2029,732,36.07688516510596,97.09216362740266,345,706|mouse_a20,
GSE154826_amp_batch_ID_345,B,1673,25,1.4943215780035863,16.676628810520025,345,706|mouse_a20,0.2319187089061566
GSE154826_amp_batch_ID_345,Myeloid,2839,22,0.7749207467418106,19.4786896794646,345,706|mouse_a20,0.17330045790771398
GSE154826_amp_batch_ID_346,NK,609,0,0.0,0.0,346,706|mouse_a20,0.5073891625615764
GSE154826_amp_batch_ID_346,CD8T,1280,495,38.671875,95.625,346,706|mouse_a20,0.88046875
GSE154826_amp_batch_ID_346,CD4T,1940,682,35.15463917525773,96.90721649484536,346,706|mouse_a20,
GSE154826_amp_batch_ID_346,B,2001,22,1.0994502748625687,16.591704147926038,346,706|mouse_a20,0.2223888055972014
GSE154826_amp_batch_ID_346,Myeloid,2818,28,0.99361249112846,21.078779276082326,346,706|mouse_a20,0.19268985095812632
GSE154826_amp_batch_ID_347,NK,538,0,0.0,0.0,347,706|mouse_a20,0.5427509293680297
GSE154826_amp_batch_ID_347,CD8T,1186,448,37.77403035413153,95.36256323777404,347,706|mouse_a20,0.8802698145025295
GSE154826_amp_batch_ID_347,CD4T,1872,647,34.56196581196581,97.43589743589743,347,706|mouse_a20,
GSE154826_amp_batch_ID_347,B,1920,20,1.0416666666666665,15.052083333333332,347,706|mouse_a20,0.1921875
GSE154826_amp_batch_ID_347,Myeloid,2707,17,0.6280014776505356,19.061691909863317,347,706|mouse_a20,0.1884004432951607
GSE154826_amp_batch_ID_348,NK,617,0,0.0,0.0,348,706|mouse_a20,0.5121555915721232
GSE154826_amp_batch_ID_348,CD8T,1278,506,39.593114241001565,95.07042253521126,348,706|mouse_a20,0.8896713615023474
GSE154826_amp_batch_ID_348,CD4T,2036,783,38.45776031434185,97.39685658153242,348,706|mouse_a20,
GSE154826_amp_batch_ID_348,B,2030,24,1.1822660098522169,15.369458128078817,348,706|mouse_a20,0.22167487684729065
GSE154826_amp_batch_ID_348,Myeloid,2873,23,0.8005569091541943,19.108945353289243,348,706|mouse_a20,0.18900104420466413
GSE154826_amp_batch_ID_668,NK,133,0,0.0,0.0,668,800,0.7744360902255639
GSE154826_amp_batch_ID_668,CD8T,338,205,60.650887573964496,96.44970414201184,668,800,0.9023668639053254
GSE154826_amp_batch_ID_668,CD4T,1051,626,59.56232159847764,97.14557564224549,668,800,
GSE154826_amp_batch_ID_668,B,1626,13,0.7995079950799507,5.412054120541206,668,800,0.16543665436654367
GSE154826_amp_batch_ID_668,Myeloid,713,7,0.9817671809256662,9.1164095371669,668,800,0.14726507713884993
