gene,p_green,p_red,drop_ratio,null_drop,resid,n_pos_green,resid_pct
Dhx9,0.5279199110122358,0.4709721745104775,0.10787192396772163,0.08984407922461007,0.01802784474311156,2373,0.5456308587436699
Rgs16,0.054727474972191326,0.09034695980762625,-0.6508519688426015,0.09170731707317067,-0.7425592859157722,246,0.005495097511044068
Rnasel,0.1953281423804227,0.1763998625901752,0.09690503150018508,0.12952164009111625,-0.03261660859093117,878,0.3202241137808426
Glul,0.2006674082313682,0.17691514943318448,0.11836630077365386,0.1298004434589801,-0.011434142685326235,902,0.4165499407391445
Ier5,0.510789766407119,0.5862246650635521,-0.1476828699741579,0.0878048780487805,-0.23548774802293837,2296,0.04600797327874152
Mr1,0.07652947719688542,0.08296118172449331,-0.08404218561510884,0.15313953488372073,-0.23718172049882957,344,0.045684732248680096
Stx6,0.47208008898776416,0.4610099622122982,0.023449679479603955,0.09438265786993393,-0.07093297839032997,2122,0.19491434112703374
Xpr1,0.28854282536151277,0.26726210924081073,0.07375236620089103,0.11885890516576703,-0.045106538964876,1297,0.2724921883417735
Acbd6,0.40489432703003336,0.3631054620405359,0.10320931215812698,0.11191208791208793,-0.008702775753960945,1820,0.4284021118413964
Qsox1,0.2489432703003337,0.19993129508759877,0.1968800970341765,0.12879356568364644,0.06808653135053006,1119,0.7469022734619114
Cep350,0.4738598442714127,0.4189282033665407,0.11592381496122052,0.099117370892019,0.016806444069201523,2130,0.539273785152462
Tor1aip1,0.49766407119021133,0.4421161113019581,0.11161738028506851,0.09904336164506042,0.012574018640008094,2237,0.5216032755091046
Tor1aip2,0.40667408231368185,0.3172449330127104,0.21990373419467543,0.11343544857768038,0.10646828561699505,1828,0.8491541859713393
Gm2000,0.18798665183537264,0.13328753005839916,0.2909734347781015,0.13822485207100596,0.15274858270709554,845,0.9167115612541752
Soat1,0.2667408231368187,0.22226039161800068,0.16675524576904666,0.12443703085904918,0.04231821490999747,1199,0.654347591854326
Abl2,0.21468298109010012,0.18945379594641018,0.117518328726307,0.11830051813471483,-0.000782189408407824,965,0.462557914017886
Tor3a,0.17730812013348166,0.1537272414977671,0.13299378854145164,0.13651191969887086,-0.0035181311574192242,797,0.44887404374528606
Fam20b,0.1363737486095662,0.10082445894881484,0.2606754600735356,0.13703099510603586,0.12364446496749973,613,0.8792156017670509
Ralgps2,0.35439377085650725,0.30625214702851256,0.1358421839967584,0.10646578782172,0.0293763961750384,1593,0.5984268936537012
Cop1,0.33348164627363736,0.24458948814840262,0.26655787243024026,0.11666444296197445,0.1498934294682658,1499,0.9142333800237044
4930523C07Rik,0.514349276974416,0.48694606664376505,0.05327743530980799,0.09608996539792394,-0.04281253008811595,2312,0.28003447904320655
Mrps14,0.45272525027808674,0.4273445551356922,0.056062026862439066,0.10372481572481584,-0.04766278886237678,2035,0.26279495743993103
Cacybp,0.3890989988876529,0.34764685675025764,0.10653366432681065,0.10355631789594048,0.0029773464308701647,1749,0.4786122185109363
Rabgap1l,0.7721913236929923,0.8392305049811062,-0.08681680204265978,0.042904062229905025,-0.1297208642725648,3471,0.10548432281004202
Gm36975,0.20266963292547274,0.21899690827894194,-0.08056103481212301,0.11815587266739858,-0.1987169074795216,911,0.05635168624070682
Rc3h1,0.4184649610678532,0.34678804534524216,0.17128534618454896,0.11085592769803294,0.06042941848651602,1881,0.7186725568365477
Zbtb37,0.09744160177975528,0.08948814840261078,0.08162276924717925,0.13771689497716869,-0.05609412572998944,438,0.2353194698847107
Gas5,0.8278086763070078,0.8381999312950876,-0.012552725388717738,0.031615157215802214,-0.044167882604519954,3721,0.2756168516323672
Dars2,0.06896551724137931,0.04963929920989351,0.2802301614565441,0.13716129032258043,0.1430688711339637,310,0.906152354272169
Cenpl,0.064293659621802,0.03641360357265545,0.43363616588551473,0.12498269896193771,0.30865346692357704,289,0.9822217433466222
Klhl20,0.18420467185761957,0.15613191343181038,0.1523998177826236,0.13299516908212572,0.01940464870049788,828,0.5520956793448982
Prdx6,0.5626251390433815,0.5237031947784266,0.06917917733134527,0.08618426255436928,-0.01700508522302402,2529,0.3903674173041698
Fasl,0.05806451612903226,0.04482995534180694,0.2279285468911027,0.115249042145594,0.1126795047455087,261,0.857989440793018
Suco,0.3575083426028921,0.33442116111301956,0.06457802165337716,0.11676415681393892,-0.05218613516056177,1607,0.2460941708867579
Pigc,0.13659621802002225,0.11748540020611474,0.13990737145523496,0.1428664495114007,-0.0029590780561657426,614,0.4510289839456955
Eef1aknmt,0.06807563959955507,0.053418069391961524,0.21531300027167635,0.14078431372549016,0.07452868654618619,306,0.7666199762956578
Vamp4,0.328587319243604,0.3151837856406733,0.04079139034879731,0.12254570074475331,-0.081754310395956,1477,0.17045576985238658
Prrc2c,0.8342602892102335,0.7990381312263827,0.04221962670330924,0.03997866666666669,0.0022409600366425503,3750,0.47505656718026074
Gorab,0.0631813125695217,0.06509790450017176,-0.03033479129673256,0.15225352112676094,-0.1825883124234935,284,0.06432496498222175
Kifap3,0.061401557285873196,0.056509790450017174,0.07966844901149572,0.1308695652173914,-0.05120111620589568,276,0.2501885572675358
Scyl3,0.20155728587319244,0.15784953624184128,0.21685025893258658,0.13863134657836657,0.07821891235422002,906,0.7798728585281759
Mettl18,0.06362625139043382,0.06767433871521814,-0.063622910926243,0.16713286713286732,-0.23075577805911032,286,0.04740868440900765
Sell,0.16418242491657398,0.06252147028512539,0.6191951098487282,0.07262872628726294,0.5465663835614653,738,0.9971985777394677
Blzf1,0.10011123470522804,0.08227413260048093,0.178172831024085,0.14382222222222232,0.034350608801862664,450,0.6183600905074884
Nme7,0.08876529477196886,0.07385778083132943,0.1679430455217399,0.143157894736842,0.024785150784897875,399,0.5787091908199548
Atp1b1,0.10967741935483871,0.09412572998969426,0.14179481479984646,0.10044624746450306,0.041348567335343395,493,0.6499299644434867
Sft2d2,0.18798665183537264,0.15527310202679492,0.17402059927758204,0.13500591715976323,0.039014682117818805,845,0.6401249865316238
Tiprl,0.3061179087875417,0.27241497767090345,0.11009787454163439,0.12497093023255812,-0.014873055690923731,1376,0.39941816614588943
Dcaf6,0.21379310344827587,0.1868773617313638,0.12589621125652423,0.12258064516129048,0.0033155660952337435,961,0.4803361706712639
Mpc2,0.44760845383759734,0.40570250772930266,0.09362188258289492,0.10813121272365776,-0.014509330140762847,2012,0.401142118306217
Rcsd1,0.5597330367074528,0.5020611473720371,0.10303463535878117,0.08804451510333888,0.014990120255442288,2516,0.5313005064109471
Creg1,0.22825361512791992,0.22672621092408107,0.006691697754635094,0.12779727095516563,-0.12110557320053053,1026,0.11227238444133175
Gm16565,0.1261401557285873,0.07557540364136035,0.4008616589631132,0.13171075837742524,0.26915090058568797,567,0.9744639586251481
Cd247,0.8244716351501669,0.7942287873582962,0.036681489698990495,0.03298434970318423,0.003697139995806266,3706,0.4834608339618576
Pou2f1,0.27741935483870966,0.265888010992786,0.04156647200274819,0.11438652766639917,-0.07282005566365099,1247,0.19060446072621484
Tada1,0.21913236929922136,0.16884232222603915,0.22949620466391274,0.13526903553299485,0.09422716913091789,985,0.8225406744962828
Pogk,0.05583982202447164,0.04276880796976984,0.23408051066089472,0.13035856573705173,0.10372194492384298,251,0.8446288115504794
Uck2,0.21957730812013349,0.15647543799381655,0.2873788310210685,0.11489361702127665,0.17248521399979183,987,0.9339510828574507
Tmco1,0.35839822024471635,0.3170731707317073,0.11530484019923996,0.11351955307262579,0.001785287126614174,1611,0.47354810903997413
Aldh9a1,0.2264738598442714,0.18739264857437307,0.17256389455618174,0.12377210216110007,0.04879179239508166,1018,0.6784829220989117
Uap1,0.10923248053392659,0.07196839574029543,0.34114472738772317,0.1419959266802443,0.19914880070747887,491,0.950220881370542
Uhmk1,0.25628476084538376,0.18481621435932669,0.27886381636703694,0.12937499999999988,0.14948881636703706,1152,0.9132636569335201
Atf6,0.1971078976640712,0.15046375815870836,0.23664267164402478,0.11945823927765249,0.11718443236637228,886,0.8663937075746148
Dusp12,0.15550611790878754,0.15458605290278254,0.005916583979960621,0.139570815450644,-0.1336542314706834,699,0.10095894838918221
Sdhc,0.2720800889877642,0.22930264513912746,0.15722372044122823,0.1249059689288634,0.03231775151236484,1223,0.6092015946557483
Tomm40l,0.12124582869855395,0.09378220542768807,0.22651190202301305,0.14921100917431193,0.07730089284870112,545,0.7765327012175413
Fcer1g,0.05005561735261402,0.050326348333905875,-0.0054086033818084335,0.057777777777777845,-0.06318638115958627,225,0.21409330891067774
Ndufs2,0.47630700778642937,0.42751631741669527,0.1024353821634539,0.0993554413825314,0.0030799407809224966,2141,0.4791509535610387
B4galt3,0.11123470522803114,0.08777052559257988,0.21094297492270686,0.1488,0.06214297492270687,500,0.725352871457817
