gene,axis,lineage,detected,frac_ge_floor,detection_rate,mean_CPM,soup_frac
CCL17,ligand_myeloid_stromal,NK,False,0.1724137931034483,0.6379310344827587,6.809212747275904,0.8523684885119781
CCL18,ligand_myeloid_stromal,NK,True,0.7068965517241379,0.8793103448275862,371.94969963569014,0.3717806765857292
CCL19,ligand_myeloid_stromal,NK,False,0.05172413793103448,0.25862068965517243,3.773739576309386,0.20924431707423527
CCL20,ligand_myeloid_stromal,NK,True,0.6206896551724138,0.896551724137931,67.29731278596212,0.6182296090116718
CCL21,ligand_myeloid_stromal,NK,False,0.10344827586206896,0.2413793103448276,7.364120381459271,0.0963828071698126
CCL22,ligand_myeloid_stromal,NK,False,0.06896551724137931,0.3448275862068966,2.8548773329681283,0.2953989221711319
CCL23,ligand_myeloid_stromal,NK,False,0.13793103448275862,0.6896551724137931,9.026036269840178,0.2797766063306006
CCL24,ligand_myeloid_stromal,NK,False,0.0,0.017241379310344827,0.010183741168405066,1.0
CCL28,ligand_myeloid_stromal,NK,False,0.29310344827586204,0.9137931034482759,11.576769718908306,0.06833520454804737
CXCL1,ligand_myeloid_stromal,NK,False,0.3275862068965517,0.6896551724137931,25.518429256281788,0.3084811843082096
CXCL2,ligand_myeloid_stromal,NK,True,0.8275862068965517,0.9310344827586207,208.56979030197888,0.2826849010810953
CXCL3,ligand_myeloid_stromal,NK,True,0.7758620689655172,0.9310344827586207,154.76022476989021,0.49318800803655066
