labelling,tissue,assay,donors,n_nk,n_bright,n_unclass,median_umi,bright_frac,stress,CCL3,CCL3_bright,CCL4,CCL4_bright,CCL5,CCL5_bright,XCL1,XCL1_bright,XCL2,XCL2_bright,reportable
clean_loose,jejunal epithelium,10x 5' v2,3,66,53,0,2947.0,0.8,1.5903527891332048,0.6,0.5,0.6,0.5,0.9142857142857143,0.8846153846153846,0.8,0.7692307692307693,0.8,0.75,False
clean_loose,jejunum lamina propria,10x 3' v3,2,72,44,0,4411.5,0.5418181818181818,1.4022271182817878,0.6181818181818182,0.5763888888888888,0.7609090909090909,0.6527777777777778,0.8145454545454545,0.8472222222222222,0.2981818181818182,0.3263888888888889,0.4390909090909091,0.4027777777777778,False
clean_loose,jejunum lamina propria,10x 5' v2,3,71,37,0,3397.5,0.5833333333333334,1.6253868121906372,0.5,0.3333333333333333,0.75,0.5714285714285714,0.5833333333333334,0.42857142857142855,0.5,0.7037037037037037,0.75,0.7407407407407407,False
clean_loose,liver,10x 5' v1,5,1515,1001,0,4436.5,0.5957446808510638,2.152979449578895,0.78125,0.8316062176165803,0.875,0.8809523809523809,0.7899686520376176,0.7619047619047619,0.723404255319149,0.8571428571428571,0.5073891625615764,0.5560165975103735,True
clean_loose,liver,10x 5' v2,2,2072,698,0,4643.0,0.3446394840330541,2.1283765767088525,0.7691568196412417,0.7552678694394712,0.8627667602544212,0.7945703071202314,0.8545655668933709,0.7620334664646743,0.40367429586542114,0.736959440848368,0.425483836191744,0.6762067896983887,False
clean_loose,lung,10x 3' v3,2,2880,895,0,4101.0,0.27901725983409154,1.3293956429916314,0.7777103482549028,0.7164448575376718,0.9115959134523491,0.8614899322234653,0.7799156122175924,0.7186122260972561,0.19496158110019496,0.2977643613871159,0.4337369547765587,0.4928275317496874,False
clean_loose,lung,10x 5' v1,6,324,50,0,3281.5,0.22886274509803922,1.7428476866094793,0.6666666666666666,0.41666666666666663,0.8819444444444444,1.0,0.8469827586206897,0.7333333333333334,0.5555555555555556,0.7222222222222222,0.44588235294117645,0.6215277777777778,True
clean_loose,lung,10x 5' v2,2,29,5,0,4852.25,0.17894736842105263,1.8031022207622032,0.7947368421052632,0.5833333333333333,0.8473684210526315,0.5,0.9236842105263158,0.75,0.15263157894736842,0.5833333333333333,0.3368421052631579,0.75,False
clean_loose,mesenteric lymph node,10x 5' v1,5,41,31,0,5050.5,0.8,1.5918681137385589,0.7272727272727273,0.7638888888888888,0.8,0.7638888888888888,0.8,0.8194444444444444,0.75,0.8333333333333334,0.7272727272727273,0.5833333333333333,False
clean_loose,mesenteric lymph node,10x 5' v2,3,950,540,0,4519.0,0.78,1.789281811101312,0.62,0.5897435897435898,0.6509433962264151,0.6404494382022472,0.74,0.7281553398058253,0.48488664987405544,0.6407766990291263,0.5491183879093199,0.6553398058252428,True
clean_loose,omentum,10x 5' v1,4,33,10,0,3326.5,0.3055555555555556,1.46409011249479,0.6666666666666666,0.75,0.9722222222222222,1.0,1.0,1.0,0.3333333333333333,0.8,0.25757575757575757,0.25,False
clean_loose,sigmoid colon,10x 5' v1,1,1,0,0,4983.0,0.0,3.003106671528441,0.0,,1.0,,1.0,,0.0,,0.0,,False
clean_loose,skeletal muscle tissue,10x 5' v1,3,134,15,0,4503.0,0.0,1.0146697254772872,0.6,0.6,1.0,0.8666666666666667,0.8976377952755905,0.8666666666666667,0.5984251968503937,0.8666666666666667,0.5,0.6,False
clean_loose,spleen,10x 3' v3,2,5098,2256,0,4247.5,0.35698898969939735,1.6536418396283974,0.6145033969631783,0.6152842736593112,0.858437862159256,0.8132729979340044,0.7399285706348162,0.6979144001396,0.23334559483442358,0.42125196312661173,0.38023818954698557,0.526824549800402,False
clean_loose,spleen,10x 5' v1,6,1361,701,0,5132.75,0.4115728900255754,2.3796447545220625,0.7263965104826228,0.7451596023024595,0.8839833759590793,0.8686551543694401,0.7999011936445202,0.7819557362240288,0.6924721811216734,0.7954910141206675,0.6780370843989769,0.8012429643527204,True
clean_loose,spleen,10x 5' v2,4,1751,786,0,4039.75,0.4675369758683806,2.068360576619812,0.6656319910514541,0.672677009407493,0.7811835850111857,0.713484073279419,0.7903269508670521,0.7267425867854982,0.42424393425988005,0.7198898519321055,0.47271096453875006,0.7026109354876477,True
clean_loose,thoracic lymph node,10x 3' v3,2,377,287,0,4401.25,0.6027027027027028,1.7513713913649844,0.6708267090620033,0.5954656862745098,0.7977742448330684,0.7618872549019607,0.7480524642289348,0.6550245098039216,0.5662162162162162,0.7324754901960784,0.6558426073131955,0.710171568627451,False
