gene,quadrant,reason,delta,equiv_key,change_key,NK_log2FC,NK_SE,NK_CI95_lo,NK_CI95_hi,NK_CI90_lo,NK_CI90_hi,NK_null_change,NK_null_equiv,NK_saturated,NK_changed,NK_equivalent,NK_TOST_p,CD8T_log2FC,CD8T_SE,CD8T_CI95_lo,CD8T_CI95_hi,CD8T_CI90_lo,CD8T_CI90_hi,CD8T_null_change,CD8T_null_equiv,CD8T_saturated,CD8T_changed,CD8T_equivalent,CD8T_TOST_p,CD4T_log2FC,CD4T_SE,CD4T_CI95_lo,CD4T_CI95_hi,CD4T_CI90_lo,CD4T_CI90_hi,CD4T_null_change,CD4T_null_equiv,CD4T_saturated,CD4T_changed,CD4T_equivalent,CD4T_TOST_p,B_log2FC,B_SE,B_CI95_lo,B_CI95_hi,B_CI90_lo,B_CI90_hi,B_null_change,B_null_equiv,B_saturated,B_changed,B_equivalent,B_TOST_p,Myeloid_log2FC,Myeloid_SE,Myeloid_CI95_lo,Myeloid_CI95_hi,Myeloid_CI90_lo,Myeloid_CI90_hi,Myeloid_null_change,Myeloid_null_equiv,Myeloid_saturated,Myeloid_changed,Myeloid_equivalent,Myeloid_TOST_p
FO538757.2,unclassified,no quadrant rule satisfied,0.5,p95,p99,-0.041687020509421926,0.09957665891686655,-0.2445920617255984,0.16121802070675456,-0.21040557799938758,0.1270315369805437,0.20379895379906948,0.178849764307511,False,False,True,3.1987022153332944e-05,-0.20036062514980563,0.07536468858583684,-0.3537636096683737,-0.04695764063123756,-0.3279505862625345,-0.07277066403707674,0.1555735892985085,0.12042223459945871,False,False,False,0.00018300915350654041,-0.1376987140391624,0.07507030557490063,-0.29068576360463894,0.015288335526314117,-0.26490611829320204,-0.010491309785122749,0.18693724096041534,0.1574281762007833,False,False,True,1.6910753177525318e-05,-0.3678133115352009,0.09858813016166071,-0.5690075152679726,-0.16661910780242922,-0.5350486278298714,-0.2005779952405304,0.2662539179899462,0.2449846541848639,False,False,False,0.09493710219484233,0.058578325564817464,0.08877859837285548,-0.12271004159437002,0.23986669272400493,-0.09208840667351226,0.20924505780314717,0.1970283733212483,0.18148712351987217,False,False,True,1.2512441317319462e-05
NOC2L,unclassified,no quadrant rule satisfied,0.5,p95,p99,0.000794611326074587,0.1342707036998138,-0.2728056777846604,0.27439490043680964,-0.22670809551115986,0.22829731816330903,0.2582193044473306,0.22349107365734078,False,False,True,0.00038787257465449124,-0.04900032600121659,0.07569371170145688,-0.20307302904259425,0.10507237704016106,-0.1771473125235222,0.07914666052108901,0.1456032128862496,0.12662403196576236,False,False,True,5.713441408647097e-07,-0.022454481111360204,0.08234004371401542,-0.1902566533874686,0.14534769116474822,-0.16198053134933965,0.11707156912661926,0.17402842885419842,0.1617179903230656,False,False,True,1.0130562255248157e-06,0.26259631039799014,0.0861407811562251,0.08680409438550507,0.4383885264104752,0.11647546644944076,0.40871715434653955,0.22963394471142157,0.21124388319084486,False,False,False,0.004888273242420235,0.10041509041941818,0.07924293859130313,-0.06140119424165544,0.26223137508049177,-0.03406861206449904,0.2348987929033354,0.18826820425047727,0.1792622257799901,False,False,True,1.0255123080962518e-05
ISG15,unclassified,no quadrant rule satisfied,0.5,p95,p99,0.5610094612544536,0.1887324047079442,0.17643383105516547,0.9455850914537418,0.24122910890781396,0.8807898136010932,0.5624082511165871,0.46263123705713616,False,False,False,0.625689215262502,0.6102756146722816,0.12647440512543398,0.352840049349742,0.8677111799948213,0.39615856948167477,0.8243926598628886,0.4615833336868085,0.36431489544957707,False,True,False,0.8051853610335272,0.4317833431550439,0.1253696946788909,0.17629031502674425,0.6872763712833436,0.21934310716437927,0.6442235791457085,0.36156348259609417,0.26508595723256784,False,False,False,0.29508694289456344,0.7466516498785671,0.1905443783522347,0.35779728763971175,1.1355060121174225,0.42343069691338553,1.0698726028437489,0.5909538541812204,0.5007521672701911,False,True,False,0.8973953130229028,0.2907823126989908,0.20147118678939832,-0.1206274544306647,0.7021920798286463,-0.05113573861165022,0.6327003640096318,0.5051780279547876,0.42569540826842184,False,False,False,0.15366752555111382
TNFRSF18,unclassified,no quadrant rule satisfied,0.5,p95,p99,0.45594248759681383,0.15417976802905903,0.1417739612883075,0.7701110139053202,0.19470668857570195,0.7171782866179257,0.47564188249586353,0.37319961169182214,False,False,False,0.3884625615740858,1.1639275369682232,0.16738501493909308,0.8232194236971562,1.5046356502392901,0.8805501629264236,1.4473049110100227,0.6262877304821619,0.5438656469718691,False,True,False,0.999812076616203,1.2870555126225107,0.14290575494995542,0.9958254497062575,1.578285575538764,1.044900242293817,1.5292107829512045,0.697395911068456,0.6296345719648209,False,True,False,0.9999976434400139,0.13611477917484036,0.24581370586071016,-0.36553073064617925,0.63776028899586,-0.28085968602469813,0.5530892443743789,0.6820311383084875,0.5745015436470152,False,False,False,0.0745141316794039,1.1259088778568114,0.20518352494176717,0.7069184129653012,1.5448993427483215,0.7776905935099152,1.4741271622037075,0.7960426615104091,0.6417774664745544,False,True,False,0.9976315604016996
TNFRSF4,Q3,4 lineages moved concordantly,0.5,p95,p99,0.5772239293444977,0.15190742097910437,0.267685711753353,0.8867621469356425,0.31983830084080606,0.8346095578481894,0.32581092423782126,0.2843077541452509,False,True,False,0.6926405887745979,1.5236579618346524,0.18237513559970156,1.1524378237575421,1.8948780999117627,1.2149028021474733,1.8324131215218316,0.6905383115011144,0.5798415503071443,False,True,False,0.9999984282953267,1.5799222385606921,0.12210120453951369,1.3310901219489744,1.82875435517241,1.3730204926997267,1.7868239844216576,0.888701632318908,0.7377664832033113,False,True,False,0.9999999997672513,0.09921500381861412,0.2002077013909966,-0.3093598316760807,0.507789839313309,-0.24039787058979797,0.4388278782270262,0.5186227504667705,0.4081151040979841,False,False,True,0.027125955200961675,0.6971989116266247,0.22700926282080433,0.23363968292655146,1.160758140326698,0.31194002667107656,1.082457796582173,0.6733921973675788,0.5398092502103935,False,True,False,0.8040509593457654
SDF4,unclassified,no quadrant rule satisfied,0.5,p95,p99,-0.04359703910654534,0.07998965126431433,-0.20659009052237418,0.11939601230928351,-0.1791281838772058,0.09193410566411514,0.16218505552354986,0.12173215718269731,False,False,True,1.3150372172859212e-06,0.09034851817376409,0.0575877584841352,-0.02686995892694291,0.2075669952744711,-0.007145679751454415,0.1878427160989826,0.12368222372356565,0.10866118343232406,False,False,True,2.0361600994665766e-08,0.05251226810445681,0.06069115960882513,-0.07117127590346786,0.1761958121123815,-0.050329525543277125,0.15535406175219074,0.12672529266006718,0.11032818548781965,False,False,True,1.1798678521498719e-08,0.45065305344780227,0.10775504079177922,0.2307514324844581,0.6705546744111465,0.2678678814437371,0.6334382254518675,0.3061581490092077,0.25565380569260304,False,False,False,0.32511326844943905,0.06187152349203658,0.05592124076952793,-0.05232120554887617,0.17606425253294933,-0.03303277511011125,0.15677582209418442,0.13747500323081877,0.11069232115464293,False,False,True,4.719588193026814e-09
UBE2J2,unclassified,no quadrant rule satisfied,0.5,p95,p99,-0.12482749898369662,0.0936766276774772,-0.31571018380805554,0.06605518584066232,-0.28354928844907357,0.033894290481680314,0.21406424793966736,0.19223356531167163,False,False,True,0.00017481531926409282,-0.09965916807248354,0.06911573342779305,-0.24034255685790124,0.041024220712934156,-0.2166698517998637,0.017351515654896607,0.14026741439158116,0.12721339318658717,False,False,True,9.286044190773248e-07,-0.05278623219585791,0.05777450818669978,-0.1705258827792819,0.0649534183875661,-0.15068573003593408,0.045113265644218255,0.1352134693898625,0.11300745273542519,False,False,True,4.317673972509578e-09,0.10493378087083187,0.08864747698566565,-0.07597398678643606,0.2858415485280998,-0.04543917810620644,0.25530673984787017,0.24598667155018644,0.18168232291419395,False,False,True,5.2015677419694716e-05,0.05524078225710602,0.06852054118302245,-0.08468006866423591,0.19516163317844795,-0.061045870387372234,0.17152743490158429,0.12902496222953477,0.11946334307919225,False,False,True,1.7595335867647142e-07
CPSF3L,unclassified,no quadrant rule satisfied,0.5,p95,p99,-0.04632991152851192,0.13207876432928847,-0.31546373677956757,0.22280391372254374,-0.2701186872826674,0.17745886422564358,0.2579376759139021,0.21460282039637987,False,False,True,0.0008365965648208344,0.04136216018051383,0.0646231255429101,-0.0901766348867496,0.17290095524777727,-0.0680426848433189,0.15076700520434658,0.1276150672537501,0.11290133545529525,False,False,True,2.1331722465547922e-08,-0.010197654012867773,0.0768683861727771,-0.1668490425395809,0.14645373451384538,-0.14045192431792147,0.12005661629218593,0.173492590312864,0.15750569575263948,False,False,True,1.9605922658174423e-07,0.002536312253465229,0.08126446044179916,-0.16330452866268927,0.16837715316961974,-0.13531281545810853,0.140385439965039,0.13079010623613654,0.11803866027790667,False,False,True,4.6153678835370384e-07,0.16387586902307574,0.07451866752238778,0.01170667728527719,0.3160450607608743,0.03740975745867445,0.29034198058747707,0.171242513984197,0.1445797927924627,False,False,False,4.595296851947097e-05
AURKAIP1,unclassified,no quadrant rule satisfied,0.5,p95,p99,0.06674453395885079,0.07862662702553327,-0.09347111467647894,0.2269601825941805,-0.06647715912009354,0.1999662270377951,0.16011599304629556,0.14792698110129676,False,False,True,2.316038745207867e-06,0.0721919998927356,0.054535385555947995,-0.03881344659862586,0.18319744638409707,-0.020134630163276032,0.16451862994874722,0.14629937604546908,0.10655285543359028,False,False,True,2.632715937393258e-09,0.10586217410415022,0.05701219805353694,-0.010323951723602065,0.2220482999319025,0.009254418618571916,0.20246992958972854,0.12523060806422318,0.10942032298345129,False,False,True,4.2401788210335476e-08,0.4215616952392552,0.0991443577531225,0.21923236735741153,0.6238910231210988,0.25338284855165194,0.5897405419268584,0.3162765887480502,0.25346691461239335,False,False,False,0.2174781284050528,0.12588710781054624,0.053729147194612484,0.016170694820350454,0.23560352080074204,0.03470302536123791,0.21707119025985455,0.12420002377784853,0.10193283519082404,False,False,False,4.8274116476695025e-08
CCNL2,unclassified,no quadrant rule satisfied,0.5,p95,p99,0.18677400054202425,0.11310455656007387,-0.04369652297412388,0.41724452405817236,-0.004865665178127698,0.3784136662621762,0.29484327092217233,0.25607805713227166,False,False,True,0.004653266824957979,-0.12051672289961247,0.06416917414161288,-0.2511315109671513,0.010098065167926343,-0.22915304299850492,-0.011880402800720044,0.12601891965348416,0.10851235285100891,False,False,False,6.50634968709979e-07,-0.038242094682202424,0.059784921071785395,-0.16007879979793804,0.08359461043353321,-0.1395482578159939,0.06306406845158904,0.1353434373881393,0.11224167641317863,False,False,True,4.5219450614575936e-09,0.05290770153758378,0.06688695751251214,-0.08359218069743724,0.1894075837726048,-0.060552828419227926,0.16636823149439547,0.11678210724115012,0.10916762092293082,False,False,True,9.584282772355254e-08,0.3464954446948661,0.09362828444471388,0.1553038836881096,0.5376870057016225,0.18759827892615008,0.5053926104635821,0.3083891887279105,0.23243915617286587,False,False,False,0.0557616972360779
