gene,quadrant_a,NK_log2FC_a,quadrant_b,NK_log2FC_b,same_quadrant,same_sign,within_fold,replicated
CAMLG,unclassified,-0.2367026918528698,unclassified,0.0058366447289179895,True,False,False,False
DDX46,unclassified,-0.1180535837031174,unclassified,-0.16887858937750497,True,True,True,True
C5orf24,unclassified,0.182245885033919,unclassified,0.21796636169956443,True,True,True,True
TXNDC15,unclassified,0.3546811180712199,unclassified,0.01628392856349318,True,True,False,False
H2AFY,unclassified,0.210568030006023,unclassified,0.10736721199616632,True,True,True,True
HNRNPA0,unclassified,0.0121520244047397,unclassified,0.15267063635539976,True,True,False,False
FAM13B,unclassified,-0.089311818553603,unclassified,-0.836730599897046,True,True,False,False
FAM53C,unclassified,0.7503403696191677,unclassified,0.2481225905017132,True,True,False,False
EGR1,unclassified,1.388847232231626,unclassified,0.7334091855590518,True,True,True,True
ETF1,unclassified,0.029503373015285,unclassified,-0.002712143900880955,True,False,False,False
HSPA9,unclassified,0.0539158002278915,unclassified,0.25166092218397923,True,True,False,False
CTNNA1,unclassified,0.4332248503562281,unclassified,0.12098078899488895,True,True,False,False
SIL1,unclassified,0.566609966863805,unclassified,-0.5925884184077262,True,False,True,False
PAIP2,unclassified,-0.1464848820931562,unclassified,0.14872332812783798,True,False,True,False
MZB1,Q3,2.914561480537003,unclassified,1.6853629248619855,False,True,True,False
TMEM173,unclassified,-0.2288006810767461,unclassified,-0.3504725349256802,True,True,True,True
UBE2D2,unclassified,-0.0326092124318904,unclassified,-0.23590764862755684,True,True,False,False
CXXC5,Q4,0.0807626498316868,unclassified,0.04722512525096285,False,True,True,False
PURA,unclassified,0.0801092089352251,unclassified,-0.17486544660640818,True,False,False,False
CYSTM1,unclassified,0.4627042311298348,unclassified,0.9315224962009451,True,True,False,False
PFDN1,unclassified,-0.0065241058679537,unclassified,0.09626064883592593,True,False,False,False
SRA1,unclassified,-0.0356538270456498,unclassified,-0.11889617923137871,True,True,False,False
SLC35A4,unclassified,-0.227808996249321,unclassified,-0.1485912636749001,True,True,True,True
CD14,unclassified,0.5637164658842044,unclassified,0.4547530832232122,True,True,True,True
NDUFA2,unclassified,0.1085735180166102,unclassified,-0.020728785497275002,True,False,False,False
IK,unclassified,-0.2230544962567271,unclassified,-0.11499859327584049,True,True,True,True
HARS,unclassified,0.0065454067451104,unclassified,-0.29687973497665004,True,False,False,False
ZMAT2,unclassified,-0.2316107716111,unclassified,-0.055547756777221166,True,True,False,False
TAF7,unclassified,0.0445365598696982,unclassified,0.12538901160972613,True,True,False,False
DIAPH1,unclassified,-0.2861070656356814,unclassified,0.060256405428858184,True,False,False,False
HDAC3,unclassified,0.030785143286109,unclassified,-0.40480189885449175,True,False,False,False
NDFIP1,unclassified,-0.0449761166971446,unclassified,-0.09270385976414602,True,True,False,False
ARHGAP26,unclassified,-0.0576666147874057,unclassified,0.05172541901293296,True,False,True,False
NR3C1,unclassified,-0.0767560293759863,unclassified,-0.16417012545062576,True,True,False,False
YIPF5,unclassified,0.0852657890413851,unclassified,0.24674429897306993,True,True,False,False
LARS,unclassified,0.3324058107395152,unclassified,0.1393039160248702,True,True,False,False
TCERG1,unclassified,-0.0541803965973465,unclassified,-0.13647701567049997,True,True,False,False
PPP2R2B,unclassified,-0.3771105837020924,unclassified,-0.2506549982837824,True,True,True,True
SCGB3A2,unclassified,0.6141900186160107,unclassified,-0.9444828949555696,True,False,True,False
ADRB2,Q3,-0.5157989677385414,unclassified,-0.38535469726066257,False,True,True,False
CSNK1A1,unclassified,0.2265844479125047,unclassified,-0.21478302915665357,True,False,True,False
SLC26A2,unclassified,0.0994995451238042,unclassified,0.04277531919985745,True,True,False,False
TCOF1,unclassified,0.2314720240050785,unclassified,0.5784304504036925,True,True,False,False
CD74,unclassified,0.4856165742263375,unclassified,0.18505753037297767,True,True,False,False
RPS14,unclassified,0.1370561776364058,unclassified,0.07877230233687095,True,True,True,True
RBM22,unclassified,-0.0919002539073571,unclassified,-0.1332612290448207,True,True,True,True
TNIP1,unclassified,0.0234549961915357,unclassified,-0.11327505000983881,True,False,False,False
ANXA6,unclassified,-0.3872291116640289,unclassified,0.19062616231846544,True,False,False,False
CCDC69,unclassified,-0.4330848189596873,unclassified,-0.2219718491463654,True,True,True,True
ATOX1,unclassified,0.2595050096715758,unclassified,-0.09401482800595683,True,False,False,False
G3BP1,unclassified,0.0283813453883062,unclassified,0.03759278455651596,True,True,True,True
GALNT10,unclassified,0.2295927766919155,unclassified,-0.424782971790244,True,False,True,False
LARP1,unclassified,0.3080233826639195,unclassified,-0.6021640604580096,True,False,True,False
CNOT8,unclassified,-0.1285000875509287,unclassified,0.014273585808830622,True,False,False,False
MRPL22,unclassified,-0.1225167988449694,unclassified,0.07284132928236577,True,False,True,False
HAVCR2,unclassified,-0.3821683519753638,unclassified,-0.3492433691437844,True,True,True,True
MED7,unclassified,-0.2048129024095926,unclassified,-0.2139213128930378,True,True,True,True
CYFIP2,unclassified,-0.2792645032888666,unclassified,-0.5110206197619341,True,True,True,True
CLINT1,unclassified,0.1199754798393977,unclassified,0.03697804921947302,True,True,False,False
RNF145,unclassified,0.5576447295034157,unclassified,0.01583214456556998,True,True,False,False
UBLCP1,unclassified,-0.55643654327439,unclassified,-0.13704575518771334,True,True,False,False
TTC1,unclassified,-0.2040518080609714,unclassified,0.15084654374769219,True,False,True,False
SLU7,unclassified,-0.3390958400525623,unclassified,-0.12202157389272708,True,True,False,False
PTTG1,Q3,0.8469933574200762,unclassified,0.34195057940015533,False,True,False,False
CCNG1,unclassified,0.0905896416380648,unclassified,-0.03780261009383941,True,False,False,False
NUDCD2,unclassified,0.0748838235119143,unclassified,0.07693949076353196,True,True,True,True
MAT2B,unclassified,-0.2042061083452624,unclassified,0.26053648116743566,True,False,True,False
RARS,unclassified,0.0502774077309469,unclassified,-0.23034122288020442,True,False,False,False
DOCK2,unclassified,-0.1234585852451763,unclassified,-0.26578246348422574,True,True,False,False
LCP2,unclassified,0.0705126969137128,unclassified,0.28020581362029645,True,True,False,False
NPM1,unclassified,0.1203822881279741,unclassified,0.20037985936931912,True,True,True,True
STK10,unclassified,-0.688610155804502,unclassified,-0.530186348224364,True,True,True,True
DUSP1,unclassified,0.816144296293646,unclassified,0.2536049197795225,True,True,False,False
ERGIC1,unclassified,0.3874077511416094,unclassified,0.03074713176898313,True,True,False,False
RPL26L1,unclassified,0.2671673615549634,unclassified,-0.47443330506665654,True,False,True,False
ATP6V0E1,unclassified,-0.1940134360127209,unclassified,-0.2183695611692574,True,True,True,True
CREBRF,unclassified,-0.0699830808183669,unclassified,0.2439213140309004,True,False,False,False
CPEB4,unclassified,0.2715548142286992,unclassified,0.8369008038677136,True,True,False,False
SFXN1,unclassified,0.4774476300229088,unclassified,-0.08238983606696033,True,False,False,False
THOC3,unclassified,0.3008146642535305,unclassified,-0.051908526356348725,True,False,False,False
HIGD2A,unclassified,-0.0685116761253271,unclassified,0.011205726358658354,True,False,False,False
CLTB,unclassified,-0.019411960936525,unclassified,0.03011157874804948,True,False,True,False
RNF44,unclassified,-0.1726549799207059,unclassified,-0.25578329424761403,True,True,True,True
NSD1,unclassified,0.0628290685783132,unclassified,-0.40930505592365357,True,False,False,False
PRELID1,unclassified,-0.0300597483167442,unclassified,-0.2603859040024723,True,True,False,False
LMAN2,unclassified,0.0338299174240828,unclassified,-0.19473906504526795,True,False,False,False
RGS14,unclassified,0.0012353384572716,unclassified,-0.06482358469966287,True,False,False,False
GRK6,unclassified,-0.0117214969563005,unclassified,0.0983144599012328,True,False,False,False
TMED9,unclassified,0.1031482395219603,unclassified,-0.0425150555207202,True,False,False,False
NHP2,unclassified,0.324653685778975,unclassified,0.2731232185000441,True,True,True,True
HNRNPAB,unclassified,0.2250795486700859,unclassified,0.20917761995115777,True,True,True,True
PHYKPL,unclassified,0.4035460578647892,unclassified,-0.23185833242970463,True,False,True,False
CLK4,unclassified,0.1271852400160597,unclassified,-0.22582554432861762,True,False,True,False
HNRNPH1,unclassified,0.2599342727679827,unclassified,-0.2732143225819321,True,False,True,False
CANX,unclassified,0.2588340196724273,unclassified,0.36909094811296267,True,True,True,True
SQSTM1,unclassified,0.4036724862444125,unclassified,0.39026389019907787,True,True,True,True
RNF130,unclassified,0.3016134995542507,unclassified,0.4764941471688853,True,True,True,True
SCGB3A1,unclassified,0.4446558243653465,unclassified,-0.5340202448629332,True,False,True,False
MGAT1,unclassified,0.1055425345741372,unclassified,-0.0029834177466534226,True,False,False,False
GNB2L1,unclassified,0.110138158879042,unclassified,0.12141899552804918,True,True,True,True
DUSP22,unclassified,0.0071579064126596,unclassified,-0.304138055405573,True,False,False,False
SERPINB1,unclassified,-0.1624470145887888,unclassified,-0.0563992389996519,True,True,False,False
SERPINB9,unclassified,0.3976361461101528,unclassified,-0.07371162623665643,True,False,False,False
SERPINB6,unclassified,-0.2971735130556641,unclassified,-0.24770976487617782,True,True,True,True
NQO2,unclassified,0.1591445354279604,unclassified,-0.36402094038418054,True,False,False,False
PSMG4,unclassified,0.164371541437888,unclassified,-0.2878596444715504,True,False,True,False
PRPF4B,unclassified,-0.1348484478341624,unclassified,0.1596229090567729,True,False,True,False
ECI2,unclassified,0.1279798935650091,unclassified,0.09008551465787668,True,True,True,True
LYRM4,unclassified,0.0399182527930217,unclassified,0.26981246497184197,True,True,False,False
SSR1,unclassified,0.1227995085485468,unclassified,0.11576061990442717,True,True,True,True
EEF1E1,unclassified,0.1288778110492381,unclassified,0.3070013341336503,True,True,False,False
TMEM14C,unclassified,0.5830389914822801,unclassified,2.050242611992197,True,True,False,False
TMEM14B,unclassified,0.4259179693226613,unclassified,0.600482436292842,True,True,True,True
NEDD9,unclassified,0.1909376137416533,unclassified,-0.12391369395278373,True,False,True,False
PHACTR1,unclassified,0.6559724038570809,unclassified,0.15068269987685515,True,True,False,False
GFOD1,unclassified,-0.582222765791528,unclassified,-0.33162003719138866,True,True,True,True
NOL7,unclassified,0.3122515416116674,unclassified,0.20201236887542998,True,True,True,True
CD83,unclassified,1.152798719510243,unclassified,0.7464670019285904,True,True,True,True
JARID2,unclassified,-0.0049082894518511,unclassified,0.00613604216850792,True,False,True,False
DTNBP1,unclassified,0.0103758535222677,unclassified,0.16395487216635243,True,True,False,False
MYLIP,unclassified,0.0956704721811454,unclassified,-0.27029434595211227,True,False,False,False
ATXN1,unclassified,0.2867679520111971,unclassified,-0.38928101873640214,True,False,True,False
TPMT,unclassified,-0.1686266341270589,unclassified,-0.41720379646839895,True,True,False,False
DEK,unclassified,-0.0547487824106281,unclassified,0.15065871160890354,True,False,False,False
SOX4,Q3,2.2313642414711423,unclassified,1.568531874903025,False,True,True,False
TDP2,unclassified,-0.0487779545567318,unclassified,-0.15538724244166702,True,True,False,False
ACOT13,unclassified,0.1422656805770999,unclassified,0.3567980964439511,True,True,False,False
C6orf62,unclassified,0.0391440533708087,unclassified,0.23027143389403248,True,True,False,False
FAM65B,unclassified,-0.620723027195634,unclassified,-0.6640722768975651,True,True,True,True
TRIM38,unclassified,0.0867695296461858,unclassified,-0.6428035694202171,True,False,False,False
HIST1H1C,Q3,0.9721651035985572,unclassified,0.005173163107541914,False,True,False,False
HIST1H4C,Q3,0.568777988863731,unclassified,0.08526672083077032,False,True,False,False
HIST1H1D,unclassified,0.2415836772274194,unclassified,0.36458699798600225,True,True,True,True
BTN3A2,unclassified,-0.2993837725435335,unclassified,-0.1847046092740157,True,True,True,True
BTN3A1,unclassified,-0.3544874074351877,unclassified,0.027677200567035556,True,False,False,False
BTN2A1,unclassified,-0.0282547839841294,unclassified,-0.35564997404430465,True,True,False,False
ABT1,unclassified,-0.2045640984371157,unclassified,-0.3067869169980716,True,True,True,True
ZSCAN16-AS1,unclassified,0.1370692531854768,unclassified,0.08117364058842252,True,True,True,True
TRIM27,unclassified,0.1640642366271421,unclassified,-0.35377586773257497,True,False,False,False
HLA-F,unclassified,-0.3694570243716873,unclassified,-0.05341785361789321,True,True,False,False
HLA-A,unclassified,-0.2226745266169806,unclassified,0.13987437255456384,True,False,True,False
ZNRD1,unclassified,0.0691830230353489,unclassified,0.3535767269584014,True,True,False,False
PPP1R11,unclassified,0.0403568452960945,unclassified,-0.07769372653574577,True,False,True,False
HCG18,unclassified,0.205462769190584,unclassified,0.34732229276081433,True,True,True,True
HLA-E,unclassified,-0.4222893659681896,unclassified,-0.05860958855395881,True,True,False,False
GNL1,unclassified,0.1036264065462839,unclassified,0.37490825184168924,True,True,False,False
ABCF1,unclassified,0.0441512089861085,unclassified,0.051641042837573044,True,True,True,True
PPP1R10,unclassified,0.1454832636178764,unclassified,0.09764214675419176,True,True,True,True
MRPS18B,unclassified,-0.0023261342406665,unclassified,0.1379775600972481,True,False,False,False
PPP1R18,unclassified,-0.4564810592057571,unclassified,-0.28406754589226585,True,True,True,True
TUBB,unclassified,0.3156034079936299,unclassified,0.4261413591309673,True,True,True,True
FLOT1,unclassified,0.1433871017474983,unclassified,0.4127856926624602,True,True,False,False
IER3,unclassified,1.3054726746693994,unclassified,1.297938561680438,True,True,True,True
HLA-C,unclassified,-0.3935223418101429,unclassified,-0.09960695383803037,True,True,False,False
HLA-B,unclassified,-0.3236592299695777,unclassified,0.009115729917137825,True,False,False,False
DDX39B,unclassified,-0.0887150852224708,unclassified,-0.3511035720686304,True,True,False,False
TNF,unclassified,0.3491063624933634,unclassified,-0.2096883831549483,True,False,True,False
LTB,Q3,1.4017371221116717,unclassified,1.5668372640727384,False,True,True,False
LST1,unclassified,-0.1923184876658766,unclassified,0.012833909405260153,True,False,False,False
NCR3,unclassified,-0.7991287752596499,unclassified,0.054130427807235135,True,False,False,False
AIF1,unclassified,0.001745051903375,unclassified,-0.4104274795861631,True,False,False,False
PRRC2A,unclassified,0.2351541720074468,unclassified,-0.5915603550255093,True,False,False,False
BAG6,unclassified,0.1166108990147209,unclassified,-0.20005521563076417,True,False,True,False
GPANK1,unclassified,0.0290192004186377,unclassified,0.21480117412578129,True,True,False,False
CSNK2B,unclassified,-0.0571339746284518,unclassified,0.1137448698892743,True,False,True,False
DDAH2,unclassified,0.1376675919465209,unclassified,0.9214944071807797,True,True,False,False
CLIC1,unclassified,-0.1858468905492928,unclassified,0.1804985725369804,True,False,True,False
LSM2,unclassified,0.2038272887375583,unclassified,0.4158813937713062,True,True,False,False
HSPA1A,unclassified,1.1114292425705756,unclassified,0.793499748102059,True,True,True,True
HSPA1B,unclassified,1.0428955951230967,unclassified,1.050594642368089,True,True,True,True
C6orf48,unclassified,0.3503338586585022,unclassified,0.19144254888745948,True,True,True,True
NEU1,unclassified,0.2743822781096379,unclassified,0.0664347024275733,True,True,False,False
NELFE,unclassified,-0.1237070384185435,unclassified,-0.026929140319460268,True,True,False,False
ATF6B,unclassified,-0.1904964311850797,unclassified,-0.43085784548130657,True,True,False,False
RNF5,unclassified,0.0101496096616124,unclassified,0.01265941709403826,True,True,True,True
GPSM3,unclassified,-0.3453589001727692,unclassified,-0.2912845230875329,True,True,True,True
HLA-DRA,unclassified,0.1172153340675967,unclassified,-0.05476907914684496,True,False,False,False
HLA-DRB5,unclassified,-0.0999858994859284,unclassified,-0.3058670340984476,True,True,False,False
HLA-DRB1,unclassified,0.1669579408495708,unclassified,-0.10663264015765024,True,False,True,False
HLA-DQA1,unclassified,0.3656095445831842,unclassified,-0.3765311873100659,True,False,True,False
HLA-DQB1,unclassified,0.3577707659302026,unclassified,0.03296592503764543,True,True,False,False
TAP2,unclassified,-0.1515428854707645,unclassified,-0.5497306803072052,True,True,False,False
PSMB8,unclassified,-0.2333723894127484,unclassified,-0.1457342551117202,True,True,True,True
PSMB8-AS1,unclassified,-0.4715717643086355,unclassified,-0.37699243806292243,True,True,True,True
PSMB9,unclassified,-0.2638050731272056,unclassified,0.13330960099421477,True,False,True,False
TAP1,unclassified,-0.1079138447734801,unclassified,-0.14797484078479284,True,True,True,True
HLA-DMB,unclassified,0.466030176946822,unclassified,0.5483803481857481,True,True,True,True
HLA-DMA,unclassified,0.3491840508004687,unclassified,0.0487102261935389,True,True,False,False
BRD2,unclassified,0.1245816194474744,unclassified,-0.14227969647650782,True,False,True,False
HLA-DPA1,unclassified,0.0272663689705722,unclassified,0.049226925781028365,True,True,True,True
HLA-DPB1,unclassified,-0.0200437932210108,unclassified,0.03598085506640585,True,False,True,False
SLC39A7,unclassified,0.2171202191964045,unclassified,0.4441725950894452,True,True,False,False
RPS18,unclassified,0.2646614902440598,unclassified,0.19291847042855403,True,True,True,True
WDR46,unclassified,-0.0508476274147216,unclassified,0.6567152724059709,True,False,False,False
PFDN6,unclassified,-0.0799694284286926,unclassified,-0.15587663283266898,True,True,True,True
RGL2,unclassified,-0.0271015563046301,unclassified,-0.3835856122948632,True,True,False,False
TAPBP,unclassified,-0.1532574421531357,unclassified,-0.09360201451352423,True,True,True,True
DAXX,unclassified,-0.0934834069798331,unclassified,-0.1969524601809906,True,True,False,False
PHF1,unclassified,0.2165093817858672,unclassified,-0.38925523181062555,True,False,True,False
CUTA,unclassified,-0.0310716763050362,unclassified,-0.13332228103915886,True,True,False,False
UQCC2,unclassified,0.5606302914123047,unclassified,0.0741511832093294,True,True,False,False
HMGA1,unclassified,0.743245957895329,unclassified,0.9579537413394328,True,True,True,True
C6orf1,unclassified,-0.0698656886187339,unclassified,-0.0975760663142834,True,True,True,True
NUDT3,unclassified,0.209248023702132,unclassified,-0.8022661119788765,True,False,False,False
RPS10,unclassified,-0.0476350515113018,unclassified,-0.029988675754435267,True,True,True,True
SNRPC,unclassified,-0.0376040984069073,unclassified,0.024109842154614928,True,False,True,False
TAF11,unclassified,-0.1142566197644477,unclassified,-0.018530416627039525,True,True,False,False
DEF6,unclassified,-0.1707919088815705,unclassified,-0.04591786165270633,True,True,False,False
RPL10A,unclassified,0.1665951081070841,unclassified,0.18068176059778462,True,True,True,True
FKBP5,unclassified,-0.0641753800670853,unclassified,0.17899635287068028,True,False,False,False
SRPK1,unclassified,0.2745815063442675,unclassified,-0.13921789178902208,True,False,True,False
MAPK14,unclassified,-0.0682623156005857,unclassified,-0.41664057673401894,True,True,False,False
KCTD20,unclassified,0.4498706314572145,unclassified,0.1993382354120617,True,True,False,False
STK38,unclassified,-0.50011285791805,unclassified,-0.45626127585344756,True,True,True,True
SRSF3,unclassified,0.0402337382701857,unclassified,0.09202833397970368,True,True,False,False
CDKN1A,unclassified,0.7301797016594465,unclassified,0.1197675046138902,True,True,False,False
C6orf89,unclassified,-0.1432278519306131,unclassified,0.23077434089625407,True,False,True,False
MTCH1,unclassified,0.0004589168088639,unclassified,-0.2835683500203361,True,False,False,False
PIM1,unclassified,-0.0954273360373749,unclassified,0.1865932741347243,True,False,True,False
CCDC167,unclassified,0.2792822842601725,unclassified,-0.29880662814088454,True,False,True,False
ZFAND3,unclassified,-0.0489378939190554,unclassified,-0.14184868118250435,True,True,False,False
GLO1,unclassified,-0.0761028818250552,unclassified,-0.09144878686609108,True,True,True,True
OARD1,unclassified,-0.1863237209804164,unclassified,-0.1484907923504216,True,True,True,True
CCND3,unclassified,-0.647147884447779,unclassified,-0.46093122147621435,True,True,True,True
MRPS10,unclassified,-0.1366957210122436,unclassified,-0.19079502440337134,True,True,True,True
UBR2,unclassified,-0.1733793417448021,unclassified,-0.5658553706589806,True,True,False,False
TBCC,unclassified,-0.0042416812612112,unclassified,-0.06841178895611945,True,True,False,False
RPL7L1,unclassified,0.0231931783571307,unclassified,-0.21371877314941512,True,False,False,False
C6orf226,unclassified,-0.18880212193027,unclassified,-0.34680891154971305,True,True,True,True
CNPY3,unclassified,-0.0114188675700185,unclassified,-0.06906958724490023,True,True,False,False
MEA1,unclassified,-0.0150381611891323,unclassified,0.381509410642839,True,False,False,False
KLHDC3,unclassified,-0.1928012924071831,unclassified,-0.09089251106616203,True,True,False,False
MRPL2,unclassified,-0.0218838370430634,unclassified,-0.12684754381986996,True,True,False,False
DNPH1,Q3,1.5373308741994731,unclassified,1.6939615477042427,False,True,True,False
YIPF3,unclassified,0.120492982464876,unclassified,-0.18140744031683956,True,False,True,False
MRPS18A,unclassified,0.0893227943166964,unclassified,0.44856846386874955,True,True,False,False
MRPL14,unclassified,0.0720833450940954,unclassified,0.4435834189155697,True,True,False,False
HSP90AB1,unclassified,0.4598356119596739,unclassified,0.5323376105888435,True,True,True,True
SLC35B2,unclassified,0.2547086543764185,unclassified,-0.616396402833907,True,False,False,False
CDC5L,unclassified,0.0933496719916917,unclassified,-0.21606894494951465,True,False,False,False
ENPP4,unclassified,-0.4687829611012192,unclassified,-0.7102287863281844,True,True,True,True
MCM3,unclassified,0.0850551542541991,unclassified,-0.0018985347873536147,True,False,False,False
TMEM14A,unclassified,0.2274925779768808,unclassified,0.04947496762584494,True,True,False,False
FBXO9,unclassified,-0.02763072527852,unclassified,0.04720792139984746,True,False,True,False
ELOVL5,unclassified,0.0117771629823456,unclassified,0.424679465839713,True,True,False,False
ZNF451,unclassified,0.0818312032411191,unclassified,0.1972131878514266,True,True,False,False
PTP4A1,unclassified,0.5345151075182971,unclassified,0.49336183803638434,True,True,True,True
PHF3,unclassified,0.0020258818506418,unclassified,0.10533794626012502,True,True,False,False
LMBRD1,unclassified,0.0156250691352868,unclassified,-0.17127187544608158,True,False,False,False
SMAP1,unclassified,-0.0664549557703216,unclassified,0.3200785993287577,True,False,False,False
B3GAT2,unclassified,-0.001748412269588,unclassified,-0.8997419998169002,True,True,False,False
EEF1A1,unclassified,0.017053672496346,unclassified,-0.04897773854504893,True,False,False,False
COX7A2,unclassified,0.1236921748910216,unclassified,-0.05773715104792375,True,False,False,False
TMEM30A,unclassified,-0.0380637294525183,unclassified,-0.14824123965769415,True,True,False,False
SENP6,unclassified,0.1100176175139485,unclassified,-0.3501171425029339,True,False,False,False
MYO6,unclassified,0.1800829419604102,unclassified,-0.2667548089811952,True,False,True,False
PHIP,unclassified,0.1891580394632366,unclassified,-0.3829729156354483,True,False,False,False
HMGN3,unclassified,-0.0633645632639329,unclassified,-0.06269097874023723,True,True,True,True
FAM46A,unclassified,-0.0164926797354247,unclassified,-0.26599822226831726,True,True,False,False
IBTK,unclassified,-0.034293767342731,unclassified,0.19500613762938415,True,False,False,False
CYB5R4,unclassified,-0.0848664846034585,unclassified,-0.24863429893797506,True,True,False,False
SNX14,unclassified,-0.1016796580178798,unclassified,0.08199811504171085,True,False,True,False
SYNCRIP,unclassified,0.0910928048360156,unclassified,-0.27710607290854816,True,False,False,False
ZNF292,unclassified,0.1171211303058876,unclassified,-0.6974394881636387,True,False,False,False
AKIRIN2,unclassified,-0.4408737356769115,unclassified,-0.2564687845647369,True,True,True,True
PNRC1,unclassified,0.087484058864401,unclassified,-0.14606080622392356,True,False,True,False
UBE2J1,unclassified,0.3911766630439461,unclassified,-0.03613592709102018,True,False,False,False
LYRM2,unclassified,-0.0353543304129371,unclassified,-0.23634332448925638,True,True,False,False
MAP3K7,unclassified,-0.2089037843869423,unclassified,-0.6058699789367364,True,True,False,False
UFL1,unclassified,-0.1920286569401598,unclassified,0.03756003660541371,True,False,False,False
NDUFAF4,unclassified,-0.0329216517787938,unclassified,-0.4257419929522471,True,True,False,False
PNISR,unclassified,0.1294216345231268,unclassified,-0.2876812664608774,True,False,False,False
CCNC,unclassified,0.2509730797647866,unclassified,-0.2142049686076549,True,False,True,False
ASCC3,unclassified,0.058950599671237,unclassified,-0.24561331673223052,True,False,False,False
PRDM1,Q4,-0.1085915722115977,unclassified,-0.41666160829125976,False,True,False,False
ATG5,unclassified,-0.1913946734035764,unclassified,-0.8081183360653772,True,True,False,False
AIM1,unclassified,0.2843618084468848,unclassified,-0.02845971003661369,True,False,False,False
SCML4,unclassified,-0.0250375210241724,unclassified,0.13597240078744402,True,False,False,False
SEC63,unclassified,0.0941470375926303,unclassified,-0.4971169101156606,True,False,False,False
OSTM1,unclassified,-0.3931464867596816,unclassified,-0.7274082800933337,True,True,True,True
SNX3,unclassified,-0.1032381799085362,unclassified,-0.18034117647240058,True,True,True,True
FOXO3,unclassified,0.129739951739822,unclassified,0.3653797146844256,True,True,False,False
SESN1,unclassified,0.1195796654942931,unclassified,0.10464792102665943,True,True,True,True
CD164,unclassified,-0.3161114741747082,unclassified,-0.22001017529744413,True,True,True,True
CDC40,unclassified,0.0252497499813733,unclassified,-0.06201266736988223,True,False,False,False
AMD1,unclassified,0.1022285904908262,unclassified,-0.23500980393152318,True,False,False,False
GTF3C6,unclassified,0.0818854312453045,unclassified,-0.034882961269793206,True,False,False,False
RPF2,unclassified,0.1173442325914349,unclassified,0.750351731652092,True,True,False,False
REV3L,unclassified,0.1688320066721323,unclassified,0.4716391859576102,True,True,False,False
FYN,unclassified,-0.1953003431278875,unclassified,-0.10868499353624807,True,True,True,True
MARCKS,unclassified,1.5220513854460245,unclassified,-0.36271890716096744,True,False,False,False
HDAC2,unclassified,0.1607798324513829,unclassified,-0.0694807217903372,True,False,False,False
NT5DC1,unclassified,0.1628597958640794,unclassified,-0.4310219372903758,True,False,False,False
TSPYL1,unclassified,0.1812790548692014,unclassified,0.14026880438741532,True,True,True,True
FAM26F,unclassified,0.2415698851065888,unclassified,-0.21444479733427294,True,False,True,False
RWDD1,unclassified,-0.1857437273318572,unclassified,0.1500073459147714,True,False,True,False
GOPC,unclassified,-0.1335950489344567,unclassified,-0.0892616682451174,True,True,True,True
NUS1,unclassified,0.011192645528656,unclassified,-0.5943661098186673,True,False,False,False
CEP85L,unclassified,-0.064842501326605,unclassified,-0.05189173905177102,True,True,True,True
ASF1A,unclassified,-0.2656331070986311,unclassified,0.07083925168310364,True,False,False,False
MAN1A1,unclassified,0.0207358715416103,unclassified,-0.16449390533653765,True,False,False,False
SERINC1,unclassified,-0.2003833817910976,unclassified,0.26193260140096203,True,False,True,False
HDDC2,unclassified,-0.4540644845677188,unclassified,-0.2294985745458367,True,True,True,True
NCOA7,unclassified,0.3918195899647171,unclassified,-0.4986932869623968,True,False,True,False
RNF146,unclassified,-0.1870161326149083,unclassified,-0.21054192969244337,True,True,True,True
ECHDC1,unclassified,-0.1011069160753106,unclassified,0.02364844837502089,True,False,False,False
ARHGAP18,unclassified,0.2103481465729823,unclassified,0.19953329620248578,True,True,True,True
SAMD3,unclassified,-0.4351446127980931,unclassified,0.2487616285278303,True,False,True,False
AKAP7,unclassified,-0.1240054995548327,unclassified,0.24235685606127713,True,False,True,False
STX7,unclassified,-0.0070833096628247,unclassified,-0.5193056552799351,True,True,False,False
RPS12,unclassified,0.1570077466530498,unclassified,0.08160070772521572,True,True,True,True
TBPL1,unclassified,-0.1880250719983132,unclassified,-0.376876126826099,True,True,False,False
SGK1,unclassified,0.739019587707107,unclassified,0.15646868120601692,True,True,False,False
AHI1,unclassified,0.8152730372329509,unclassified,0.510404406376723,True,True,True,True
BCLAF1,unclassified,-0.0788480988161046,unclassified,-0.1423382233578404,True,True,True,True
IFNGR1,Q4,-0.132815558020594,unclassified,0.2688777212943234,False,False,False,False
RP11-356I2.4,unclassified,0.446481840471923,unclassified,-0.6685890447655608,True,False,True,False
TNFAIP3,unclassified,0.8531344583261524,unclassified,0.7254509839329529,True,True,True,True
HEBP2,unclassified,0.6610282922627827,unclassified,-0.1633800811857539,True,False,False,False
CCDC28A,unclassified,-0.1423316900960044,unclassified,0.3267267301527154,True,False,False,False
ABRACL,unclassified,-0.0185633094416736,unclassified,0.10397841399429952,True,False,False,False
HECA,Q4,-0.1718074081935355,unclassified,-0.12991332110343773,False,True,True,False
CITED2,unclassified,0.3348688937991579,unclassified,0.08883964412020365,True,True,False,False
PHACTR2,unclassified,0.1917401124149594,unclassified,-0.2990139579716273,True,False,True,False
SF3B5,unclassified,-0.0347424149246506,unclassified,0.17000250956441096,True,False,False,False
