gene,quadrant_a,NK_log2FC_a,quadrant_b,NK_log2FC_b,same_quadrant,same_sign,within_fold,replicated
CXorf38,unclassified,-0.1897035358799182,unclassified,-0.1938715660897727,True,True,True,True
USP9X,unclassified,0.1671986481628882,unclassified,-0.06065665477124996,True,False,False,False
DDX3X,unclassified,0.194582159462993,unclassified,0.2832143896597223,True,True,True,True
NDUFB11,unclassified,0.0876919237111212,unclassified,-0.14361610773482358,True,False,True,False
UBA1,unclassified,0.273647219994757,unclassified,-0.5567435506705248,True,False,False,False
USP11,unclassified,0.0591588368186791,unclassified,-0.1860344710480669,True,False,False,False
ARAF,unclassified,0.0909658938208408,unclassified,-0.13756499574302325,True,False,True,False
TIMP1,unclassified,0.4365652722119895,unclassified,0.3954677687794723,True,True,True,True
UXT,unclassified,-0.0045744332103927,unclassified,0.291881482010227,True,False,False,False
EBP,unclassified,-0.3937454909946112,unclassified,-0.2540606761586708,True,True,True,True
RBM3,unclassified,-0.1789620257495821,unclassified,-0.008303258391821751,True,True,False,False
WDR13,unclassified,0.2333393065853776,unclassified,-0.6034503736002157,True,False,False,False
WAS,unclassified,-0.3519665086436615,unclassified,-0.016533115457324724,True,True,False,False
TIMM17B,unclassified,0.2326369028776235,unclassified,0.4319674301759693,True,True,True,True
PQBP1,unclassified,0.0111604531713294,unclassified,-0.0075871429195276795,True,False,True,False
PIM2,unclassified,0.612154680425324,unclassified,0.404979042605462,True,True,True,True
OTUD5,unclassified,0.3238471654497732,unclassified,-0.3916621720671698,True,False,True,False
GRIPAP1,unclassified,0.1527108885899811,unclassified,0.0016651680527008362,True,True,False,False
PRAF2,unclassified,0.0991409674398667,unclassified,-0.13071290053419038,True,False,True,False
WDR45,unclassified,-0.0894615573769681,unclassified,-0.43329876394311906,True,True,False,False
PLP2,unclassified,0.8145689795343207,unclassified,1.4518782383594724,True,True,True,True
TSPYL2,unclassified,0.355707277061453,unclassified,0.21962179892153097,True,True,True,True
SMC1A,unclassified,-0.1525236156944621,unclassified,0.24943234058700126,True,False,True,False
HSD17B10,unclassified,0.0315706844993401,unclassified,0.13768010048071574,True,True,False,False
HUWE1,unclassified,0.1596691326505361,unclassified,0.027689287584956684,True,True,False,False
TSR2,unclassified,-0.2783724143636029,unclassified,-0.4297038390515371,True,True,True,True
MAGED2,unclassified,0.1459221110020364,unclassified,0.16911920302528385,True,True,True,True
MTRNR2L10,unclassified,0.9137734898970102,unclassified,-0.3657580082598017,True,False,False,False
UBQLN2,unclassified,0.0833980035084743,unclassified,-0.2813123933147161,True,False,False,False
LINC01420,unclassified,0.0291653098639319,unclassified,0.23967791385964873,True,True,False,False
MSN,unclassified,-0.457276313990471,unclassified,-0.11124755646432015,True,True,False,False
VSIG4,unclassified,-0.5999897985897328,unclassified,-1.056546270152976,True,True,True,True
YIPF6,unclassified,0.1683345345499063,unclassified,-0.27760156106225664,True,False,True,False
IGBP1,unclassified,0.0153283895023942,unclassified,0.11767711564361386,True,True,False,False
PDZD11,unclassified,-0.0303234474086624,unclassified,0.8830910320329539,True,False,False,False
IL2RG,unclassified,-0.3599910868533829,unclassified,-0.053389470018956754,True,True,False,False
NONO,unclassified,0.1798469100960221,unclassified,0.06896580867036264,True,True,False,False
OGT,unclassified,0.213753416923882,unclassified,0.03263397106136104,True,True,False,False
PIN4,unclassified,0.0918015637665589,unclassified,-0.5061283210647421,True,False,False,False
RPS4X,unclassified,0.1831042842072086,unclassified,0.12287387884487021,True,True,True,True
XIST,Q1,0.5103471831847176,unclassified,-0.5739727559331798,False,False,True,False
JPX,unclassified,0.226506009803705,unclassified,-0.17196564836069447,True,False,True,False
PBDC1,unclassified,-0.2219074544758003,unclassified,0.0035185214686876865,True,False,False,False
ATRX,unclassified,0.0620144020600488,unclassified,-0.09752333786616764,True,False,True,False
MAGT1,unclassified,0.0286504815620521,unclassified,0.13664570671326534,True,True,False,False
COX7B,unclassified,0.091097866036253,unclassified,0.06729759691718844,True,True,True,True
PGK1,unclassified,0.2255746821404127,unclassified,0.4646747912055511,True,True,False,False
CYSLTR1,unclassified,0.2987361001914796,unclassified,0.41008658644733925,True,True,True,True
ITM2A,unclassified,0.3132833655714243,unclassified,0.5084136395182391,True,True,True,True
SH3BGRL,unclassified,-0.2809667439846418,unclassified,-0.3642301589093556,True,True,True,True
RPL36A,unclassified,0.1957985326249744,unclassified,-0.05366928182955091,True,False,False,False
HNRNPH2,unclassified,-0.2241633359098449,unclassified,0.37531164001997785,True,False,True,False
ARMCX6,unclassified,0.1549861677098998,unclassified,-0.043886118641493756,True,False,False,False
ARMCX3,unclassified,0.2697838129540932,unclassified,-0.6760277290431024,True,False,False,False
BEX4,unclassified,0.1247399668248157,unclassified,-0.26803272104695486,True,False,False,False
TCEAL8,unclassified,-0.1186863868081892,unclassified,0.031744618488663646,True,False,False,False
TCEAL4,unclassified,0.5843297040228045,unclassified,0.5200051793213717,True,True,True,True
MORF4L2,unclassified,0.3722033127821106,unclassified,0.08578027216334076,True,True,False,False
PRPS1,unclassified,0.0440381538686632,unclassified,0.43966134695227,True,True,False,False
TSC22D3,unclassified,0.241769834008804,unclassified,-0.19484890860707954,True,False,True,False
ALG13,unclassified,0.1792565007057566,unclassified,-0.21564191146125003,True,False,True,False
DOCK11,unclassified,-0.4181872464081848,unclassified,-0.7425094122511986,True,True,True,True
SLC25A5,unclassified,0.0882011004046417,unclassified,0.09731577971100391,True,True,True,True
UBE2A,unclassified,0.1232038826854686,unclassified,0.2249947415401719,True,True,True,True
SEPT6,unclassified,0.091076986931854,unclassified,0.13480725748013722,True,True,True,True
RPL39,unclassified,0.1570399551098763,unclassified,0.03651714099246273,True,True,False,False
UPF3B,unclassified,-0.0372158035375166,unclassified,-0.09936872373258669,True,True,False,False
RNF113A,unclassified,-0.3922424216262142,unclassified,0.18855655296963988,True,False,False,False
NDUFA1,unclassified,-0.0142754309402787,unclassified,-0.12136231638763656,True,True,False,False
NKAP,unclassified,-0.0982100139168681,unclassified,0.20447090912012836,True,False,False,False
LAMP2,unclassified,-0.0353441214003739,unclassified,0.044109204357686956,True,False,True,False
MCTS1,unclassified,0.079996649636717,unclassified,-0.010563644644954233,True,False,False,False
THOC2,unclassified,-0.0394985851045764,unclassified,-0.03901756994568259,True,True,True,True
XIAP,unclassified,0.2020549964894676,unclassified,0.12478449389469268,True,True,True,True
STAG2,unclassified,0.0616524066812706,unclassified,-0.08500058026241544,True,False,True,False
SH2D1A,unclassified,-0.0199058638415603,unclassified,0.27989458335857653,True,False,False,False
SASH3,unclassified,-0.5898487417071625,unclassified,-0.18120658836546188,True,True,False,False
RBMX2,unclassified,-0.0727689129558555,unclassified,-0.6556105857083049,True,True,False,False
RAP2C,unclassified,-0.014076606503479,unclassified,-0.409105880635564,True,True,False,False
HPRT1,unclassified,0.141875745938397,unclassified,0.33485515226701607,True,True,False,False
FAM122B,unclassified,-0.08346381926241,unclassified,-0.1028954065543589,True,True,True,True
HTATSF1,unclassified,-0.2017644775531387,unclassified,0.10033357584137578,True,False,False,False
ARHGEF6,unclassified,-0.0737729197265649,unclassified,0.35415150050099914,True,False,False,False
RBMX,unclassified,0.0864394351876523,unclassified,-0.3154137336370834,True,False,False,False
IDS,unclassified,0.1908974801089495,unclassified,0.08838740722803552,True,True,False,False
VMA21,unclassified,0.0566982634469826,unclassified,0.054578971017401584,True,True,True,True
CETN2,unclassified,0.1557940564653638,unclassified,0.03447580869297886,True,True,False,False
BCAP31,unclassified,-0.0118950902142457,unclassified,0.15115259385248425,True,False,False,False
IDH3G,unclassified,-0.1016537807581318,unclassified,0.0032509695063850565,True,False,False,False
SSR4,unclassified,0.6929143881340383,unclassified,0.12189849420411272,True,True,False,False
ARHGAP4,unclassified,-0.073498721434922,unclassified,-0.5703862230667422,True,True,False,False
NAA10,unclassified,0.1047270559379576,unclassified,-0.05871534334706424,True,False,True,False
MECP2,unclassified,-0.2206471834749334,unclassified,-0.005973085124161455,True,True,False,False
FLNA,unclassified,-0.4821879981137019,unclassified,-0.3112342757447436,True,True,True,True
EMD,unclassified,0.0530078345340156,unclassified,0.10811450217035218,True,True,False,False
RPL10,unclassified,0.0294449501990493,unclassified,0.07202342837514591,True,True,False,False
TAZ,unclassified,-0.1800977479061828,unclassified,0.16854956080756414,True,False,True,False
ATP6AP1,unclassified,0.020311374875308,unclassified,-0.4227577464876965,True,False,False,False
GDI1,unclassified,0.2432626623221713,unclassified,-0.041914293636766936,True,False,False,False
FAM50A,unclassified,0.095562769781551,unclassified,-0.11443648280216628,True,False,True,False
LAGE3,unclassified,0.3665157170470365,unclassified,0.4638996724902493,True,True,True,True
G6PD,unclassified,-0.3662864922357151,unclassified,-0.119095595790815,True,True,False,False
IKBKG,unclassified,-0.3084769156893311,unclassified,-0.22017405549392732,True,True,True,True
DKC1,unclassified,-0.192504674110483,unclassified,0.2833604319266525,True,False,True,False
FUNDC2,unclassified,-0.1700771551175013,unclassified,-0.045918341701684476,True,True,False,False
VBP1,unclassified,-0.1389505620804024,unclassified,0.23212616979515452,True,False,True,False
FBXO25,unclassified,0.0307563769004281,unclassified,-0.9529730667855311,True,False,False,False
ERICH1,unclassified,-0.0238468583765091,unclassified,-0.45768235948711533,True,True,False,False
CLN8,unclassified,0.4832890347006227,unclassified,-0.12348329798566754,True,False,False,False
CTD-2336O2.1,unclassified,0.0394752295599801,unclassified,0.5855818012743866,True,True,False,False
MSRA,unclassified,0.0820629873613329,unclassified,-0.45701529062720286,True,False,False,False
MTMR9,unclassified,-0.0889378612367897,unclassified,-0.17554609826768394,True,True,True,True
FDFT1,unclassified,-0.0800087768290979,unclassified,-0.5793373629017249,True,True,False,False
CTSB,unclassified,1.03841249521582,unclassified,0.22095382684844142,True,True,False,False
MSR1,unclassified,0.1022544651126258,unclassified,-1.2128208281504735,True,False,False,False
CNOT7,unclassified,0.0363691468433585,unclassified,-0.10969127917512052,True,False,False,False
PCM1,unclassified,0.1762253588359217,unclassified,-0.15723643359898418,True,False,True,False
ASAH1,unclassified,-0.0221210487955401,unclassified,-0.10571717779572046,True,True,False,False
INTS10,unclassified,-0.1301952073405438,unclassified,0.060383666113663706,True,False,False,False
ATP6V1B2,unclassified,0.159753672367931,unclassified,0.05309357717084818,True,True,False,False
DOK2,unclassified,-0.5070235006459446,unclassified,-0.2913397823650081,True,True,True,True
SFTPC,Q3,-2.0733743443619383,unclassified,-1.2590245070109065,False,True,True,False
PPP3CC,unclassified,-0.2057185640590897,unclassified,-0.46573222542367526,True,True,False,False
PDLIM2,unclassified,-0.445719356583672,unclassified,-0.22809837424235416,True,True,True,True
SLC25A37,unclassified,0.8923173181567873,unclassified,0.15510890527546436,True,True,False,False
DOCK5,Q4,-0.2091936223179304,unclassified,-0.11087767627309171,False,True,True,False
PPP2R2A,unclassified,0.0904975908836152,unclassified,-0.22450650706001168,True,False,False,False
BNIP3L,unclassified,0.2965223523559857,unclassified,-0.3407928998866431,True,False,True,False
PTK2B,unclassified,-0.0067101083616277,unclassified,-0.07690532161962003,True,True,False,False
CLU,unclassified,0.5799299253493662,unclassified,-0.03170156295186615,True,False,False,False
CCDC25,unclassified,0.0732233287420643,unclassified,0.047046743301144146,True,True,True,True
HMBOX1,unclassified,0.1905653929336628,unclassified,-0.14664858366162384,True,False,True,False
DUSP4,unclassified,1.495099129614794,unclassified,3.8407020264017824,True,True,False,False
SARAF,unclassified,0.0748421715441609,unclassified,0.07081538048428526,True,True,True,True
LEPROTL1,unclassified,0.1214268540459254,unclassified,0.4722112925214317,True,True,False,False
RP11-51J9.5,unclassified,0.550662975631219,unclassified,0.5157906935698768,True,True,True,True
DCTN6,unclassified,0.1897978186808206,unclassified,0.3607456443574107,True,True,True,True
GTF2E2,unclassified,-0.1560733410846738,unclassified,0.008060444707052245,True,False,False,False
PROSC,unclassified,-0.1301696450246078,unclassified,0.2144248550012497,True,False,True,False
RAB11FIP1,Q4,0.2782562277601971,unclassified,-0.2416357167230933,False,False,True,False
EIF4EBP1,unclassified,0.7915579834177588,unclassified,0.5695608453673114,True,True,True,True
LSM1,unclassified,0.0203637099955442,unclassified,-0.30482541350827574,True,False,False,False
PLPP5,unclassified,1.0559395695943017,unclassified,0.22404507432610807,True,True,False,False
WHSC1L1,unclassified,0.1468796631836517,unclassified,-0.046540674770777384,True,False,False,False
TACC1,unclassified,0.0052197635973855,unclassified,-0.2566100270771404,True,False,False,False
PLEKHA2,unclassified,0.0164618067547167,unclassified,-0.10759268054505229,True,False,False,False
C8orf4,unclassified,1.2333723272682822,unclassified,0.36875724261368964,True,True,False,False
GOLGA7,unclassified,-0.279665370936064,unclassified,-0.24102155564903469,True,True,True,True
KAT6A,unclassified,0.0962850129450769,unclassified,-0.1047032751868271,True,False,True,False
IKBKB,unclassified,0.1112462385926492,unclassified,0.07174919276951333,True,True,True,True
VDAC3,unclassified,-0.3109202794321828,unclassified,-0.34167729003229125,True,True,True,True
SMIM19,unclassified,-0.1034511305097579,unclassified,-0.11167695462866159,True,True,True,True
HOOK3,unclassified,0.0487933261915475,unclassified,-0.0741150263803282,True,False,True,False
FNTA,unclassified,-0.1095788969229639,unclassified,-0.34457356914256676,True,True,False,False
HGSNAT,unclassified,0.3683606512076508,unclassified,-0.42772460774546267,True,False,True,False
CEBPD,unclassified,0.3927463965427423,unclassified,0.5800168675966444,True,True,True,True
PRKDC,unclassified,0.0971063707622771,unclassified,0.11357966868814985,True,True,True,True
UBE2V2,unclassified,0.0725508103183371,unclassified,0.04092214529624161,True,True,True,True
PCMTD1,unclassified,0.0421147416907914,unclassified,0.38715256071942883,True,True,False,False
RB1CC1,unclassified,0.0576148197755984,unclassified,-0.03117930458635388,True,False,True,False
ATP6V1H,unclassified,0.038071097532778,unclassified,-0.6453142021867125,True,False,False,False
TCEA1,unclassified,0.0580132597857414,unclassified,-0.13304427693291904,True,False,False,False
LYPLA1,unclassified,0.0358076940917387,unclassified,-0.17095383934302644,True,False,False,False
MRPL15,unclassified,0.1673332209756371,unclassified,0.23969218568812342,True,True,True,True
TGS1,unclassified,-0.1416414127260523,unclassified,-0.626907460130352,True,True,False,False
LYN,unclassified,-0.2976651392127716,unclassified,-0.40457776999356326,True,True,True,True
RPS20,unclassified,0.1017814014167361,unclassified,-0.012813222484166694,True,False,False,False
CHCHD7,unclassified,0.2474455058801351,unclassified,-0.04559954173185788,True,False,False,False
SDCBP,unclassified,0.012355447191489,unclassified,-0.310290649627884,True,False,False,False
TOX,Q4,0.0539006911917679,unclassified,0.17885631139028677,False,True,False,False
RAB2A,unclassified,0.0063284021304601,unclassified,0.009933631111778736,True,True,True,True
ARMC1,unclassified,-0.0344662223244701,unclassified,-0.5852009366365948,True,True,False,False
PDE7A,unclassified,0.288444099308782,unclassified,0.583608372258756,True,True,False,False
MYBL1,unclassified,-0.6980545437774147,unclassified,-0.7417984402707851,True,True,True,True
COPS5,unclassified,-0.1550959823741946,unclassified,-0.6181351201940471,True,True,False,False
ARFGEF1,unclassified,0.1023900287765668,unclassified,-0.435486513910454,True,False,False,False
TRAM1,unclassified,0.1735505270323976,unclassified,-0.2215157036790626,True,False,True,False
TERF1,unclassified,-0.1781869159335662,unclassified,-0.23709910144390775,True,True,True,True
RPL7,unclassified,0.0715549306207416,unclassified,-0.024783537117918437,True,False,False,False
STAU2,unclassified,-0.0904140787468351,unclassified,-0.2464625461315855,True,True,False,False
UBE2W,unclassified,0.0596114278877671,unclassified,0.028586198577844116,True,True,False,False
TCEB1,unclassified,0.1865338197117708,unclassified,0.022377169806548622,True,True,False,False
TMEM70,unclassified,0.1062968412761001,unclassified,-0.1703170331214173,True,False,True,False
LY96,unclassified,0.866062960307368,unclassified,-0.5401259419514005,True,False,True,False
PEX2,unclassified,-0.0699532581515674,unclassified,0.08219742017834615,True,False,True,False
TPD52,unclassified,0.4579272987588645,unclassified,0.25802603576425726,True,True,True,True
PAG1,unclassified,0.5398297822950185,unclassified,0.6246358171088369,True,True,True,True
FABP5,unclassified,0.1906292268742465,unclassified,0.03767766560037267,True,True,False,False
FABP4,Q3,-1.5468628255394588,unclassified,-1.5253799126392624,False,True,True,False
ZFAND1,unclassified,0.0932321790085577,unclassified,-0.3096260709872974,True,False,False,False
C8orf59,unclassified,0.2559090607011722,unclassified,-0.04141094201964343,True,False,False,False
CPNE3,unclassified,0.0028626806672106,unclassified,-0.29872956990516164,True,False,False,False
RIPK2,unclassified,0.2582519222659671,unclassified,-0.36233634532422737,True,False,True,False
NBN,unclassified,-0.1559358973206344,unclassified,-0.6965770189171742,True,True,False,False
DECR1,unclassified,-0.4219648909501436,unclassified,-0.2783477859940649,True,True,True,True
OTUD6B-AS1,unclassified,0.0145324916278232,unclassified,-0.5376025695833798,True,False,False,False
UQCRB,unclassified,0.0230191756981735,unclassified,-0.1450112173434175,True,False,False,False
PTDSS1,unclassified,-0.1196691165626135,unclassified,0.021872321887395428,True,False,False,False
CPQ,unclassified,-0.2021673495213306,unclassified,-0.46215733772326806,True,True,False,False
MTDH,unclassified,0.1561992088174248,unclassified,-0.011987738452493742,True,False,False,False
RPL30,unclassified,0.0661942319733467,unclassified,0.10754790154984775,True,True,True,True
COX6C,unclassified,0.0994497625361604,unclassified,0.08026195976342178,True,True,True,True
POLR2K,unclassified,0.2140628017776897,unclassified,0.294594411344242,True,True,True,True
RNF19A,unclassified,0.279464481134616,unclassified,-0.00575698960030487,True,False,False,False
PABPC1,unclassified,0.3318950816750088,unclassified,0.15488654663977597,True,True,False,False
YWHAZ,unclassified,-0.0520885433447667,unclassified,-0.13335739262394705,True,True,False,False
ZNF706,unclassified,0.3317293126889888,unclassified,-0.038369984778543184,True,False,False,False
UBR5,unclassified,0.3606703590679344,unclassified,0.06535044938596886,True,True,False,False
KLF10,unclassified,0.4083287138484764,unclassified,0.31473624852396853,True,True,True,True
AZIN1,unclassified,0.1973165428833706,unclassified,0.14256030269579015,True,True,True,True
DCAF13,unclassified,-0.0842923469165349,unclassified,0.06966418015805029,True,False,True,False
OXR1,unclassified,0.3656829984532387,unclassified,0.08642881851617601,True,True,False,False
EIF3E,unclassified,0.1278801213171369,unclassified,0.15359080945793244,True,True,True,True
EMC2,unclassified,0.2298012679196968,unclassified,0.21094325414455437,True,True,True,True
ENY2,unclassified,0.1512512615607133,unclassified,-0.041938643325892366,True,False,False,False
EBAG9,unclassified,0.1674620917681863,unclassified,-0.09286282808395165,True,False,True,False
EIF3H,unclassified,0.0836322011050158,unclassified,-0.06149419472965062,True,False,True,False
UTP23,unclassified,-0.2630559905926022,unclassified,-0.11669456290262264,True,True,False,False
RAD21,unclassified,-0.1475637919295802,unclassified,-0.13089903923915425,True,True,True,True
MED30,unclassified,-0.1315306646010666,unclassified,0.04095253810898336,True,False,False,False
MRPL13,unclassified,0.1084539025065244,unclassified,0.014247597486715072,True,True,False,False
DERL1,unclassified,-0.0935588924586542,unclassified,-0.22769340794384701,True,True,False,False
RNF139,unclassified,0.1147622874961634,unclassified,0.24421816200353774,True,True,False,False
TATDN1,unclassified,0.2165009396612301,unclassified,0.20029413342122152,True,True,True,True
NDUFB9,unclassified,-0.0030991458673639,unclassified,-0.2336228481970274,True,True,False,False
MTSS1,unclassified,-0.7595427594346857,unclassified,-0.7275291040255475,True,True,True,True
NSMCE2,unclassified,0.1853620144599779,unclassified,0.3543797961875611,True,True,True,True
LINC00861,unclassified,-0.5173908277162156,unclassified,-0.015518392800133044,True,True,False,False
FAM49B,unclassified,-0.3773849991745686,unclassified,-0.34356174609009277,True,True,True,True
EFR3A,unclassified,-0.0683200385864774,unclassified,-0.07995913632630379,True,True,True,True
TMEM71,unclassified,-0.5639099561315237,unclassified,0.008271532265367459,True,False,False,False
PHF20L1,unclassified,0.0643794270861773,unclassified,0.013240717414095491,True,True,False,False
SLA,unclassified,-0.2376894649944647,unclassified,-0.05998712416746972,True,True,False,False
NDRG1,unclassified,0.8752518262868658,unclassified,0.49736442539939,True,True,True,True
ST3GAL1,Q4,-0.0954422655156729,unclassified,-0.03287683266055154,False,True,False,False
CHRAC1,unclassified,-0.0157165417052774,unclassified,-0.4696668562373689,True,True,False,False
AGO2,unclassified,0.162048654233257,unclassified,0.43874359452608225,True,True,False,False
DENND3,unclassified,0.0751795586961926,unclassified,0.3715704765106277,True,True,False,False
LY6E,unclassified,-0.0724800148840664,unclassified,0.2681197907768396,True,False,False,False
GSDMD,unclassified,-0.1016098173466541,unclassified,0.3133562526729382,True,False,False,False
NAPRT,unclassified,0.0739760008351063,unclassified,-0.11480923964648101,True,False,True,False
EEF1D,unclassified,-0.006003256434379,unclassified,-0.025859203416407905,True,True,False,False
TSTA3,unclassified,0.210274948791107,unclassified,0.3269340966067724,True,True,True,True
PUF60,unclassified,-0.0434835421779449,unclassified,0.1543580949402969,True,False,False,False
PARP10,unclassified,0.0102055566419772,unclassified,-0.14126811927630392,True,False,False,False
GRINA,unclassified,0.4493789647538825,unclassified,0.19522553408880688,True,True,False,False
EXOSC4,unclassified,-0.0411946734201109,unclassified,0.1353189253834187,True,False,False,False
GPAA1,unclassified,-0.0008284654266024,unclassified,-0.32978127354931575,True,True,False,False
CYC1,unclassified,0.0112113352101029,unclassified,-0.07994427275764851,True,False,False,False
SHARPIN,unclassified,0.0487987027215765,unclassified,-0.4793774582450924,True,False,False,False
MAF1,unclassified,-0.1982012697125426,unclassified,-0.3113624478114986,True,True,True,True
HSF1,unclassified,0.2188551131816576,unclassified,-0.05844209579607273,True,False,False,False
SLC52A2,unclassified,0.0417827804263407,unclassified,-0.48640088673196796,True,False,False,False
VPS28,unclassified,-0.1044526435370246,unclassified,0.17742094726045787,True,False,True,False
CYHR1,unclassified,0.432989294445795,unclassified,-0.2252430235899957,True,False,True,False
RPL8,unclassified,0.2929901317460373,unclassified,0.176513793891198,True,True,True,True
ZNF7,unclassified,-0.0808283923603551,unclassified,-1.4885350836131297,True,True,False,False
COMMD5,unclassified,-0.1827540689241663,unclassified,-0.2643228526728988,True,True,True,True
DOCK8,unclassified,-0.0008532073492557,unclassified,0.2114056025422423,True,False,False,False
SMARCA2,unclassified,0.0436620703741425,unclassified,-0.31714467927175455,True,False,False,False
PUM3,unclassified,0.026564543842771,unclassified,0.33789458094690783,True,True,False,False
AK3,unclassified,-0.049217866189782,unclassified,-0.2682286840385818,True,True,False,False
PLGRKT,unclassified,-0.1053786271716858,unclassified,-0.16463170138034502,True,True,True,True
KIAA2026,unclassified,-0.1796915071161331,unclassified,-0.06653241324650752,True,True,False,False
TMEM261,unclassified,0.0491966296291684,unclassified,0.36798870639388215,True,True,False,False
PSIP1,unclassified,-0.1042035997476438,unclassified,-0.13320419243371925,True,True,True,True
RRAGA,unclassified,-0.2758415653296784,unclassified,0.35220016036429225,True,False,True,False
PLIN2,unclassified,0.2040223615896219,unclassified,0.10168880972635479,True,True,False,False
RPS6,unclassified,0.0935822217276861,unclassified,0.07777355686374372,True,True,True,True
MLLT3,unclassified,0.5158199344394335,unclassified,-0.018583168388372817,True,False,False,False
HACD4,unclassified,-0.3714478851358709,unclassified,-0.31235152572150393,True,True,True,True
TOPORS,unclassified,0.1785911937185045,unclassified,-0.2685917055743671,True,False,True,False
TOPORS-AS1,unclassified,0.0178002877128296,unclassified,-0.12465097348930937,True,False,False,False
NDUFB6,unclassified,0.0496118001985142,unclassified,-0.09609774087532277,True,False,True,False
DNAJA1,unclassified,0.5158810419448654,unclassified,0.2970286877891104,True,True,True,True
SMU1,unclassified,-0.0114733206362803,unclassified,-0.052237685152041975,True,True,False,False
B4GALT1,unclassified,0.1662928305443312,unclassified,-0.23138211484951723,True,False,True,False
BAG1,unclassified,0.0883133125174906,unclassified,-0.18866754302788918,True,False,False,False
CHMP5,unclassified,0.125230655420965,unclassified,-0.1327096427512141,True,False,True,False
UBE2R2,unclassified,0.0236153824601369,unclassified,0.1971138124243716,True,True,False,False
UBAP1,unclassified,0.1471701288136984,unclassified,0.4121411953321394,True,True,False,False
RPP25L,unclassified,-0.1533123284782333,unclassified,-0.6943715791816135,True,True,False,False
DCTN3,unclassified,-0.2871517591493194,unclassified,-0.12382410789161422,True,True,False,False
GALT,unclassified,0.1546214384351599,unclassified,-0.12161016130602288,True,False,True,False
VCP,unclassified,0.1625056247491391,unclassified,0.08136338807323143,True,True,True,True
STOML2,unclassified,0.2972381027152755,unclassified,0.12925885963791178,True,True,False,False
CCDC107,unclassified,-0.0505334276326913,unclassified,0.12600863415479124,True,False,False,False
TLN1,unclassified,-0.2175696953751392,unclassified,0.10477206369129478,True,False,False,False
CREB3,unclassified,0.3587683182468246,unclassified,0.4491355076877919,True,True,True,True
HINT2,unclassified,-0.0245854704286583,unclassified,0.1930932337411235,True,False,False,False
GLIPR2,unclassified,-0.4729967756157117,unclassified,0.13295709399425845,True,False,False,False
CLTA,unclassified,0.1005907454277228,unclassified,0.08409515045904753,True,True,True,True
EBLN3,unclassified,0.20333299441112,unclassified,-0.2705456155642737,True,False,True,False
ZCCHC7,unclassified,-0.0703071654374618,unclassified,-0.01696231525014422,True,True,False,False
GRHPR,unclassified,0.1059983811461058,unclassified,-0.14466586319638744,True,False,True,False
TOMM5,unclassified,0.0366019565256156,unclassified,-0.003534372074558112,True,False,False,False
EXOSC3,unclassified,0.2088048852703519,unclassified,-0.12085102113024328,True,False,True,False
FXN,unclassified,-0.0067732253437804,unclassified,-0.21224417792482367,True,True,False,False
PTAR1,unclassified,0.1151311529105968,unclassified,0.3112333643416218,True,True,False,False
SMC5,unclassified,-0.1065534599882622,unclassified,0.4060922623507652,True,False,False,False
KLF9,unclassified,-0.1912692726929352,unclassified,-0.7787310145786392,True,True,False,False
TMEM2,unclassified,-0.0620877765468164,unclassified,-0.14989975194573876,True,True,False,False
ZFAND5,unclassified,0.4739524262300346,unclassified,0.3343016546369504,True,True,True,True
ANXA1,Q3,-0.3559634849290035,unclassified,-0.0867154366347118,False,True,False,False
NMRK1,unclassified,0.2072389028127572,unclassified,0.3563966581438459,True,True,True,True
OSTF1,unclassified,-0.3399618667125293,unclassified,0.16765773663332031,True,False,False,False
VPS13A,unclassified,0.2041442461888706,unclassified,-0.476315871235934,True,False,False,False
GNAQ,unclassified,0.5413718606353717,unclassified,0.423257998588942,True,True,True,True
CEP78,unclassified,-0.6549582127624259,unclassified,-0.5698419975403459,True,True,True,True
TLE4,unclassified,-0.1726248891482616,unclassified,-0.39830326693672763,True,True,False,False
TLE1,unclassified,-0.0730692047687095,unclassified,-0.3601191588467017,True,True,False,False
UBQLN1,unclassified,0.1205009984368602,unclassified,-0.03429862486521004,True,False,False,False
HNRNPK,unclassified,-0.0693004565968202,unclassified,0.14461976945898689,True,False,False,False
ISCA1,unclassified,-0.2193244074270065,unclassified,-0.06689764809292453,True,True,False,False
ZCCHC6,unclassified,0.035903227857192,unclassified,0.5216644647193671,True,True,False,False
CTSL,unclassified,0.9510125498657576,unclassified,-0.23711436655396978,True,False,False,False
CKS2,Q3,0.7647083495837743,unclassified,0.02649393183010748,False,True,False,False
SECISBP2,unclassified,0.3042894192949518,unclassified,0.10240418428092259,True,True,False,False
SEMA4D,unclassified,-0.0429857631312193,unclassified,-0.014763171761914181,True,True,False,False
SYK,unclassified,-0.284054503018939,unclassified,-0.24622077448635893,True,True,True,True
IARS,unclassified,0.2215591592873153,unclassified,0.25403679504004284,True,True,True,True
NOL8,unclassified,-0.1237757244673056,unclassified,-0.5589789027356741,True,True,False,False
FGD3,unclassified,-0.4414114568523641,unclassified,-0.3120610734772965,True,True,True,True
CARD19,unclassified,0.4255761771291744,unclassified,0.6823349854321754,True,True,True,True
NINJ1,Q3,0.6522267475000951,unclassified,0.5388202739766736,False,True,True,False
FAM120AOS,unclassified,0.1840535475309358,unclassified,-0.05169287373557582,True,False,False,False
