gene,p_green,p_red,n_pos_green,drop,d_null,resid
Jagn1,0.09610389610389611,0.12615384615384614,37,-0.31268191268191253,0.11567567567567587,-0.4283575883575884
Emc3,0.3090909090909091,0.32769230769230767,119,-0.06018099547511308,0.10453781512605054,-0.1647188106011636
Brk1,0.6233766233766234,0.5553846153846154,240,0.10907051282051283,0.0706666666666666,0.03840384615384623
Vhl,0.11948051948051948,0.06923076923076923,46,0.42056856187290964,0.11391304347826078,0.3066555183946489
Irak2,0.3246753246753247,0.2153846153846154,125,0.3366153846153846,0.10719999999999977,0.22941538461538483
Tatdn2,0.22597402597402597,0.17076923076923076,87,0.24429708222811675,0.10160919540229849,0.14268788682581826
Sec13,0.16623376623376623,0.18769230769230769,64,-0.12908653846153842,0.11875000000000008,-0.2478365384615385
Atg7,0.15324675324675324,0.1276923076923077,59,0.1667535853976532,0.11254237288135602,0.05421121251629718
Vgll4,0.7324675324675325,0.6923076923076923,282,0.054828150572831476,0.050070921985815704,0.0047572285870157716
Mkrn2,0.06233766233766234,0.05384615384615385,24,0.13621794871794868,0.12000000000000005,0.016217948717948627
Raf1,0.18701298701298702,0.13076923076923078,72,0.30074786324786323,0.11388888888888883,0.18685897435897442
Rpl32,0.9844155844155844,0.9569230769230769,379,0.0279277450781409,0.0031662269129290543,0.024761518165211847
Tmcc1,0.3038961038961039,0.2676923076923077,117,0.1191321499013807,0.08581196581196604,0.03332018408941466
Washc2,0.23896103896103896,0.18461538461538463,92,0.22742474916387953,0.10347826086956538,0.12394648829431415
March8,0.07792207792207792,0.06615384615384616,30,0.15102564102564092,0.1280000000000001,0.02302564102564081
Zfp422,0.08571428571428572,0.05384615384615385,33,0.37179487179487175,0.11636363636363663,0.25543123543123514
Zfp637,0.07532467532467532,0.05076923076923077,29,0.3259946949602122,0.13379310344827583,0.1922015915119364
Hnrnpf,0.9038961038961039,0.796923076923077,348,0.11834659593280276,0.038735632183908214,0.07961096374889455
Bms1,0.2545454545454545,0.22,98,0.13571428571428562,0.09836734693877526,0.03734693877551036
Dcp1b,0.05454545454545454,0.027692307692307693,21,0.4923076923076923,0.10285714285714294,0.38945054945054935
Adipor2,0.3142857142857143,0.3384615384615385,121,-0.07692307692307701,0.10380165289256212,-0.18072472981563914
Fbxl14,0.21818181818181817,0.18307692307692308,84,0.16089743589743583,0.09952380952380953,0.0613736263736263
Rad52,0.06493506493506493,0.04,25,0.38399999999999995,0.11840000000000013,0.26559999999999984
Wnk1,0.8,0.8076923076923077,308,-0.009615384615384581,0.03805194805194784,-0.04766733266733242
Kdm5a,0.5012987012987012,0.39076923076923076,193,0.2204862495017935,0.09533678756476692,0.12514946193702658
Il17ra,0.34025974025974026,0.24307692307692308,131,0.28561362301820314,0.10442748091603068,0.18118614210217246
Hdhd5,0.14545454545454545,0.1,56,0.31249999999999994,0.10785714285714292,0.20464285714285702
Atp6v1e1,0.44935064935064933,0.32461538461538464,173,0.2775900400177856,0.10080924855491326,0.17678079146287234
Bcl2l13,0.11168831168831168,0.09384615384615384,43,0.15974955277280858,0.1293023255813953,0.030447227191413295
Bid,0.08831168831168831,0.12923076923076923,34,-0.4633484162895927,0.12235294117647073,-0.5857013574660634
Usp18,0.42857142857142855,0.48,165,-0.12000000000000002,0.05212121212121196,-0.17212121212121198
Klrg1,0.10909090909090909,0.08307692307692308,42,0.23846153846153845,0.09142857142857164,0.1470329670329668
M6pr,0.43116883116883115,0.45692307692307693,166,-0.05973123262279897,0.08963855421686749,-0.14936978683966645
Apobec1,0.08311688311688312,0.05076923076923077,32,0.3891826923076923,0.12500000000000006,0.26418269230769226
Slc2a3,0.1038961038961039,0.16153846153846155,40,-0.5548076923076923,0.10999999999999997,-0.6648076923076923
Foxj2,0.15584415584415584,0.12923076923076923,60,0.17076923076923073,0.1259999999999999,0.04476923076923084
Necap1,0.11428571428571428,0.10461538461538461,44,0.08461538461538463,0.10636363636363637,-0.021748251748251735
Pex5,0.0987012987012987,0.043076923076923075,38,0.5635627530364373,0.10842105263157904,0.4551417004048583
Lpcat3,0.13766233766233765,0.09692307692307692,53,0.29593613933236573,0.13283018867924504,0.1631059506531207
Emg1,0.37922077922077924,0.3384615384615385,146,0.10748155953635405,0.1087671232876714,-0.0012855637513173451
Phb2,0.3948051948051948,0.46923076923076923,152,-0.18851214574898778,0.09763157894736871,-0.2861437246963565
Ptpn6,0.2883116883116883,0.40307692307692305,111,-0.39805959805959806,0.07639639639639632,-0.4744559944559944
Grcc10,0.2051948051948052,0.23384615384615384,79,-0.13962999026290157,0.10886075949367081,-0.24849074975657237
Atn1,0.17402597402597403,0.10153846153846154,67,0.41653272101033295,0.11104477611940317,0.3054879448909298
Spsb2,0.05194805194805195,0.05076923076923077,20,0.022692307692307782,0.10999999999999985,-0.08730769230769206
Tpi1,0.36883116883116884,0.47692307692307695,142,-0.29306608884073676,0.09718309859154944,-0.3902491874322862
Usp5,0.08311688311688312,0.07076923076923076,32,0.14855769230769236,0.11750000000000022,0.031057692307692147
Ptms,0.36363636363636365,0.3553846153846154,140,0.02269230769230765,0.08428571428571459,-0.06159340659340694
Mlf2,0.3064935064935065,0.24461538461538462,118,0.20189048239895693,0.11796610169491528,0.08392438070404165
Cops7a,0.09610389610389611,0.1123076923076923,37,-0.1686070686070685,0.12324324324324316,-0.2918503118503117
Zfp384,0.11168831168831168,0.08923076923076922,43,0.2010733452593918,0.15534883720930234,0.04572450805008946
Ing4,0.2883116883116883,0.2353846153846154,111,0.18357588357588353,0.10306306306306319,0.08051282051282034
Chd4,0.6935064935064935,0.6953846153846154,267,-0.0027081532699510013,0.060074906367041304,-0.06278305963699231
Iffo1,0.08311688311688312,0.06769230769230769,32,0.1855769230769231,0.12750000000000009,0.058076923076923026
Gapdh,0.8181818181818182,0.8461538461538461,315,-0.034188034188034115,0.03492063492063507,-0.06910866910866918
Mrpl51,0.3090909090909091,0.29384615384615387,119,0.04932126696832569,0.11193277310924361,-0.06261150614091793
Vamp1,0.08051948051948052,0.052307692307692305,31,0.35037220843672456,0.11354838709677424,0.23682382133995034
Tapbpl,0.38441558441558443,0.32461538461538464,148,0.15556133056133054,0.0978378378378378,0.05772349272349274
Cd27,0.4701298701298701,0.37538461538461537,181,0.20152996175095625,0.08022099447513834,0.12130896727581791
Tnfrsf1a,0.17142857142857143,0.08153846153846153,66,0.5243589743589744,0.12363636363636372,0.4007226107226107
Cd9,0.6337662337662338,0.3861538461538462,244,0.39069987389659516,0.06672131147540997,0.32397856242118517
Ndufa9,0.21298701298701297,0.20153846153846153,82,0.05375234521575985,0.1234146341463414,-0.06966228893058156
Ccnd2,0.8779220779220779,0.7923076923076923,338,0.09751934456076468,0.018106508875739724,0.07941283568502495
Parp11,0.15324675324675324,0.11384615384615385,59,0.2571056062581486,0.10711864406779659,0.149986962190352
Cracr2a,0.1012987012987013,0.06615384615384616,39,0.3469428007889546,0.0953846153846154,0.2515581854043392
Rhno1,0.08051948051948052,0.07384615384615385,31,0.08287841191066989,0.11741935483870981,-0.03454094292803993
Itfg2,0.05454545454545454,0.07230769230769231,21,-0.3256410256410257,0.12190476190476163,-0.44754578754578733
Fkbp4,0.16883116883116883,0.16307692307692306,65,0.03408284023668647,0.11384615384615401,-0.07976331360946753
Klrb1a,0.38441558441558443,0.2784615384615385,148,0.2756237006237006,0.08297297297297318,0.19265072765072744
Klrb1c,0.8701298701298701,0.6984615384615385,335,0.1972904707233065,0.03391044776119426,0.16338002296211224
Klrb1b,0.5116883116883116,0.5646153846153846,197,-0.10343615775087871,0.04507614213197938,-0.14851229988285808
BC035044,0.0987012987012987,0.026153846153846153,38,0.7350202429149798,0.09684210526315788,0.638178137651822
Clec2i,0.2779220779220779,0.45384615384615384,107,-0.6329978432782172,0.08934579439252331,-0.7223436376707405
Klrb1f,0.4883116883116883,0.5892307692307692,188,-0.20666939443535187,0.07042553191489367,-0.2770949263502456
Clec2d,0.8025974025974026,0.7092307692307692,309,0.11633059497137173,0.036375404530744226,0.0799551904406275
2310001H17Rik,0.2077922077922078,0.16615384615384615,80,0.20038461538461544,0.0944999999999999,0.10588461538461554
Cd69,0.6207792207792208,0.6092307692307692,239,0.01860315416800768,0.045355648535565035,-0.026752494367557354
Gabarapl1,0.10909090909090909,0.13076923076923078,42,-0.19871794871794884,0.12190476190476227,-0.3206227106227111
Klre1,0.9402597402597402,0.8984615384615384,362,0.0444538886527837,0.012154696132597067,0.032299192520186634
Klrd1,0.9246753246753247,0.9507692307692308,356,-0.028219533275713124,0.015168539325842487,-0.04338807260155561
Klrk1,0.9636363636363636,0.9523076923076923,371,0.011756168359941942,0.006792452830188539,0.004963715529753403
Klrc2,0.7376623376623377,0.5261538461538462,284,0.28672806067172263,0.0461971830985918,0.24053087757313082
Klrc1,0.4675324675324675,0.48923076923076925,180,-0.04641025641025647,0.021333333333333204,-0.06774358974358968
Klri2,0.5766233766233766,0.3953846153846154,222,0.3143104643104643,0.048468468468468466,0.2658419958419958
Klra4,0.45194805194805193,0.36153846153846153,174,0.2000442086648983,0.011494252873563223,0.18854995579133507
Klra8,0.5194805194805194,0.4123076923076923,200,0.20630769230769222,0.024200000000000207,0.18210769230769203
Klra9,0.44415584415584414,0.39692307692307693,171,0.10634278002699049,0.028070175438596478,0.07827260458839401
Klra7,0.5454545454545454,0.48923076923076925,210,0.10307692307692298,0.025523809523809674,0.07755311355311331
Klra3,0.17662337662337663,0.18461538461538463,68,-0.04524886877828058,0.028235294117647042,-0.07348416289592763
Klra1,0.2,0.1753846153846154,77,0.12307692307692311,0.028051948051948244,0.09502497502497487
Magohb,0.2883116883116883,0.33692307692307694,111,-0.1686070686070687,0.09657657657657656,-0.26518364518364523
Styk1,0.44935064935064933,0.6507692307692308,173,-0.4482436638506003,0.06959537572254326,-0.5178390395731436
Ybx3,0.5194805194805194,0.43846153846153846,200,0.1559615384615384,0.07599999999999994,0.07996153846153846
Smim10l1,0.06233766233766234,0.11076923076923077,24,-0.7769230769230769,0.12666666666666662,-0.9035897435897435
Etv6,0.11428571428571428,0.11076923076923077,44,0.03076923076923071,0.1081818181818181,-0.07741258741258739
Lrp6,0.14805194805194805,0.14,57,0.05438596491228057,0.13122807017543883,-0.07684210526315827
Crebl2,0.05454545454545454,0.07538461538461538,21,-0.3820512820512821,0.11428571428571398,-0.4963369963369961
Cdkn1b,0.5662337662337662,0.40615384615384614,218,0.2827099505998588,0.08275229357798179,0.199957657021877
Lockd,0.06493506493506493,0.047692307692307694,25,0.26553846153846145,0.11359999999999991,0.15193846153846152
Ddx47,0.1974025974025974,0.19692307692307692,76,0.002429149797570903,0.11526315789473666,-0.11283400809716576
Emp1,0.05454545454545454,0.05692307692307692,21,-0.04358974358974365,0.0933333333333332,-0.13692307692307684
Atf7ip,0.5116883116883116,0.42,197,0.1791878172588832,0.07390862944162446,0.10527918781725873
H2afj,0.7272727272727273,0.6092307692307692,280,0.16230769230769232,0.05885714285714291,0.1034505494505494
Wbp11,0.44155844155844154,0.39384615384615385,170,0.1080542986425339,0.07905882352941172,0.02899547511312217
Arhgdib,0.8987012987012987,0.8076923076923077,346,0.10126722987994659,0.026358381502889883,0.0749088483770567
Strap,0.2935064935064935,0.2676923076923077,113,0.08795098706603134,0.10477876106194692,-0.016827773995915576
Dera,0.11168831168831168,0.08461538461538462,43,0.24239713774597488,0.11069767441860483,0.13169946332737004
Plekha5,0.3012987012987013,0.18615384615384614,116,0.38216180371352787,0.10586206896551734,0.2762997347480105
Aebp2,0.3116883116883117,0.3292307692307692,120,-0.05628205128205126,0.10366666666666678,-0.15994871794871804
Pyroxd1,0.06233766233766234,0.08307692307692308,24,-0.3326923076923077,0.14833333333333343,-0.4810256410256411
Recql,0.05974025974025974,0.06769230769230769,23,-0.1331103678929766,0.13391304347826088,-0.2670234113712375
Golt1b,0.14805194805194805,0.15076923076923077,57,-0.018353576248313113,0.11859649122807013,-0.13695006747638325
Kcnj8,0.08571428571428572,0.038461538461538464,33,0.5512820512820512,0.10545454545454563,0.4458275058275056
Cmas,0.37402597402597404,0.2846153846153846,144,0.23904914529914537,0.08999999999999972,0.14904914529914565
C2cd5,0.12467532467532468,0.13076923076923078,48,-0.04887820512820519,0.12500000000000017,-0.17387820512820534
Etnk1,0.5948051948051948,0.58,229,0.02489082969432317,0.06148471615720527,-0.0365938864628821
Lrmp,0.2909090909090909,0.27076923076923076,112,0.0692307692307692,0.10428571428571426,-0.03505494505494505
Etfrf1,0.05194805194805195,0.05384615384615385,20,-0.03653846153846153,0.09400000000000017,-0.1305384615384617
Kras,0.535064935064935,0.3892307692307692,206,0.27255414488424196,0.0844660194174756,0.18808812546676634
Itpr2,0.35584415584415585,0.2969230769230769,137,0.16558113419427295,0.09313868613138686,0.07244244806288609
Ints13,0.11948051948051948,0.07230769230769231,46,0.3948160535117057,0.1008695652173914,0.29394648829431425
Fgfr1op2,0.5454545454545454,0.6015384615384616,210,-0.10282051282051298,0.07885714285714295,-0.18167765567765592
Tm7sf3,0.06753246753246753,0.05692307692307692,26,0.15710059171597626,0.1276923076923077,0.029408284023668574
Med21,0.21818181818181817,0.18153846153846154,84,0.1679487179487179,0.0995238095238094,0.0684249084249085
Mrps35,0.08571428571428572,0.12,33,-0.3999999999999999,0.103030303030303,-0.5030303030303029
Ergic2,0.36883116883116884,0.2907692307692308,142,0.21164680390032503,0.1019718309859156,0.10967497291440943
Ipo8,0.14285714285714285,0.13384615384615384,55,0.06307692307692309,0.11272727272727265,-0.04965034965034956
Fam60a,0.18701298701298702,0.1646153846153846,72,0.11976495726495734,0.09722222222222225,0.022542735042735088
Etfbkmt,0.06233766233766234,0.05076923076923077,24,0.1855769230769231,0.10999999999999995,0.07557692307692317
Amn1,0.2025974025974026,0.17846153846153845,78,0.11913214990138078,0.08615384615384623,0.03297830374753455
2810474O19Rik,0.6883116883116883,0.6692307692307692,265,0.027721335268505155,0.05343396226415097,-0.025712626995645818
Bicd1,0.05974025974025974,0.08307692307692308,23,-0.3906354515050167,0.09565217391304347,-0.4862876254180602
Ndufa3,0.6233766233766234,0.556923076923077,240,0.10660256410256401,0.07383333333333342,0.03276923076923059
Tfpt,0.07272727272727272,0.046153846153846156,28,0.3653846153846153,0.11571428571428576,0.24967032967032954
Prpf31,0.15064935064935064,0.1476923076923077,58,0.019628647214853984,0.11655172413793136,-0.09692307692307738
Cnot3,0.4805194805194805,0.35846153846153844,185,0.25401247401247407,0.0871351351351354,0.16687733887733866
Leng1,0.08571428571428572,0.07846153846153846,33,0.08461538461538468,0.11636363636363663,-0.03174825174825195
Mboat7,0.0987012987012987,0.09692307692307692,38,0.018016194331983915,0.11368421052631558,-0.09566801619433167
Tsen34,0.10909090909090909,0.05076923076923077,42,0.5346153846153846,0.12952380952380954,0.40509157509157506
Rps9,0.9766233766233766,0.9492307692307692,376,0.028048281505728325,0.0035106382978724736,0.024537643207855852
Lair1,0.07012987012987013,0.04461538461538461,27,0.36381766381766384,0.10370370370370359,0.26011396011396026
Leng8,0.33766233766233766,0.21076923076923076,130,0.37579881656804737,0.1036923076923078,0.27210650887573956
Leng9,0.06753246753246753,0.06,26,0.1115384615384615,0.116923076923077,-0.0053846153846155015
Ncr1,0.7610389610389611,0.7661538461538462,293,-0.006720924127067472,0.037542662116040966,-0.04426358624310844
Ppp1r12c,0.21298701298701297,0.18307692307692308,82,0.14043151969981232,0.11560975609756088,0.02482176360225144
Ppp6r1,0.44155844155844154,0.3769230769230769,170,0.14638009049773754,0.09388235294117613,0.05249773755656141
Kmt5c,0.06233766233766234,0.055384615384615386,24,0.11153846153846152,0.12500000000000006,-0.013461538461538539
Tmem238,0.05194805194805195,0.07692307692307693,20,-0.4807692307692307,0.13199999999999992,-0.6127692307692306
Rpl28,0.9636363636363636,0.9492307692307692,371,0.01494920174165458,0.0042048517520214814,0.010744349989633098
Ube2s,0.6181818181818182,0.46615384615384614,238,0.24592760180995477,0.07731092436974814,0.16861667744020664
Fiz1,0.07792207792207792,0.07230769230769231,30,0.07205128205128201,0.09599999999999995,-0.023948717948717932
Zfp524,0.06753246753246753,0.08615384615384615,26,-0.27573964497041425,0.13076923076923075,-0.406508875739645
Zfp865,0.12207792207792208,0.09076923076923077,47,0.25646481178396074,0.1217021276595745,0.13476268412438624
U2af2,0.3012987012987013,0.2569230769230769,116,0.1472811671087533,0.11103448275862089,0.03624668435013241
Epn1,0.24155844155844156,0.18615384615384614,93,0.22936311000827134,0.12387096774193541,0.10549214226633592
Zfp787,0.17142857142857143,0.19384615384615383,66,-0.1307692307692307,0.1284848484848482,-0.2592540792540789
Zfp444,0.07012987012987013,0.06153846153846154,27,0.12250712250712241,0.12296296296296316,-0.00045584045584075306
Zfp954,0.05714285714285714,0.03538461538461538,22,0.3807692307692308,0.13454545454545455,0.24622377622377625
Clcn4,0.22077922077922077,0.16,85,0.2752941176470588,0.10870588235294103,0.16658823529411776
Zfp329,0.17402597402597403,0.13230769230769232,67,0.23972445464982772,0.09671641791044794,0.14300803673937978
Zfp110,0.11948051948051948,0.09538461538461539,46,0.20167224080267554,0.10434782608695624,0.0973244147157193
Rps5,0.974025974025974,0.9523076923076923,375,0.022297435897435897,0.0029866666666666175,0.01931076923076928
Trim28,0.17662337662337663,0.15076923076923077,68,0.1463800904977376,0.11882352941176477,0.02755656108597282
Chmp2a,0.5974025974025974,0.5323076923076923,230,0.10896321070234119,0.07495652173913067,0.03400668896321052
Ube2m,0.34805194805194806,0.2953846153846154,134,0.15132032146957514,0.11791044776119404,0.033409873708381096
Lig1,0.0987012987012987,0.1476923076923077,38,-0.4963562753036438,0.11263157894736833,-0.6089878542510121
Selenow,0.7454545454545455,0.5723076923076923,287,0.23227016885553475,0.06034843205574947,0.17192173679978529
Nop53,0.6077922077922078,0.5446153846153846,234,0.10394477317554238,0.07777777777777756,0.02616699539776482
Bicra,0.07012987012987013,0.07846153846153846,27,-0.11880341880341881,0.10370370370370359,-0.2225071225071224
Napa,0.22857142857142856,0.18,88,0.2125,0.12045454545454529,0.09204545454545471
Ccdc9,0.14805194805194805,0.14,57,0.05438596491228057,0.11157894736842104,-0.05719298245614047
Bbc3,0.13506493506493505,0.06769230769230769,52,0.49881656804733726,0.11846153846153827,0.380355029585799
Sae1,0.17922077922077922,0.14923076923076922,69,0.16733556298773697,0.1228985507246377,0.04443701226309926
Zc3h4,0.13766233766233765,0.18307692307692308,53,-0.3298984034833093,0.08830188679245274,-0.418200290275762
Tmem160,0.5558441558441558,0.5323076923076923,214,0.042343637670740494,0.09420560747663556,-0.05186196980589507
Ap2s1,0.36103896103896105,0.34923076923076923,139,0.03270614277808524,0.10302158273381319,-0.07031543995572795
Slc1a5,0.2545454545454545,0.28307692307692306,98,-0.11208791208791213,0.10326530612244883,-0.21535321821036096
Fkrp,0.08831168831168831,0.07692307692307693,34,0.1289592760180995,0.14000000000000004,-0.011040723981900535
Strn4,0.14285714285714285,0.12615384615384614,55,0.11692307692307694,0.12290909090909086,-0.005986013986013922
Prkd2,0.12987012987012986,0.12307692307692308,50,0.052307692307692166,0.10959999999999982,-0.057292307692307656
Calm3,0.4961038961038961,0.45692307692307693,191,0.07897704389850985,0.09277486910994776,-0.013797825211437909
Ppp5c,0.08571428571428572,0.12461538461538461,33,-0.45384615384615384,0.1248484848484848,-0.5786946386946387
Pglyrp1,0.3220779220779221,0.4938461538461538,124,-0.5333126550868486,0.09032258064516153,-0.6236352357320101
Mypopos,0.07012987012987013,0.03230769230769231,27,0.5393162393162393,0.1259259259259258,0.4133903133903135
Irf2bp1,0.10649350649350649,0.11076923076923077,41,-0.04015009380863049,0.10048780487804888,-0.14063789868667936
Sympk,0.16363636363636364,0.14307692307692307,63,0.12564102564102567,0.099047619047619,0.02659340659340667
Fbxo46,0.08311688311688312,0.05384615384615385,32,0.3521634615384615,0.11875000000000024,0.23341346153846126
Qpctl,0.05194805194805195,0.03538461538461538,20,0.31884615384615395,0.12800000000000009,0.19084615384615386
Snrpd2,0.6,0.6061538461538462,231,-0.010256410256410295,0.08086580086580086,-0.09112221112221115
Eml2,0.07532467532467532,0.06153846153846154,29,0.18302387267904502,0.14482758620689656,0.038196286472148455
Opa3,0.07012987012987013,0.04,27,0.4296296296296296,0.125925925925926,0.3037037037037036
Vasp,0.7168831168831169,0.6169230769230769,276,0.13943701226309926,0.06362318840579717,0.07581382385730209
Fosb,0.3064935064935065,0.25384615384615383,118,0.1717731421121252,0.06372881355932215,0.10804432855280303
Ercc1,0.08051948051948052,0.055384615384615386,31,0.31215880893300246,0.11870967741935501,0.19344913151364745
Mark4,0.12987012987012986,0.06461538461538462,50,0.5024615384615384,0.11599999999999985,0.3864615384615385
Trappc6a,0.19220779220779222,0.2076923076923077,74,-0.08056133056133058,0.11567567567567573,-0.1962370062370063
Ppp1r37,0.12727272727272726,0.08615384615384615,49,0.32307692307692304,0.12734693877551004,0.195729984301413
Gemin7,0.17142857142857143,0.17692307692307693,66,-0.0320512820512821,0.10606060606060626,-0.13811188811188835
Clasrp,0.06753246753246753,0.06615384615384616,26,0.02041420118343178,0.10615384615384621,-0.08573964497041443
Gm26890,0.06233766233766234,0.021538461538461538,24,0.6544871794871795,0.12333333333333334,0.5311538461538462
Relb,0.21558441558441557,0.2,83,0.07228915662650592,0.11132530120481912,-0.0390361445783132
Clptm1,0.18961038961038962,0.14615384615384616,73,0.22918861959957848,0.10739726027397288,0.1217913593256056
Tomm40,0.16363636363636364,0.21076923076923076,63,-0.288034188034188,0.12952380952380962,-0.4175579975579976
Bcl3,0.2779220779220779,0.16153846153846155,107,0.418763479511143,0.11102803738317739,0.3077354421279656
Pvr,0.07012987012987013,0.036923076923076927,27,0.47350427350427343,0.09925925925925924,0.3742450142450142
Zfp180,0.05714285714285714,0.04923076923076923,22,0.13846153846153844,0.10181818181818185,0.03664335664335659
Kcnn4,0.07532467532467532,0.052307692307692305,29,0.30557029177718836,0.10620689655172405,0.1993633952254643
Smg9,0.16103896103896104,0.08923076923076922,62,0.4459057071960298,0.12322580645161282,0.322679900744417
Xrcc1,0.05454545454545454,0.03538461538461538,21,0.3512820512820513,0.13523809523809513,0.21604395604395618
Ethe1,0.08311688311688312,0.05692307692307692,32,0.31514423076923076,0.11000000000000006,0.20514423076923072
Gm9844,0.14545454545454545,0.14615384615384616,56,-0.004807692307692412,0.1142857142857141,-0.11909340659340652
Rps19,0.9532467532467532,0.9584615384615385,367,-0.005470551247118036,0.004795640326975698,-0.010266191574093734
Arhgef1,0.7428571428571429,0.6907692307692308,286,0.07011834319526626,0.05832167832167846,0.011796664873587798
Rabac1,0.6701298701298701,0.6092307692307692,258,0.09087656529516994,0.07147286821705441,0.019403697078115525
Dedd2,0.14545454545454545,0.11846153846153847,56,0.185576923076923,0.12000000000000013,0.06557692307692287
Gsk3a,0.22857142857142856,0.14615384615384616,88,0.360576923076923,0.12409090909090875,0.23648601398601427
Erf,0.08051948051948052,0.04153846153846154,31,0.48411910669975183,0.11483870967741944,0.3692803970223324
Cic,0.2077922077922078,0.20153846153846153,80,0.030096153846153963,0.10850000000000008,-0.07840384615384612
Pafah1b3,0.06493506493506493,0.0876923076923077,25,-0.3504615384615386,0.1376,-0.4880615384615386
Dmac2,0.12727272727272726,0.1646153846153846,49,-0.2934065934065935,0.10775510204081618,-0.40116169544740965
Bckdha,0.07532467532467532,0.08153846153846153,29,-0.0824933687002652,0.11862068965517242,-0.2011140583554376
Exosc5,0.12207792207792208,0.18307692307692308,47,-0.4996726677577742,0.1148936170212766,-0.6145662847790507
B9d2,0.14285714285714285,0.11846153846153847,55,0.1707692307692307,0.12945454545454546,0.04131468531468524
Tgfb1,0.7428571428571429,0.7538461538461538,286,-0.01479289940828397,0.033846153846153686,-0.04863905325443765
Ccdc97,0.07012987012987013,0.04461538461538461,27,0.36381766381766384,0.12888888888888883,0.234928774928775
Hnrnpul1,0.38181818181818183,0.3646153846153846,147,0.04505494505494509,0.09931972789115628,-0.054264782836211195
Egln2,0.2,0.11692307692307692,77,0.4153846153846154,0.10181818181818195,0.31356643356643343
Snrpa,0.1038961038961039,0.13692307692307693,40,-0.3178846153846153,0.13200000000000006,-0.4498846153846154
Coq8b,0.07272727272727272,0.06769230769230769,28,0.0692307692307692,0.12714285714285706,-0.05791208791208785
Shkbp1,0.15584415584415584,0.11846153846153847,60,0.23987179487179483,0.12733333333333324,0.11253846153846159
Blvrb,0.06233766233766234,0.047692307692307694,24,0.2349358974358974,0.13000000000000003,0.10493589743589737
Sertad3,0.07532467532467532,0.055384615384615386,29,0.26472148541114054,0.11586206896551736,0.14885941644562317
Sertad1,0.2805194805194805,0.2246153846153846,108,0.19928774928774928,0.10296296296296303,0.09632478632478625
Pld3,0.4779220779220779,0.5507692307692308,184,-0.15242474916387966,0.07869565217391325,-0.2311204013377929
2310022A10Rik,0.05974025974025974,0.08461538461538462,23,-0.41638795986622085,0.13217391304347823,-0.548561872909699
Akt2,0.24675324675324675,0.20923076923076922,95,0.15206477732793527,0.11536842105263138,0.03669635627530389
Zfp626,0.06753246753246753,0.04923076923076923,26,0.27100591715976324,0.10769230769230767,0.16331360946745557
Zfp780b,0.05194805194805195,0.07230769230769231,20,-0.3919230769230769,0.09000000000000008,-0.48192307692307695
Psmc4,0.3064935064935065,0.27692307692307694,118,0.09647979139504556,0.11728813559322035,-0.02080834419817479
Fbl,0.2727272727272727,0.3553846153846154,105,-0.30307692307692324,0.09485714285714289,-0.3979340659340661
Timm50,0.09610389610389611,0.12923076923076923,37,-0.34469854469854466,0.13513513513513548,-0.47983367983368014
Supt5,0.38701298701298703,0.3476923076923077,149,0.10160041300980903,0.08832214765100677,0.013278265358802263
Rps16,0.9766233766233766,0.9584615384615385,376,0.018596563011456606,0.002021276595744895,0.01657528641571171
Plekhg2,0.05454545454545454,0.026153846153846153,21,0.5205128205128206,0.10857142857142851,0.411941391941392
Zfp36,0.5038961038961038,0.20461538461538462,194,0.5939333862014273,0.05670103092783519,0.5372323552735921
Med29,0.12467532467532468,0.11076923076923077,48,0.11153846153846152,0.13333333333333366,-0.021794871794872148
Paf1,0.16363636363636364,0.13076923076923078,63,0.2008547008547008,0.12190476190476184,0.07894993894993897
Samd4b,0.18441558441558442,0.1753846153846154,71,0.048970747562296864,0.11042253521126728,-0.06145178764897042
Gmfg,0.6285714285714286,0.4707692307692308,242,0.25104895104895103,0.05851239669421509,0.19253655435473593
Mrps12,0.22597402597402597,0.2323076923076923,87,-0.02802829354553492,0.106206896551724,-0.13423519009725893
Nfkbib,0.1974025974025974,0.18461538461538463,76,0.06477732793522267,0.11631578947368419,-0.05153846153846152
Sirt2,0.2701298701298701,0.19230769230769232,104,0.28809171597633126,0.12423076923076895,0.1638609467455623
Rinl,0.7194805194805195,0.7338461538461538,277,-0.019966675923354556,0.06050541516245503,-0.08047209108580958
Hnrnpl,0.5766233766233766,0.54,222,0.0635135135135134,0.07603603603603615,-0.012522522522522742
Ech1,0.33506493506493507,0.39692307692307693,129,-0.18461538461538465,0.10108527131782967,-0.2857006559332143
Actn4,0.42077922077922075,0.4123076923076923,162,0.02013295346628671,0.08172839506172806,-0.06159544159544135
Eif3k,0.6519480519480519,0.7046153846153846,251,-0.08078455409132705,0.0683665338645417,-0.14915108795586873
Fam98c,0.07532467532467532,0.07076923076923076,29,0.06047745358090188,0.1268965517241381,-0.06641909814323622
Psmd8,0.4883116883116883,0.4123076923076923,188,0.15564648117839605,0.0878723404255319,0.06777414075286416
Yif1b,0.13506493506493505,0.1276923076923077,52,0.054585798816568006,0.12384615384615366,-0.06926035502958566
Spint2,0.09350649350649351,0.19538461538461538,36,-1.0895299145299144,0.11777777777777795,-1.2073076923076924
Sipa1l3,0.05714285714285714,0.043076923076923075,22,0.24615384615384617,0.11454545454545449,0.13160839160839166
