gene,quadrant,reason,delta,equiv_key,change_key,NK_log2FC,NK_SE,NK_CI95_lo,NK_CI95_hi,NK_CI90_lo,NK_CI90_hi,NK_null_change,NK_null_equiv,NK_saturated,NK_changed,NK_equivalent,NK_TOST_p,CD8T_log2FC,CD8T_SE,CD8T_CI95_lo,CD8T_CI95_hi,CD8T_CI90_lo,CD8T_CI90_hi,CD8T_null_change,CD8T_null_equiv,CD8T_saturated,CD8T_changed,CD8T_equivalent,CD8T_TOST_p,CD4T_log2FC,CD4T_SE,CD4T_CI95_lo,CD4T_CI95_hi,CD4T_CI90_lo,CD4T_CI90_hi,CD4T_null_change,CD4T_null_equiv,CD4T_saturated,CD4T_changed,CD4T_equivalent,CD4T_TOST_p,B_log2FC,B_SE,B_CI95_lo,B_CI95_hi,B_CI90_lo,B_CI90_hi,B_null_change,B_null_equiv,B_saturated,B_changed,B_equivalent,B_TOST_p,Myeloid_log2FC,Myeloid_SE,Myeloid_CI95_lo,Myeloid_CI95_hi,Myeloid_CI90_lo,Myeloid_CI90_hi,Myeloid_null_change,Myeloid_null_equiv,Myeloid_saturated,Myeloid_changed,Myeloid_equivalent,Myeloid_TOST_p,wit_mean
IDH2,Q4,NK indistinguishable from no change; B+Myeloid moved concordantly,0.5,p95,p99,0.1428229587679925,0.0979452915298501,-0.056792187154047,0.3424381046900322,-0.0231531515182664,0.3087990690542517,0.2493530623719198,0.1980597392268079,False,False,True,0.0004735126970709,0.1223728354567772,0.0881603826502403,-0.0571871074189587,0.3019327783325131,-0.0269503773511522,0.2716960482647066,0.2126650464584836,0.1724031480300533,False,False,True,7.818859758377979e-05,-0.0350157214853826,0.0800446603935264,-0.1982306025917749,0.1281991596210095,-0.1707093992863127,0.1006779563155473,0.2158292158543968,0.1771545706171088,False,False,True,1.0361486752634971e-06,0.911820478354998,0.151722032255194,0.6020613871023796,1.2215795696076164,0.6543708751095546,1.1692700816004415,0.5484880950483648,0.5041738856071557,False,True,False,0.994566867387385,0.8871623242903165,0.0911992375850313,0.7008934227025512,1.0734312258780818,0.7323638239881075,1.0419608245925254,0.5230257580618137,0.4008905516098356,False,True,False,0.9999027736012748,0.4715849791541773
CCND2,Q4,NK indistinguishable from no change; B+Myeloid moved concordantly,0.5,p95,p99,0.0288225197497207,0.1335534231043878,-0.2433629587451339,0.3010079982445754,-0.1974944102021975,0.255139449701639,0.2683337876560773,0.2412491384161227,False,False,True,0.0006535742849993,0.3223670148075084,0.0782561917475254,0.1629793522606513,0.4817546773543655,0.1898192011232853,0.4549148284917315,0.2005441048255662,0.1765177004726309,False,False,False,0.0150356774255638,0.0980514976696313,0.0824961904023289,-0.0701621700759733,0.266265165415236,-0.0417980741222071,0.2379010694614697,0.2283689757325203,0.182257772110938,False,False,True,1.5279471350672862e-05,0.7566254585239256,0.1889809728537247,0.3707976816012925,1.1424532354465586,0.4359530040428542,1.077297913004997,0.5878411488651853,0.5339050677252434,False,True,False,0.9077341170448848,0.6533170202586884,0.1435299528484546,0.3601658123102847,0.946468228207092,0.4096941343911178,0.8969399061262591,0.4362863916397114,0.3608431128981714,False,True,False,0.8530137752985683,0.4575902478149384
SELL,Q4,NK indistinguishable from no change; CD8T+CD4T+B moved concordantly,0.5,p95,p99,-0.0306839945646826,0.1375436786642661,-0.3110017215158972,0.2496337323865318,-0.2637627308937342,0.2023947417643689,0.3292276955793752,0.2682526997479172,False,False,True,0.0008922828301851,0.5289750984332471,0.1616442692286799,0.1997474467788481,0.8582027500876461,0.2551872485213841,0.8027629483451101,0.3729680094206337,0.3416520518875008,False,True,False,0.5705664361877526,0.817723348741952,0.1678674154546259,0.4754336804447276,1.1600130170391765,0.5331503756793154,1.1022963218045885,0.5395603556537933,0.4483240666305194,False,True,False,0.9661429729945312,0.6774451767679903,0.1953265613482026,0.278662104584044,1.0762282489519366,0.3460052074047404,1.0088851461312405,0.4917465501511174,0.4688880642635128,False,True,False,0.8145877855088498,-0.270490424014599,0.1534002954695816,-0.5838012070539461,0.0428203590247481,-0.5308668955006333,-0.0101139525285646,0.3884677010275518,0.3527846957054108,False,False,False,0.0725411794181831,0.4384132999821475
ST3GAL1,Q4,NK indistinguishable from no change; CD8T+B moved concordantly,0.5,p95,p99,-0.0954422655156729,0.1726625345113377,-0.4473331679103625,0.2564486368790166,-0.3880327047572056,0.1971481737258597,0.3058093249263172,0.2781510881835319,False,False,True,0.0127981257121274,-0.530844968752147,0.1093177900419416,-0.75349708918483,-0.308192848319464,-0.7160039158371039,-0.3456860216671902,0.3492759328347984,0.3144954951730696,False,True,False,0.6101828060795712,-0.3290881601307323,0.0901675658289595,-0.512944128337409,-0.1452321919240556,-0.4819424363002705,-0.1762338839611941,0.267653721800833,0.2399217958724905,False,False,False,0.0336657927552742,-0.5957959591405774,0.1203918839465937,-0.8415907195400573,-0.3500011987410975,-0.8000829851928596,-0.3915089330882951,0.3975231358940789,0.3657553791439153,False,True,False,0.7837950633920603,-0.2530053993809342,0.0783797739809265,-0.4130913254558335,-0.0929194733060349,-0.3860445758867799,-0.1199662228750885,0.2300724102181564,0.1942902775813454,False,False,False,0.0018378471224278,-0.42718362185109776
PTPN7,Q4,NK indistinguishable from no change; B+Myeloid moved concordantly,0.5,p95,p99,0.0119419440998014,0.1173667503369149,-0.2272546587073772,0.2511385469069802,-0.1869453775222167,0.2108292657218197,0.223125018638556,0.209686266083043,False,False,True,0.0001142521357091,0.1795574724156303,0.0708456204194441,0.0352632307948813,0.3238517140363793,0.0595614454431497,0.299553499388111,0.1910975404605457,0.1603064792880503,False,False,False,3.932292204799298e-05,0.1111738475678587,0.0652556299844463,-0.02188549501754,0.2442331901532574,0.0005508980010404,0.2217967971346769,0.1523280548510373,0.1249850097586417,False,False,True,6.757491778479281e-07,0.6769121967204851,0.1676927066735031,0.334547019713716,1.0192773737272542,0.3923627469238163,0.961461646517154,0.5216031450243014,0.4364422348265853,False,True,False,0.8501028247887608,0.7222195485397404,0.1248247272340594,0.4672726273968724,0.9771664696826085,0.510346279769825,0.9340928173096557,0.4183210785699481,0.3637815355016411,False,True,False,0.95740716089102,0.4224657663109286
LGALS1,Q4,NK indistinguishable from no change; CD8T+CD4T moved concordantly,0.5,p95,p99,-0.044044072395041,0.143418993938169,-0.3363358503437013,0.2482477055536191,-0.2870789991711919,0.1989908543811097,0.3370914039043143,0.2656552939230604,False,False,True,0.0016498458188994,-0.7994959865824137,0.0774059848812118,-0.9571519972040122,-0.6418399759608152,-0.930603747297119,-0.6683882258677084,0.3582712149679754,0.2898906552248307,False,True,False,0.9997481749115136,-0.7609539606307354,0.0854167404174825,-0.935122769183298,-0.5867851520781728,-0.9057545206685031,-0.6161534005929676,0.4049919318780717,0.3386078462531945,False,True,False,0.9977091129502051,-0.159503043495334,0.1228306081539842,-0.4102767577294584,0.0912706707387903,-0.3679282198892997,0.0489221328986317,0.3695317632619106,0.2984632325952424,False,False,True,0.0047220583434886,0.0304564091679947,0.1105841689468763,-0.1954050369161923,0.2563178552521818,-0.1572454177708766,0.2181582361068661,0.2617932924523194,0.2361463364766437,False,False,True,9.701261639694686e-05,-0.4223741453851221
WARS,Q4,NK indistinguishable from no change; B+Myeloid moved concordantly,0.5,p95,p99,-0.0080531564941132,0.1943625413358015,-0.4041692580904863,0.3880629451022598,-0.3374159884627849,0.3213096754745584,0.4931047387435835,0.3897473710160378,False,False,True,0.0082795451175012,-0.0980120881972246,0.0990947818734032,-0.2998425798259186,0.1038184034314694,-0.2658556337560324,0.0698314573615831,0.2080980059739745,0.1780444122040655,False,False,True,0.0001488393802103,-0.1627497477859489,0.1156938402695552,-0.3986550073185954,0.0731555117466975,-0.3588767924621099,0.0333772968902121,0.335261748693018,0.2450366574590448,False,False,True,0.0032661493723679,-0.6859556202113252,0.1771375107570982,-1.0476035202775416,-0.3243077201451088,-0.9865314903499168,-0.3853797500727335,0.6312389497943552,0.4714997900567928,False,True,False,0.8489303720792478,-0.7332044328408983,0.1273150637787677,-0.9932377150658332,-0.4731711506159634,-0.9493047146054036,-0.5171041510763931,0.4129902518133173,0.3246792687094283,False,True,False,0.9615199175729472,-0.41998047225884927
STX11,Q4,NK indistinguishable from no change; B+Myeloid moved concordantly,0.5,p95,p99,-0.0806685249303038,0.1546186885094121,-0.395785582493754,0.2344485326331464,-0.3426822276363066,0.181345177775699,0.4009295059709161,0.3319034277738951,False,False,True,0.0053643619904231,-0.0688916324532933,0.118939905312552,-0.3111415179636196,0.173358253057033,-0.2703482080537256,0.132564943147139,0.2923986608824742,0.245536476224565,False,False,True,0.0004950296497497,-0.085915879338708,0.1319722239306364,-0.3550135397233978,0.1831817810459816,-0.3096384405273648,0.1378066818499487,0.2858207078379332,0.2733309959933784,False,False,True,0.0018527618963901,-0.7324675660879174,0.1099148778464197,-0.9568722367265416,-0.5080628954492932,-0.918976679311079,-0.5459584528647559,0.4458477961649993,0.3497353744809282,False,True,False,0.978608594372936,-0.7787698202665295,0.145008732254417,-1.0749413453023695,-0.4825982952306896,-1.0249027362657377,-0.5326369042673216,0.523566077676337,0.4367309117325917,False,True,False,0.9679447062334048,-0.41651122453661205
LAX1,Q4,NK indistinguishable from no change; B+Myeloid moved concordantly,0.5,p95,p99,0.0775687559689898,0.1498838286822956,-0.227898529557974,0.3830360414959538,-0.1764213490266937,0.3315588609646734,0.286328752877075,0.2648444445839636,False,False,True,0.0041304789263653,-0.0603896278438871,0.0867186761420562,-0.2370131867059541,0.1162339310181798,-0.2072709246657865,0.0864916689780123,0.1924120222647089,0.1608366149100145,False,False,True,8.071692345480056e-06,-0.0531818038458957,0.1004423459280305,-0.2579885388372588,0.1516249311454673,-0.2234541400507227,0.1170905323589312,0.2449859747714057,0.2185988772662501,False,False,True,5.12774947582065e-05,1.0163913024413005,0.2136159084409142,0.5802682905608363,1.4525143143217645,0.6539170456865062,1.3788655591960943,0.8048570758408752,0.663484420187574,False,True,False,0.9890658053119628,0.7117867961543837,0.2105859483706801,0.2816777916108787,1.1418958006978888,0.3543453322155436,1.0692282600932237,0.5674922999530446,0.4884440632909972,False,True,False,0.8386911946017017,0.40365166672647534
TKT,Q4,NK indistinguishable from no change; B+Myeloid moved concordantly,0.5,p95,p99,0.0629924313735813,0.1360994607870095,-0.2143819405902835,0.3403668033374462,-0.1676389625469801,0.2936238252941427,0.3125330473295266,0.2711287445341604,False,False,True,0.0015186627395178,-0.2578933213096128,0.0882120938004367,-0.4375585864502502,-0.0782280561689754,-0.4073041207959707,-0.1084825218232549,0.2786899332767516,0.1981100266451163,False,False,False,0.0049204763077649,-0.1702201593614939,0.090045081053616,-0.3538263752680578,0.0133860565450699,-0.3228667963261274,-0.0175735223968604,0.2553882200554935,0.2336365044858778,False,False,True,0.0004595419775819,-0.5039638824932644,0.122542584796427,-0.754149561804772,-0.2537782031817568,-0.7119003263147333,-0.2960274386717955,0.3668489964741991,0.2826535757894509,False,True,False,0.5127960103178191,-0.660936485239864,0.0928561307006463,-0.8505894903450099,-0.4712834801347182,-0.8185473398582932,-0.5033256306214349,0.3860397110906688,0.2895956695097435,False,True,False,0.953323748754044,-0.3982534621010588
PRKX,Q4,NK indistinguishable from no change; CD8T+B moved concordantly,0.5,p95,p99,-0.1813947105715368,0.1146193160094696,-0.4149919681154767,0.0522025469724029,-0.3756262855434228,0.0128368644003492,0.2506893376659099,0.1831029946179904,False,False,True,0.004545072379999,-0.5185535044734957,0.091550469903089,-0.7050181800099357,-0.3320888289370557,-0.6736187377341143,-0.3634882712128771,0.2877631149526434,0.2445045452807588,False,True,False,0.5796591270445812,-0.4556936487847956,0.0823876009270446,-0.6236858974099894,-0.2877014001596019,-0.5953591370262841,-0.3160281605433072,0.2836649987523022,0.250988258207527,False,False,False,0.2972739632635208,-0.6920125436638054,0.1167972387254779,-0.9304683960581808,-0.4535566912694301,-0.890199994247524,-0.4938250930800866,0.4490559413260803,0.3505111810340853,False,True,False,0.944729138256027,0.1128965744651415,0.1077157841475007,-0.107106369946676,0.332899518876959,-0.0699365531623019,0.295729702092585,0.2602383521653074,0.2149779294193681,False,False,True,0.000576254727707,-0.38834078061423877
SCCPDH,Q4,NK indistinguishable from no change; B+Myeloid moved concordantly,0.5,p95,p99,-0.0236562893029771,0.1619363080517811,-0.3536868528648939,0.3063742742589395,-0.2980702821018118,0.2507577034958574,0.3785164317441539,0.3298740135740645,False,False,True,0.003035217716696,0.1168114161932061,0.1271939214034807,-0.1422497695092085,0.3758726018956209,-0.098625545655725,0.3322483780421374,0.4199876534106168,0.2939935825809558,False,False,True,0.0025114428258654,-0.4555037787497381,0.1356347520902629,-0.7320695087743435,-0.1789380487251326,-0.6854351477912344,-0.2255724097082418,0.4626832406154029,0.4212470897720256,False,False,False,0.3725300639722868,-0.6603013625563889,0.1363476425725039,-0.9386717562949674,-0.3819309688178104,-0.8916629252904062,-0.4289397998223715,0.4349541926034796,0.3821430187336632,False,True,False,0.8755505255302781,-0.5385120553723934,0.1525409940936651,-0.8500677675617722,-0.2269563431830147,-0.7974299777759808,-0.279594132968806,0.4426031829151303,0.3695106940487416,False,True,False,0.5987985930234585,-0.38437644512132857
TAGAP,Q4,NK indistinguishable from no change; B+Myeloid moved concordantly,0.5,p95,p99,-0.1096278597722219,0.1330775238222066,-0.3808434426940174,0.1615877231495734,-0.3351383404246312,0.1158826208801872,0.3329115429497142,0.2434298539734389,False,False,True,0.0030981234893405,0.0584826951413876,0.0794651542099608,-0.103367311875491,0.2203327021582663,-0.0761128201705749,0.1930782104533503,0.1724703227030093,0.1483309299121166,False,False,True,1.9540238062973382e-06,0.0672120833962926,0.0857180668257309,-0.1075711440775905,0.2419953108701759,-0.0780992925828851,0.2125234593754704,0.1808933339910933,0.1515606103087976,False,False,True,9.200447826758935e-06,0.7025931160600037,0.15939121549978,0.3771764489287743,1.0280097831912332,0.4321300555454518,0.9730561765745556,0.5085043018995563,0.398249337293021,False,True,False,0.8932963425871406,0.7016306811685549,0.1442409360289866,0.407027333272582,0.9962340290645276,0.4568009965052834,0.9464603658318264,0.5057184544806743,0.4026866438218422,False,True,False,0.9137890427822618,0.3824796439415597
PRDM1,Q4,NK indistinguishable from no change; B+Myeloid moved concordantly,0.5,p95,p99,-0.1085915722115977,0.1190056495018014,-0.351128295721267,0.1339451512980715,-0.3102561392150987,0.0930729947919032,0.2253882445734148,0.2106423530633337,False,False,True,0.0012372601710458,-0.0732208716741017,0.0782320385126221,-0.2325593403160649,0.0861175969678615,-0.2057277753880292,0.0592860320398258,0.20517377634317,0.1740614719715271,False,False,True,2.621309357180048e-06,-0.1336293825315122,0.0732899229544832,-0.2830710317621215,0.0158122666990971,-0.2578722632252121,-0.0093865018378122,0.1703845588437896,0.1460504699206822,False,False,True,1.0623455240257598e-05,0.7927785692830205,0.1724449253168282,0.4407111565066026,1.1448459820594383,0.5001653150007788,1.0853918235652622,0.5525386713198231,0.4945350234220755,False,True,False,0.9500915524484652,0.923531603921492,0.2080919514414995,0.498516436572937,1.3485467712700467,0.570323365990002,1.2767398418529818,0.6844528026523842,0.5662838385026416,False,True,False,0.9746225749515438,0.37736497974972466
ACAP1,Q4,NK indistinguishable from no change; B+Myeloid moved concordantly,0.5,p95,p99,0.129437551485748,0.1018164846973894,-0.0780671905257092,0.3369422934972053,-0.0430986044553765,0.3019737074268726,0.2418881016164427,0.1834917518265337,False,False,True,0.0004828873621493,0.0996140162463104,0.0496861149924878,-0.0015837746612367,0.2008118071538575,0.0154572771353068,0.1837707553573139,0.1216418464246743,0.0843564743988468,False,False,False,1.647444164468806e-09,0.058486170156113,0.0501042497384297,-0.0436787853047283,0.1606511256169543,-0.0264517868173876,0.1434241271296136,0.1056319177529678,0.0984588817238781,False,False,True,2.8565509860613296e-10,0.5591761606908194,0.1530007989516003,0.2468063107770154,0.8715460106046233,0.2995566815628836,0.8187956398187552,0.3901703150925736,0.3382308010074631,False,True,False,0.649182186377145,0.706782621848104,0.1421689749460823,0.416411128573562,0.997154115122646,0.4654698138255948,0.9480954298706132,0.5905014506710525,0.3696297381546021,False,True,False,0.9218921768572578,0.3560147422353367
NARF,Q4,NK indistinguishable from no change; B+Myeloid moved concordantly,0.5,p95,p99,0.1532824136587693,0.1000173150325592,-0.05055557204849,0.3571203993660286,-0.0162049057528061,0.3227697330703447,0.2438418992710786,0.2194133866748518,False,False,True,0.0007711810816515,0.1308696805830999,0.0685998218174184,-0.0088504489867748,0.2705898101529747,0.0146775148518355,0.2470618463143644,0.1784215244703736,0.1127386222548324,False,False,False,3.2559458137562027e-06,0.0560389599553365,0.0560677460163354,-0.0582858489072379,0.1703637688179109,-0.0390084626405159,0.151086382551189,0.1153357823419531,0.0992601597990347,False,False,True,2.9473440703355367e-09,0.5486226387691222,0.1069222251067087,0.3303278348341573,0.766917442704087,0.3671916097835492,0.7300536677546952,0.4045813665403722,0.3127039189477423,False,True,False,0.6737301516524701,0.5887779639493234,0.1147625841171846,0.3543823587563464,0.8231735691423003,0.393983836470103,0.7835720914285437,0.4407676355841419,0.3388937968182938,False,True,False,0.7773776857441907,0.3310773108142205
GBP1,Q4,NK indistinguishable from no change; B+Myeloid moved concordantly,0.5,p95,p99,-0.0488655148245749,0.1438747551302676,-0.3420861463755407,0.2443551167263907,-0.292672765300032,0.194941735650882,0.3627988298559275,0.2751307094656573,False,False,True,0.0018475851726619,0.3755101225507385,0.0956132567842237,0.1807705988527717,0.5702496462487052,0.2135634719027682,0.5374567731987088,0.3064314092938824,0.2645026297249191,False,False,False,0.1010919210435812,0.0945884135061854,0.1026617171737189,-0.1147437253311696,0.3039205523435405,-0.079446255442044,0.2686230824544149,0.2648667306148286,0.2047981699896338,False,False,True,0.0002088990556853,-1.05276380462166,0.1984260003819601,-1.457874760793311,-0.6476528484500094,-1.3894630585967993,-0.7160645506465209,0.7499956448448433,0.6358301034802423,False,True,False,0.995432797320216,-0.5508104096927834,0.1859111640460387,-0.930522666469832,-0.1710981529157347,-0.8663697295492934,-0.2352510898362734,0.457112012201906,0.3989901484619034,False,True,False,0.6067523344286885,-0.28336891956437993
KLF2,Q4,NK indistinguishable from no change; CD4T+B moved concordantly,0.5,p95,p99,-0.116787335401278,0.1377549243645318,-0.3975355867873612,0.1639609159848051,-0.3502240444219939,0.1166493736194379,0.3390246035048957,0.2328732582688748,False,False,True,0.0045209329715445,-0.0069251176014071,0.1447171470943889,-0.3016765908169911,0.2878263556141768,-0.2520423539712172,0.238192118768403,0.3660463668550799,0.3335809643376207,False,False,True,0.0008923414647485,0.7018753701625493,0.1275606257128376,0.4417731690010888,0.9619775713240096,0.485631458820242,0.9181192815048566,0.4623581484280281,0.3927596535739065,False,True,False,0.9381951169392536,0.6674212441242272,0.1536600976856495,0.3537053551830815,0.9811371330653728,0.4066830336230146,0.9281594546254398,0.458286867166412,0.3920212823350594,False,True,False,0.8577407095029176,-0.2839738124983239,0.1126947195609223,-0.5141459299766352,-0.0538016950200125,-0.4752580166425048,-0.0926896083541429,0.2378404799618701,0.2269691201266966,False,False,False,0.0324178105571592,0.2695994210467614
P4HB,Q4,NK indistinguishable from no change; B+Myeloid moved concordantly,0.5,p95,p99,0.1016476859596421,0.1001905057324533,-0.1025432670653075,0.3058386389845918,-0.0681331189095512,0.2714284908288356,0.2337073368462386,0.2087361637305588,False,False,True,0.000190684967451,-0.0508925810070328,0.0631726671314127,-0.1795589973771463,0.0777738353630806,-0.1578924071662801,0.0561072451522144,0.1378537694977629,0.1091483578603247,False,False,True,2.256806281628438e-08,-0.0896681004276937,0.0564723364275492,-0.2048178884398878,0.0254816875845002,-0.1854013946435978,0.0060651937882102,0.1426298410926398,0.1296077022782334,False,False,True,1.7225105523348773e-08,0.6159610786961525,0.1255162615870747,0.3597042744026073,0.8722178829896976,0.40297874998537,0.828943407406935,0.44433426276547,0.3901823284665705,False,True,False,0.8185656483758507,0.55939074123628,0.0850001602528363,0.3857830784494309,0.732998404023129,0.4151143450622606,0.7036671374102993,0.3634198570923649,0.2756349009174568,False,True,False,0.7549383750628177,0.2586977846244265
TUBA4A,Q4,NK indistinguishable from no change; B+Myeloid moved concordantly,0.5,p95,p99,0.2311686521930822,0.1552747278601647,-0.0852854312619209,0.5476227356480853,-0.0319567615296719,0.4942940659158363,0.3257545388159389,0.2625167976962987,False,False,True,0.0465787706570518,-0.1907671131846676,0.0818399715119357,-0.3574540100409958,-0.0240802163283394,-0.3293850174507439,-0.0521492089185914,0.2481949615030034,0.1841203345224042,False,False,False,0.0003239923943102,-0.323161286508778,0.0716387587579921,-0.4692361331732637,-0.1770864398442922,-0.4446050730296303,-0.2017174999879257,0.2391999124384543,0.2256504653057312,False,False,False,0.0096262219240396,0.5816340650533782,0.1289246745009612,0.3184185687944937,0.8448495613122627,0.3628681692539293,0.8003999608528272,0.387819920523905,0.3272718836751985,False,True,False,0.7343150941405903,0.5773395723401703,0.1809597753954131,0.20774022604032,0.9469389186400206,0.2701845720572269,0.8844945726231137,0.4939468476836921,0.4186816699786068,False,True,False,0.663921686452533,0.16126130942502573
GBP2,Q4,NK indistinguishable from no change; B+Myeloid moved concordantly,0.5,p95,p99,-0.1450840217925414,0.1083054729248124,-0.3658134968327291,0.0756454532476461,-0.3286162859575386,0.0384482423724557,0.2487992086195259,0.2115815442043385,False,False,True,0.0012770152007139,0.362032015043211,0.0686426637711214,0.222224627472312,0.50183940261411,0.2457672849924917,0.4782967450939304,0.2402434160364054,0.1909744252367175,False,False,False,0.0264551234165171,0.4047959583552508,0.0663024457100055,0.2696021085666549,0.5399898081438467,0.292398421013525,0.5171934956969766,0.2395913541078539,0.2088667859553242,False,False,False,0.0804940492384324,-0.5834197349515651,0.146857246851518,-0.8832467716213193,-0.2835926982818108,-0.8326145247501122,-0.3342249451530178,0.4310987380948217,0.3427500036239655,False,True,False,0.7128959668665631,-0.5315524284079172,0.1273541097881023,-0.7916654597345193,-0.271439397081315,-0.7477189855476101,-0.3153858712682242,0.3931898560335463,0.3099834525418882,False,True,False,0.5969918425241716,-0.08703604749025512
