definition,tissue,assay,donor,n_nk,n_bright,median_umi,bright_frac,stress,CCL3,CCL3_bright,CCL4,CCL4_bright,CCL5,CCL5_bright,XCL1,XCL1_bright,XCL2,XCL2_bright
uniform,lung,10x 3' v3,D496,95,13,4559.0,0.1368421052631579,1.1159385874034757,0.7894736842105263,0.6923076923076923,0.9473684210526315,0.9230769230769231,0.8421052631578947,0.8461538461538461,0.07368421052631578,0.07692307692307693,0.28421052631578947,0.15384615384615385
uniform,lung,10x 3' v3,D503,391,117,4480.0,0.29923273657289,1.513531372017356,0.7186700767263428,0.5384615384615384,0.8951406649616368,0.7692307692307693,0.7084398976982097,0.5641025641025641,0.329923273657289,0.5128205128205128,0.5447570332480819,0.6923076923076923
uniform,lung,10x 5' v1,A29,12,0,5264.0,0.0,1.1750401730106974,0.75,,0.9166666666666666,,1.0,,0.9166666666666666,,0.4166666666666667,
uniform,lung,10x 5' v1,A31,1,0,3205.0,0.0,1.5939775699550232,1.0,,1.0,,1.0,,1.0,,0.0,
uniform,lung,10x 5' v1,A35,4,1,3038.0,0.25,2.234082265826405,0.5,0.0,0.75,1.0,0.5,0.0,0.25,0.0,0.25,0.0
uniform,lung,10x 5' v1,A36,12,1,5441.5,0.08333333333333333,1.1778685330968304,0.4166666666666667,0.0,1.0,1.0,0.9166666666666666,1.0,0.16666666666666666,1.0,0.5,1.0
uniform,lung,10x 5' v1,A37,1,1,1298.0,1.0,2.9225489681136274,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
uniform,lung,10x 5' v1,A52,15,0,4169.0,0.0,1.9398830210734446,0.8666666666666667,,0.8666666666666667,,0.8,,0.13333333333333333,,0.8,
uniform,lung,10x 5' v2,637C,3,0,7681.0,0.0,1.397872368829313,1.0,,1.0,,1.0,,0.0,,0.6666666666666666,
uniform,lung,10x 5' v2,640C,2,0,5057.5,0.0,2.1484770305590564,1.0,,1.0,,1.0,,0.0,,0.0,
uniform,mesenteric lymph node,10x 5' v1,A29,1,1,2914.0,1.0,2.8312536733282445,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
uniform,mesenteric lymph node,10x 5' v1,A35,10,9,5864.0,0.9,2.659623976380181,0.5,0.4444444444444444,0.6,0.5555555555555556,0.8,0.7777777777777778,0.8,0.7777777777777778,0.8,0.7777777777777778
uniform,mesenteric lymph node,10x 5' v1,A36,3,3,5516.0,1.0,3.3072035773282273,0.3333333333333333,0.3333333333333333,0.0,0.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.3333333333333333
uniform,mesenteric lymph node,10x 5' v2,621B,10,7,3322.5,0.7,1.5216300951951733,0.7,0.5714285714285714,0.8,0.7142857142857143,0.8,0.7142857142857143,0.2,0.2857142857142857,0.2,0.14285714285714285
uniform,mesenteric lymph node,10x 5' v2,637C,198,119,4916.5,0.601010101010101,1.5144009362291808,0.8232323232323232,0.8151260504201681,0.8383838383838383,0.8319327731092437,0.7626262626262627,0.7563025210084033,0.5656565656565656,0.6974789915966386,0.6313131313131313,0.7142857142857143
uniform,mesenteric lymph node,10x 5' v2,640C,33,29,4673.0,0.8787878787878788,1.8121819776592913,0.8181818181818182,0.7931034482758621,0.8484848484848485,0.8275862068965517,0.6363636363636364,0.6206896551724138,0.8484848484848485,0.8275862068965517,0.696969696969697,0.7586206896551724
uniform,omentum,10x 5' v1,A35,3,1,5153.0,0.3333333333333333,2.299248724936555,0.6666666666666666,1.0,0.6666666666666666,1.0,1.0,1.0,0.6666666666666666,1.0,0.3333333333333333,1.0
uniform,omentum,10x 5' v1,A36,6,0,5828.0,0.0,1.2428054232639392,0.6666666666666666,,1.0,,1.0,,0.16666666666666666,,0.3333333333333333,
uniform,skeletal muscle tissue,10x 5' v1,A35,30,3,5437.5,0.1,1.243976968957372,0.5666666666666667,1.0,1.0,1.0,0.9,1.0,0.6,1.0,0.36666666666666664,1.0
uniform,skeletal muscle tissue,10x 5' v1,A37,1,0,4503.0,0.0,0.38987056108622614,1.0,,1.0,,1.0,,0.0,,0.0,
uniform,spleen,10x 3' v3,D496,202,19,4428.0,0.09405940594059406,1.3708062546028745,0.5445544554455446,0.5789473684210527,0.9158415841584159,0.8421052631578947,0.8118811881188119,0.7894736842105263,0.054455445544554455,0.2631578947368421,0.18316831683168316,0.3684210526315789
uniform,spleen,10x 3' v3,D503,932,587,4802.5,0.6298283261802575,1.8083559465860597,0.6351931330472103,0.6388415672913118,0.8068669527896996,0.7632027257240205,0.6255364806866953,0.5724020442930153,0.5128755364806867,0.6609880749574105,0.621244635193133,0.7444633730834753
uniform,spleen,10x 5' v1,A29,20,4,7577.5,0.2,2.039874980047461,0.95,1.0,0.95,0.75,0.8,1.0,0.85,1.0,0.65,0.75
uniform,spleen,10x 5' v1,A31,7,5,6967.0,0.7142857142857143,1.884756702018685,0.5714285714285714,0.6,0.8571428571428571,0.8,0.7142857142857143,0.6,1.0,1.0,0.7142857142857143,0.8
uniform,spleen,10x 5' v1,A35,61,24,5350.0,0.39344262295081966,3.4539783582201835,0.8032786885245902,0.9166666666666666,0.9508196721311475,0.9166666666666666,0.8852459016393442,0.75,0.8032786885245902,0.9166666666666666,0.5573770491803278,0.75
uniform,spleen,10x 5' v1,A36,143,99,4956.0,0.6923076923076923,2.980860528879615,0.8461538461538461,0.8888888888888888,0.916083916083916,0.8888888888888888,0.8531468531468531,0.8383838383838383,0.6993006993006993,0.8080808080808081,0.7832167832167832,0.8181818181818182
uniform,spleen,10x 5' v1,A37,17,10,3589.0,0.5882352941176471,1.429369938533263,0.8823529411764706,0.8,0.9411764705882353,0.9,0.9411764705882353,0.9,0.47058823529411764,0.7,0.7058823529411765,0.8
uniform,spleen,10x 5' v1,A52,20,7,2353.0,0.35,1.1905791179925826,0.6,0.7142857142857143,0.8,0.5714285714285714,0.7,0.7142857142857143,0.2,0.14285714285714285,0.45,0.2857142857142857
uniform,spleen,10x 5' v2,582C,109,56,3401.0,0.5137614678899083,1.7208112010397254,0.6880733944954128,0.6785714285714286,0.6972477064220184,0.5892857142857143,0.6972477064220184,0.7142857142857143,0.5963302752293578,0.75,0.6972477064220184,0.7678571428571429
uniform,spleen,10x 5' v2,621B,47,26,3458.0,0.5531914893617021,2.1711048616277098,0.7659574468085106,0.7692307692307693,0.851063829787234,0.8076923076923077,0.7659574468085106,0.7307692307692307,0.40425531914893614,0.5769230769230769,0.40425531914893614,0.5769230769230769
uniform,spleen,10x 5' v2,637C,174,82,5256.5,0.47126436781609193,1.676073627305066,0.8103448275862069,0.8048780487804879,0.8735632183908046,0.8780487804878049,0.7873563218390804,0.7439024390243902,0.5804597701149425,0.8048780487804879,0.6609195402298851,0.8170731707317073
uniform,spleen,10x 5' v2,640C,80,32,4495.0,0.4,3.1895494674735803,0.575,0.65625,0.775,0.71875,0.7625,0.59375,0.45,0.75,0.4125,0.65625
uniform,thoracic lymph node,10x 3' v3,D496,7,2,4038.0,0.2857142857142857,1.2038925022914706,0.5714285714285714,1.0,0.7142857142857143,0.5,1.0,1.0,0.14285714285714285,0.5,0.5714285714285714,0.5
uniform,thoracic lymph node,10x 3' v3,D503,82,68,4492.0,0.8292682926829268,2.098827424058973,0.7804878048780488,0.7794117647058824,0.8048780487804879,0.8088235294117647,0.6341463414634146,0.6029411764705882,0.7317073170731707,0.75,0.7804878048780488,0.7794117647058824
uniform,thoracic lymph node,10x 5' v1,A29,3,2,3311.0,0.6666666666666666,2.4217576272165635,0.6666666666666666,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,0.5
uniform,thoracic lymph node,10x 5' v1,A35,17,13,5129.0,0.7647058823529411,2.6910052820572843,0.6470588235294118,0.6153846153846154,0.7058823529411765,0.6153846153846154,0.7058823529411765,0.6923076923076923,0.9411764705882353,0.9230769230769231,0.8235294117647058,0.7692307692307693
uniform,thoracic lymph node,10x 5' v1,A36,17,14,5379.0,0.8235294117647058,2.639051206833468,0.4117647058823529,0.2857142857142857,0.5294117647058824,0.42857142857142855,0.7058823529411765,0.6428571428571429,0.8823529411764706,0.9285714285714286,0.7647058823529411,0.7857142857142857
uniform,thoracic lymph node,10x 5' v1,A37,4,3,4738.0,0.75,2.442684000558953,0.5,0.6666666666666666,1.0,1.0,1.0,1.0,0.75,1.0,0.75,0.6666666666666666
uniform,thoracic lymph node,10x 5' v2,582C,12,7,3745.5,0.5833333333333334,1.3383966327221468,1.0,1.0,0.8333333333333334,0.8571428571428571,0.6666666666666666,0.8571428571428571,0.9166666666666666,1.0,0.8333333333333334,0.8571428571428571
uniform,thoracic lymph node,10x 5' v2,621B,3,2,3732.0,0.6666666666666666,1.4304916079843801,0.3333333333333333,0.0,0.6666666666666666,0.5,0.6666666666666666,0.5,0.6666666666666666,0.5,0.6666666666666666,0.5
uniform,thoracic lymph node,10x 5' v2,637C,13,7,5263.0,0.5384615384615384,1.6293688513690086,0.6153846153846154,0.7142857142857143,0.8461538461538461,0.8571428571428571,0.7692307692307693,0.5714285714285714,0.8461538461538461,0.8571428571428571,0.6923076923076923,0.7142857142857143
uniform,thoracic lymph node,10x 5' v2,640C,11,8,6176.0,0.7272727272727273,3.1147372120849544,0.5454545454545454,0.625,0.7272727272727273,0.625,0.6363636363636364,0.5,0.9090909090909091,1.0,0.9090909090909091,1.0
uniform,transverse colon,10x 5' v1,A29,1,0,3844.0,0.0,2.6656108516651016,0.0,,1.0,,1.0,,1.0,,1.0,
