gene,quadrant,reason,delta,NK_log2FC,NK_SE,NK_CI95_lo,NK_CI95_hi,NK_changed,NK_equivalent,NK_TOST_p,CD8T_log2FC,CD8T_SE,CD8T_CI95_lo,CD8T_CI95_hi,CD8T_changed,CD8T_equivalent,CD8T_TOST_p,CD4T_log2FC,CD4T_SE,CD4T_CI95_lo,CD4T_CI95_hi,CD4T_changed,CD4T_equivalent,CD4T_TOST_p,B_log2FC,B_SE,B_CI95_lo,B_CI95_hi,B_changed,B_equivalent,B_TOST_p,Myeloid_log2FC,Myeloid_SE,Myeloid_CI95_lo,Myeloid_CI95_hi,Myeloid_changed,Myeloid_equivalent,Myeloid_TOST_p
A1BG,unclassified,no quadrant rule satisfied,0.5,0.9580126933042155,0.3830015482126982,0.16376740715514593,1.7522579794532849,False,False,0.8777642800865002,0.7015406233616445,0.339940977693318,-6.067222518102433e-05,1.40314191894847,False,False,0.7205930728113723,-0.1467751486868521,0.19688517501621572,-0.5550922342447051,0.26154193687100097,False,True,0.04328031640442465,-0.44660519678189536,0.2562958479720131,-0.9903964397125369,0.09718604614874615,False,False,0.4188128617882277,0.21446212687096736,0.22964075377520346,-0.2831723244856853,0.71209657822762,False,False,0.11816063276383602
AAED1,unclassified,no quadrant rule satisfied,0.5,0.11093435160088802,0.297199395892679,-0.5053796563597862,0.7272483595615623,False,False,0.10199636688270017,0.025243114039703238,0.371179393415758,-0.740830882342601,0.7913171104220075,False,False,0.10655396548580388,-0.619103463028929,0.1896533268831514,-1.012422531835919,-0.22578439422193908,True,False,0.7317671159218915,0.3988989942871204,0.356587924278403,-0.3576852113945288,1.1554831999687696,False,False,0.3902248404134575,-0.0717071753914311,0.12768541595954197,-0.34840310532847063,0.20498875454560847,False,True,0.002688070222139896
AAK1,unclassified,no quadrant rule satisfied,0.5,-0.17347837636149216,0.17947878461892763,-0.5456705497680152,0.19871379704503095,False,True,0.04124587868443644,-0.16972196603588327,0.19275436765320694,-0.5675460677171897,0.22810213564542323,False,True,0.04975802528339217,-0.15006458314195398,0.1477256099250719,-0.4564304154190346,0.15630124913512666,False,True,0.01352324057285455,-1.0830747071813045,0.4644231699257118,-2.0684564635305884,-0.09769295083202056,False,False,0.8862408922992174,-0.43967586764419564,0.1255151265569322,-0.7116687526800236,-0.16768298260836773,False,False,0.31950840371167294
AAMP,unclassified,no quadrant rule satisfied,0.5,-0.1519616667472663,0.2438022802578564,-0.6575439881525582,0.3536206546580256,False,False,0.0837246376058979,-0.1958561774244551,0.30570324588145426,-0.8267945092222286,0.4350821543733184,False,False,0.16485525077058688,0.21661477762967454,0.22397617862202762,-0.2478859166546931,0.6811154719140422,False,False,0.10951070802694433,0.5454663198128531,0.3177377545807739,-0.12868821626975124,1.2196208558954575,False,False,0.5559892967242999,-0.02735642162187915,0.15797532231100236,-0.3696909661386667,0.31497812289490834,False,True,0.005349539858705738
AASDHPPT,unclassified,no quadrant rule satisfied,0.5,0.32742250899509995,0.3306320650189363,-0.35822213217274057,1.0130671501629405,False,False,0.3034533841763357,0.06681293751948812,0.3766338808799263,-0.7105185291966074,0.8441444042355837,False,False,0.13070577107059603,-0.014071288302511177,0.3230122261878771,-0.6839612928989733,0.655818716293951,False,False,0.07335517903378944,0.396469757096888,0.44207807428411056,-0.5415016825090782,1.334441196702854,False,False,0.4089195316913477,0.034664484456462884,0.2221384352829341,-0.4467123467459815,0.5160413156589072,False,True,0.028484895367520722
AATF,unclassified,no quadrant rule satisfied,0.5,0.16967955904230597,0.2541084161130613,-0.35727499926282885,0.6966341173474409,False,False,0.10353470371875069,-0.2512154286496498,0.26351638742966216,-0.7950846617251801,0.29265380442588057,False,False,0.17726420080304534,0.01760126727947571,0.18620750059444988,-0.3685715562735211,0.4037740908324725,False,True,0.008344033599787748,-0.16413800456985353,0.27021165646529244,-0.7374548713325731,0.40917886219286614,False,False,0.1159883030185235,-0.1544397274169782,0.17215283039480161,-0.5274971133323458,0.21861765849838938,False,True,0.033313902967209104
ABCD4,unclassified,no quadrant rule satisfied,0.5,-0.11119483797451805,0.2792768810847406,-0.6903422261954811,0.46795255024644505,False,False,0.08888266076312164,-0.08943224452514728,0.3542833263540556,-0.8206345916545427,0.641770102604248,False,False,0.1289551441179602,-0.1183118087667347,0.3018185554360895,-0.7442485910196157,0.5076249734861462,False,False,0.10961963711793603,-0.14008227213222016,0.30424688283596507,-0.7856127865134328,0.5054482422489925,False,False,0.12713897438809985,0.2895529004549673,0.21587522653814853,-0.17825147726870738,0.757357278178642,False,False,0.17397489024174637
ABCE1,unclassified,no quadrant rule satisfied,0.5,0.3927719776217085,0.3290123910106434,-0.2895138822247823,1.0750578374681994,False,False,0.3737848484345863,0.8286398039131179,0.4163165245310246,-0.030592333874878697,1.6878719417011143,False,False,0.7811959254154518,-0.03447586904386973,0.25649209892523156,-0.5664108219581324,0.497459083870393,False,True,0.04159475542891573,-0.3181222809828219,0.26615149539829464,-0.8828245718536901,0.2465800098880463,False,False,0.2521285338860845,-0.05137784363851999,0.15498368558456463,-0.3872294730953936,0.2844737858183536,False,True,0.006433727759546448
ABCF1,unclassified,no quadrant rule satisfied,0.5,0.051641042837573044,0.2519189663918633,-0.4707731679717439,0.57405525364689,False,True,0.04445818811720247,0.02670462496598132,0.2539693492264608,-0.49746055707741416,0.5508698070093768,False,True,0.03732948293650016,0.05134123073357832,0.2210371100121712,-0.40706417512223037,0.509746636589387,False,True,0.027322445599310474,0.18430664451947829,0.28745597685865787,-0.42559805811495777,0.7942113471539144,False,False,0.14426245788211092,0.009418974676573254,0.15680270816033498,-0.3303744999737931,0.3492124493269396,False,True,0.004125475461055746
ABHD12,unclassified,no quadrant rule satisfied,0.5,-0.55161332151982,0.30421270333353856,-1.1824710993456842,0.07924445630604404,False,False,0.5665876403776344,0.4463880709073876,0.4049613939002705,-0.3894083092495239,1.282184451064299,False,False,0.4478906082348837,0.16963172132377502,0.2651225002413149,-0.38020168591691217,0.7194651285644622,False,False,0.11291841539016247,0.138742549730146,0.3288817674189319,-0.5590566011226464,0.8365417005829384,False,False,0.14421807152655491,0.3992276618194691,0.1778777426481236,0.013764317809069004,0.7846910058298693,False,False,0.29048640934381786
ABHD14A,unclassified,no quadrant rule satisfied,0.5,0.018456904769720454,0.27243401124553457,-0.5465001567048275,0.5834139662442686,False,True,0.04549425018120361,0.12786573881448948,0.36244485382881336,-0.6201811155264589,0.8759125931554379,False,False,0.1573914757336399,0.11862879524694732,0.20188062487204325,-0.3000482756476072,0.5373058661415019,False,True,0.036067008324328124,0.8184891056610561,0.3545359187505047,0.06625870689959634,1.570719504422516,False,False,0.8087649081595967,-0.24784440238326258,0.1799967785732601,-0.6378997243534746,0.1422109195869495,False,False,0.09267786927374984
ABHD14B,unclassified,no quadrant rule satisfied,0.5,-0.1125232904720723,0.22682772366394158,-0.5829048101518832,0.3578582292077386,False,False,0.050824640947981364,-0.0907887832684075,0.22593084623538534,-0.55708553721485,0.37550797067803504,False,True,0.041320377465162775,-0.14702244277084833,0.1458827568367573,-0.4495664108467776,0.15552152530508093,False,True,0.012125752104549104,0.10241219794709817,0.23168590748706716,-0.3891633332166511,0.5939877291108474,False,False,0.05282442221695727,-0.38562425226527297,0.13902322943451026,-0.6868893690537151,-0.08435913547683083,False,False,0.21297333374310098
ABHD17A,unclassified,no quadrant rule satisfied,0.5,-0.4155783612197002,0.1727781385090528,-0.7738751427883667,-0.057281579651033754,False,False,0.31497279214732193,-0.4711862577265285,0.252243150950687,-0.9917887538150247,0.04941623836196779,False,False,0.4550028232124482,-0.3549458696458732,0.21103379180280513,-0.7926055503000777,0.0827138110083313,False,False,0.2495227123401712,-0.5849424092959715,0.29723576647573163,-1.2155972098877084,0.04571239129576521,False,False,0.6106220087618928,0.23704314635936932,0.12213635581655848,-0.027627899255518035,0.5017141919742567,False,False,0.0256443604946849
ABHD2,unclassified,no quadrant rule satisfied,0.5,0.024745807958240627,0.2950900287644104,-0.587193922910857,0.6366855388273384,False,False,0.06076013122934851,-0.081345437985209,0.40607517586925834,-0.9194405432847778,0.7567496673143598,False,False,0.15641444559418022,-0.17753596598433524,0.3854224543670988,-0.9768575668248598,0.6217856348561894,False,False,0.205892889101327,-0.8925948173917126,0.4025035617827682,-1.7465997256950367,-0.03858990908838844,False,False,0.8279802833697761,-0.24520162357467212,0.169009204211429,-0.6114467313324596,0.12104348418311539,False,False,0.07813851052302093
ABHD3,unclassified,no quadrant rule satisfied,0.5,-0.19608789424658524,0.3079659550357388,-0.83472893688199,0.44255314838881954,False,False,0.16722032297619918,0.19820975803188592,0.3073641880947388,-0.4361565782878567,0.8325760943516285,False,False,0.16798032505564608,0.21107852817653153,0.20828197311997945,-0.2208741987445517,0.6430312550976147,False,False,0.08964340714885598,0.9803291207861038,0.29981424269494267,0.34420348327208894,1.6164547583001188,False,False,0.9355515025059431,-0.41156415134060426,0.1553896881924535,-0.7482955936429971,-0.07483270903821143,False,False,0.289630940731125
ABHD5,unclassified,no quadrant rule satisfied,0.5,0.13067308026230107,0.3663505476734271,-0.6290423750030634,0.8903885355276655,False,False,0.16217138311343515,0.3515534401142486,0.5100093148948024,-0.7010504516541551,1.4041573318826523,False,False,0.3867505232431558,-0.3637032806457302,0.2970214526133012,-0.9796914263719608,0.2522848650805004,False,False,0.32541166791995213,0.4321766248799699,0.3962922534020261,-0.4086495482572736,1.2730027980172134,False,False,0.43313905021776744,-1.198335279944475,0.19002842781940094,-1.610129314171713,-0.7865412457172372,True,False,0.9985327193636032
ABI1,unclassified,no quadrant rule satisfied,0.5,-0.1332935228123405,0.20431805040771722,-0.5569958529172221,0.29040880729254104,False,True,0.043213185692650855,-0.06562725512404192,0.24755184602733019,-0.5765474068404237,0.4452928965923399,False,True,0.046037437412400635,0.20803811137586728,0.17560029936750737,-0.15613660342895117,0.5722128261806857,False,False,0.055283536475724336,-0.31611769163909914,0.24152123426436475,-0.8285611557607,0.19632577248250166,False,False,0.22881957191670113,0.12191111868295212,0.10630459362521834,-0.1084522957184931,0.3522745330843974,False,True,0.001833148679710093
ABI3,unclassified,no quadrant rule satisfied,0.5,-0.3471374840999143,0.15265668891233897,-0.6637076288775439,-0.030567339322284726,False,False,0.16376687838275097,-0.38598511674086305,0.2625536152880072,-0.9278672925733287,0.1558970590916025,False,False,0.33399155318335727,0.43226815404779434,0.2834965448230818,-0.15567089691603858,1.0202072050116273,False,False,0.40669126982194137,0.7249178012890719,0.4866401340185076,-0.3076024109258183,1.757438013503962,False,False,0.6748817726564283,0.5647981639932375,0.25214747256025966,0.018391365088014422,1.1112049628984604,False,False,0.599333717963221
ABL2,unclassified,no quadrant rule satisfied,0.5,-0.5615080209746448,0.44383657997328346,-1.4819092911766578,0.3588932492273681,False,False,0.5544803441739261,0.07512878888473287,0.42748304791922065,-0.8071498416489159,0.9574074194183816,False,False,0.165095669794705,-0.3329855869640283,0.398474189194028,-1.159374976557905,0.49340380262984823,False,False,0.3395910539332515,-0.2269281858208351,0.4555172128929808,-1.193413883249787,0.7395575116081167,False,False,0.27866880265078253,0.3332135233702451,0.3019627038794037,-0.32114351911837014,0.9875705658588604,False,False,0.2951818616659825
ABRACL,unclassified,no quadrant rule satisfied,0.5,0.10397841399429952,0.1721554861158318,-0.25302714896041356,0.4609839769490126,False,True,0.015636287484001914,0.6406397357622219,0.20444116741800022,0.2186953473420803,1.0625841241823635,False,False,0.7509517738445327,-0.02524920659470958,0.12355663382658655,-0.2814913772977882,0.23099296410836906,False,True,0.00044264191192238013,-0.5467918594272795,0.21726951737906017,-1.0077796664533276,-0.08580405240123135,False,False,0.5838829944295094,-0.17734241502677536,0.13305270628388738,-0.4656693317634929,0.1109845017099422,False,True,0.015561062122504061
ABT1,unclassified,no quadrant rule satisfied,0.5,-0.3067869169980716,0.2397531641602918,-0.8039724280286571,0.1903985940325139,False,False,0.2144629534100664,0.09992031025723382,0.23792648962126248,-0.39113415015354,0.5909747706680076,False,False,0.05281449349448048,-0.031193221264730543,0.17054158218078402,-0.384876741604683,0.32249029907522186,False,True,0.005857682114279294,0.03298863248267945,0.23904288428212428,-0.47419643581267745,0.5401737007780364,False,True,0.03432141376902247,-0.16962222765774895,0.156159928532081,-0.5080227906302407,0.16877833531474282,False,True,0.027435303136170514
ABTB1,unclassified,no quadrant rule satisfied,0.5,-0.06832086416018712,0.24888551659384267,-0.5844444915134034,0.44780276319302914,False,True,0.048407286332123656,-0.7682802842343454,0.31364653746998833,-1.4156127080523142,-0.12094786041637651,False,False,0.799594531582035,0.125916010270124,0.2441843697863617,-0.3804941356524244,0.6323261561926724,False,False,0.06989251120308085,-0.10761666511901892,0.27136744355611003,-0.6833858029725582,0.46815247273452043,False,False,0.08384853605228247,0.05930346797735528,0.21094231031620264,-0.397811217183738,0.5164181531384485,False,True,0.02877428320816358
AC006129.2,unclassified,no quadrant rule satisfied,0.5,-0.07198824130770992,0.3332349943061979,-0.763030678714846,0.6190541960994262,False,False,0.10617169687547587,-0.06812950461811376,0.41953953396849936,-0.9340135842001381,0.7977545749639107,False,False,0.15677909721857977,-0.21630315694128588,0.3215735748806905,-0.8832095650895337,0.450603251206962,False,False,0.19359986684592567,0.041942652148185634,0.42442504797450364,-0.8585737869404224,0.9424590912367936,False,False,0.1483239967471271,0.4999532147700673,0.3895987337492065,-0.3443122256243712,1.344218655164506,False,False,0.49995303152605114
AC009501.4,unclassified,no quadrant rule satisfied,0.5,-0.3554853246067399,0.4528009084294886,-1.2944762732397102,0.5835056240262304,False,False,0.3763073170044828,-0.5448782912081441,0.4146846578517748,-1.4007424332218286,0.3109858508055403,False,False,0.5426406562490822,-0.4421182287495584,0.406165744289213,-1.284459014174101,0.4002225566749841,False,False,0.4439880809979589,0.004252222685933069,0.38267158627686815,-0.8076745376666641,0.8161789830385302,False,False,0.10686096322011626,0.000964436099753709,0.3664356631487621,-0.7931063339650831,0.7950352061645906,False,False,0.09852902109812976
