gene,baseline,se_diff_pp,mdpc_power80,mdpc_1se_v21,rule3_satisfied_power80,rule3_satisfied_1se_v21,r1_benchmark
CCL3,0.4952895786923702,4.427604928317179,0.25044565951834796,0.08939426789488766,False,True,0.2364374081265342
CCL4,0.7750015860041255,5.219390424802363,0.18867789854573055,0.06734683540085787,True,True,0.2364374081265342
CCL5,0.740766597823677,6.15489959081671,0.2327787964962491,0.08308824410953997,True,True,0.2364374081265342
XCL1,0.093011095815247,2.227462251357049,0.6709334260185729,0.2394834973003198,False,False,0.2364374081265342
