labelling,tissue,assay,donor,n_nk,n_bright,n_unclass,median_umi,bright_frac,stress,CCL3,CCL3_bright,CCL4,CCL4_bright,CCL5,CCL5_bright,XCL1,XCL1_bright,XCL2,XCL2_bright
clean_strict,lung,10x 5' v1,A37,8,1,4,2512.0,0.125,2.2550926881270206,0.375,0.0,0.875,1.0,0.875,0.0,0.625,0.0,0.75,1.0
clean_strict,lung,10x 5' v1,A52,116,1,5,3758.0,0.008620689655172414,1.852133734798376,0.7241379310344828,0.0,0.9396551724137931,0.0,0.8189655172413793,0.0,0.33620689655172414,1.0,0.7758620689655172,1.0
clean_strict,lung,10x 5' v2,637C,19,0,3,5155.0,0.0,1.7202333399286294,0.7894736842105263,,0.8947368421052632,,0.9473684210526315,,0.10526315789473684,,0.47368421052631576,
clean_strict,lung,10x 5' v2,640C,10,0,2,4549.5,0.0,1.8859711015957772,0.8,,0.8,,0.9,,0.2,,0.2,
clean_strict,spleen,10x 3' v3,D496,1459,61,168,4347.0,0.041809458533241944,1.4458238832024366,0.6052090472926662,0.639344262295082,0.9163810829335161,0.8852459016393442,0.8588074023303632,0.8360655737704918,0.08361891706648389,0.45901639344262296,0.25017135023989034,0.6065573770491803
clean_strict,spleen,10x 3' v3,D503,3639,786,1241,4148.0,0.2159934047815334,1.8614597960543582,0.6237977466336906,0.5585241730279898,0.8004946413849959,0.688295165394402,0.6210497389392691,0.5368956743002544,0.38307227260236326,0.6704834605597965,0.5103050288540808,0.7709923664122137
clean_strict,spleen,10x 5' v1,A29,136,26,28,6078.5,0.19117647058823528,2.2680024518543243,0.6911764705882353,0.7307692307692307,0.8897058823529411,0.8461538461538461,0.7573529411764706,0.7692307692307693,0.8529411764705882,1.0,0.6691176470588235,0.9615384615384616
clean_strict,spleen,10x 5' v1,A31,64,27,25,5773.5,0.421875,2.4912870571898003,0.765625,0.8148148148148148,0.875,0.8888888888888888,0.703125,0.7037037037037037,0.96875,1.0,0.71875,0.8888888888888888
clean_strict,spleen,10x 5' v1,A35,206,30,46,5326.5,0.14563106796116504,3.396658396066234,0.7281553398058253,0.8333333333333334,0.9271844660194175,0.8666666666666667,0.8883495145631068,0.8,0.7669902912621359,0.9,0.5679611650485437,0.7333333333333333
clean_strict,spleen,10x 5' v1,A36,479,145,183,4939.0,0.302713987473904,3.0540238498741634,0.8079331941544885,0.8620689655172413,0.918580375782881,0.9103448275862069,0.8288100208768268,0.8344827586206897,0.6179540709812108,0.7724137931034483,0.7411273486430062,0.7931034482758621
clean_strict,spleen,10x 5' v1,A37,345,35,112,3261.0,0.10144927536231885,1.3889029137791076,0.7246376811594203,0.7714285714285715,0.8782608695652174,0.8571428571428571,0.8927536231884058,0.8285714285714286,0.4260869565217391,0.7142857142857143,0.6869565217391305,0.8285714285714286
clean_strict,spleen,10x 5' v1,A52,131,13,31,3566.0,0.09923664122137404,1.321201297997207,0.5190839694656488,0.5384615384615384,0.7633587786259542,0.5384615384615384,0.7709923664122137,0.6923076923076923,0.21374045801526717,0.3076923076923077,0.5267175572519084,0.38461538461538464
clean_strict,spleen,10x 5' v2,582C,447,84,135,3411.0,0.18791946308724833,1.839895473516203,0.6062639821029083,0.6428571428571429,0.7404921700223713,0.5952380952380952,0.7337807606263982,0.7619047619047619,0.5525727069351231,0.7976190476190477,0.6085011185682326,0.7976190476190477
clean_strict,spleen,10x 5' v2,621B,320,46,120,3627.5,0.14375,2.296825679723421,0.725,0.8260869565217391,0.821875,0.8043478260869565,0.765625,0.7391304347826086,0.359375,0.5652173913043478,0.340625,0.6739130434782609
clean_strict,spleen,10x 5' v2,637C,638,115,169,4788.0,0.18025078369905956,1.6236356691244969,0.799373040752351,0.7913043478260869,0.8557993730407524,0.8260869565217391,0.8213166144200627,0.7391304347826086,0.4843260188087774,0.808695652173913,0.5783699059561128,0.8434782608695652
clean_strict,spleen,10x 5' v2,640C,346,59,58,4452.0,0.17052023121387283,3.271774511686342,0.5,0.559322033898305,0.7109826589595376,0.576271186440678,0.815028901734104,0.6440677966101694,0.36416184971098264,0.8305084745762712,0.3670520231213873,0.7627118644067796
clean_strict,liver,10x 5' v1,A29,64,11,15,4436.5,0.171875,2.270131736557538,0.78125,1.0,0.875,1.0,0.75,0.7272727272727273,0.796875,1.0,0.71875,1.0
clean_strict,liver,10x 5' v1,A31,141,27,57,3380.0,0.19148936170212766,2.152979449578895,0.75177304964539,0.7407407407407407,0.8652482269503546,0.9259259259259259,0.8014184397163121,0.8148148148148148,0.723404255319149,0.8888888888888888,0.3546099290780142,0.3333333333333333
clean_strict,liver,10x 5' v1,A35,63,10,13,5352.0,0.15873015873015872,2.738335990389879,0.8095238095238095,0.8,0.9682539682539683,1.0,0.9206349206349206,0.8,0.7777777777777778,1.0,0.4126984126984127,0.6
clean_strict,liver,10x 5' v1,A36,609,94,388,1209.0,0.15435139573070608,1.5157034659794808,0.7931034482758621,0.8404255319148937,0.7799671592775042,0.776595744680851,0.6666666666666666,0.6914893617021277,0.4614121510673235,0.48936170212765956,0.5073891625615764,0.4787234042553192
clean_strict,liver,10x 5' v1,A52,638,212,174,4873.0,0.3322884012539185,2.07525984547918,0.7586206896551724,0.8537735849056604,0.8808777429467085,0.8679245283018868,0.7899686520376176,0.7735849056603774,0.603448275862069,0.8301886792452831,0.7899686520376176,0.8632075471698113
clean_strict,liver,10x 5' v2,637C,955,148,276,4743.0,0.1549738219895288,1.5319668511256048,0.8104712041884817,0.8513513513513513,0.8544502617801047,0.8378378378378378,0.8586387434554974,0.8175675675675675,0.4617801047120419,0.8716216216216216,0.5403141361256545,0.8445945945945946
clean_strict,liver,10x 5' v2,640C,1117,138,136,4543.0,0.12354521038495972,2.7247863022920997,0.7278424350940018,0.7463768115942029,0.8710832587287377,0.8333333333333334,0.8504923903312444,0.6811594202898551,0.3455684870188004,0.782608695652174,0.3106535362578335,0.7028985507246377
clean_strict,duodenum,10x 5' v1,A31,4,0,2,5340.5,0.0,3.916936034690139,0.5,,0.75,,1.0,,0.5,,0.25,
clean_strict,duodenum,10x 5' v1,A37,1,0,0,3041.0,0.0,1.8522263084291726,1.0,,1.0,,1.0,,0.0,,0.0,
clean_strict,ileum,10x 5' v1,A36,1,0,0,3902.0,0.0,3.6995907300742954,1.0,,1.0,,1.0,,1.0,,1.0,
clean_strict,thymus,10x 5' v1,A31,2,0,0,5870.0,0.0,0.9769119639211494,0.5,,0.5,,1.0,,0.5,,0.0,
clean_strict,bone marrow,10x 3' v3,D496,1884,40,211,4386.5,0.021231422505307854,1.5716285408259576,0.7595541401273885,0.75,0.9676220806794055,1.0,0.8842887473460722,0.875,0.08333333333333333,0.125,0.3471337579617834,0.475
clean_strict,bone marrow,10x 3' v3,D503,4988,376,720,4167.0,0.07538091419406576,1.5541618387760543,0.7107056936647955,0.45478723404255317,0.9065757818765036,0.6117021276595744,0.7004811547714515,0.5372340425531915,0.22373696872493987,0.6356382978723404,0.506214915797915,0.7446808510638298
clean_strict,bone marrow,10x 5' v1,A29,185,2,29,3218.0,0.010810810810810811,0.6757280802540098,0.4810810810810811,0.0,0.8432432432432433,0.0,0.8378378378378378,0.5,0.4540540540540541,0.5,0.34594594594594597,0.5
clean_strict,bone marrow,10x 5' v1,A31,19,0,2,4814.0,0.0,1.6733068374629985,0.8421052631578947,,1.0,,0.7368421052631579,,0.3157894736842105,,0.05263157894736842,
clean_strict,bone marrow,10x 5' v1,A35,159,6,14,5378.0,0.03773584905660377,1.212909246358372,0.8679245283018868,1.0,0.9811320754716981,0.8333333333333334,0.9182389937106918,0.6666666666666666,0.6981132075471698,0.8333333333333334,0.37735849056603776,0.8333333333333334
clean_strict,bone marrow,10x 5' v1,A36,74,8,23,4302.0,0.10810810810810811,1.3705135808707436,0.6216216216216216,0.875,0.8108108108108109,0.75,0.7702702702702703,0.75,0.20270270270270271,0.375,0.3783783783783784,0.5
clean_strict,bone marrow,10x 5' v1,A37,164,9,18,3681.5,0.054878048780487805,1.1727869243863387,0.8170731707317073,0.8888888888888888,0.9024390243902439,1.0,0.926829268292683,0.8888888888888888,0.18902439024390244,0.6666666666666666,0.6646341463414634,0.8888888888888888
clean_strict,bone marrow,10x 5' v2,621B,33,3,9,3441.0,0.09090909090909091,1.280471281003187,0.6363636363636364,0.3333333333333333,0.8484848484848485,0.6666666666666666,0.7878787878787878,0.6666666666666666,0.30303030303030304,1.0,0.5454545454545454,1.0
clean_strict,bone marrow,10x 5' v2,637C,384,30,70,4811.5,0.078125,1.707079113749755,0.734375,0.8666666666666667,0.84375,0.8666666666666667,0.8645833333333334,0.7333333333333333,0.2786458333333333,0.6333333333333333,0.4401041666666667,0.7333333333333333
clean_strict,bone marrow,10x 5' v2,640C,336,16,26,4549.0,0.047619047619047616,2.6959900603059688,0.6160714285714286,0.375,0.8214285714285714,0.6875,0.8898809523809523,0.5625,0.25595238095238093,0.625,0.2619047619047619,0.625
clean_strict,mesenteric lymph node,10x 5' v1,A29,5,0,4,3709.0,0.0,1.591655775111779,0.8,,0.8,,0.8,,1.0,,0.6,
clean_strict,mesenteric lymph node,10x 5' v1,A31,8,4,2,7351.5,0.5,1.5141506041091186,1.0,1.0,1.0,1.0,1.0,1.0,0.75,1.0,0.375,0.5
clean_strict,mesenteric lymph node,10x 5' v1,A35,14,10,2,5050.5,0.7142857142857143,2.4789837017473957,0.6428571428571429,0.7,0.7142857142857143,0.8,0.6428571428571429,0.7,0.8571428571428571,0.8,0.7857142857142857,0.8
clean_strict,mesenteric lymph node,10x 5' v1,A36,11,1,8,5051.0,0.09090909090909091,2.458010753267123,0.7272727272727273,1.0,0.8181818181818182,0.0,0.7272727272727273,1.0,0.5454545454545454,1.0,0.7272727272727273,0.0
clean_strict,mesenteric lymph node,10x 5' v1,A37,3,0,0,4728.0,0.0,1.5918681137385589,0.3333333333333333,,0.6666666666666666,,1.0,,0.6666666666666666,,1.0,
clean_strict,mesenteric lymph node,10x 5' v2,621B,50,12,27,2777.5,0.24,1.789281811101312,0.62,0.4166666666666667,0.54,0.5,0.74,0.6666666666666666,0.3,0.25,0.32,0.25
clean_strict,mesenteric lymph node,10x 5' v2,637C,794,155,257,4519.0,0.1952141057934509,1.5126752213718941,0.7707808564231738,0.8,0.8261964735516373,0.8129032258064516,0.7758186397984886,0.7741935483870968,0.48488664987405544,0.7225806451612903,0.5491183879093199,0.7354838709677419
clean_strict,mesenteric lymph node,10x 5' v2,640C,106,48,41,4895.5,0.4528301886792453,1.9733726461180576,0.5849056603773585,0.6666666666666666,0.6509433962264151,0.7291666666666666,0.6226415094339622,0.6458333333333334,0.839622641509434,0.8541666666666666,0.7358490566037735,0.7708333333333334
clean_strict,omentum,10x 5' v1,A31,1,0,0,3217.0,0.0,0.47101821050626014,0.0,,1.0,,1.0,,1.0,,0.0,
clean_strict,omentum,10x 5' v1,A35,11,1,3,2430.0,0.09090909090909091,1.609876263561811,0.8181818181818182,1.0,0.8181818181818182,1.0,0.5454545454545454,1.0,0.2727272727272727,1.0,0.18181818181818182,1.0
clean_strict,omentum,10x 5' v1,A36,18,0,5,5621.0,0.0,1.5937821798563228,0.6666666666666666,,0.9444444444444444,,1.0,,0.3333333333333333,,0.5555555555555556,
clean_strict,omentum,10x 5' v1,A37,3,0,1,3436.0,0.0,1.3343980451332575,0.6666666666666666,,1.0,,1.0,,0.3333333333333333,,0.3333333333333333,
clean_strict,thoracic lymph node,10x 3' v3,D496,37,2,13,4500.0,0.05405405405405406,1.2522498751351625,0.5945945945945946,0.5,0.7837837837837838,0.5,0.8108108108108109,1.0,0.43243243243243246,0.5,0.5675675675675675,0.5
clean_strict,thoracic lymph node,10x 3' v3,D503,340,98,174,4302.5,0.28823529411764703,2.2504929075948064,0.7470588235294118,0.6938775510204082,0.8117647058823529,0.7959183673469388,0.6852941176470588,0.5816326530612245,0.7,0.8061224489795918,0.7441176470588236,0.826530612244898
clean_strict,thoracic lymph node,10x 5' v1,A29,49,16,23,4320.0,0.32653061224489793,2.570166784841446,0.5918367346938775,0.5625,0.6122448979591837,0.6875,0.6938775510204082,0.75,0.9387755102040817,1.0,0.6326530612244898,0.6875
clean_strict,thoracic lymph node,10x 5' v1,A31,9,2,5,2812.0,0.2222222222222222,2.6051904466974656,0.4444444444444444,0.5,0.7777777777777778,0.5,0.4444444444444444,0.0,1.0,1.0,0.5555555555555556,0.0
clean_strict,thoracic lymph node,10x 5' v1,A35,60,18,26,4684.0,0.3,2.818588832657419,0.7333333333333333,0.7222222222222222,0.75,0.7222222222222222,0.7666666666666667,0.7222222222222222,0.8666666666666667,0.9444444444444444,0.8166666666666667,0.8888888888888888
clean_strict,thoracic lymph node,10x 5' v1,A36,100,28,56,4200.5,0.28,2.731439896681103,0.49,0.4642857142857143,0.55,0.6071428571428571,0.78,0.75,0.77,0.8928571428571429,0.73,0.8571428571428571
clean_strict,thoracic lymph node,10x 5' v1,A37,37,8,16,5116.0,0.21621621621621623,2.2682865091986484,0.7297297297297297,0.625,0.918918918918919,0.875,0.8108108108108109,0.875,0.8918918918918919,1.0,0.918918918918919,0.875
clean_strict,thoracic lymph node,10x 5' v1,A52,2,0,1,1866.0,0.0,1.6601154124915263,1.0,,1.0,,1.0,,0.5,,1.0,
clean_strict,thoracic lymph node,10x 5' v2,582C,41,12,11,3616.0,0.2926829268292683,1.5776622914432066,0.7317073170731707,0.75,0.7073170731707317,0.75,0.6585365853658537,0.6666666666666666,0.8536585365853658,0.9166666666666666,0.8780487804878049,0.8333333333333334
clean_strict,thoracic lymph node,10x 5' v2,621B,9,4,2,3664.0,0.4444444444444444,1.4620064516708062,0.6666666666666666,0.25,0.8888888888888888,0.75,0.7777777777777778,0.75,0.4444444444444444,0.25,0.5555555555555556,0.5
clean_strict,thoracic lymph node,10x 5' v2,637C,58,8,10,4407.0,0.13793103448275862,1.950339648121364,0.6896551724137931,0.5,0.7586206896551724,0.75,0.8448275862068966,0.75,0.6379310344827587,0.75,0.6206896551724138,0.75
clean_strict,thoracic lymph node,10x 5' v2,640C,69,28,27,5891.0,0.4057971014492754,2.962333079906481,0.30434782608695654,0.35714285714285715,0.30434782608695654,0.25,0.6086956521739131,0.5714285714285714,0.8695652173913043,1.0,0.7971014492753623,0.8928571428571429
clean_loose,jejunum lamina propria,10x 3' v3,D496,22,8,0,4781.5,0.36363636363636365,0.7195733653166416,0.6363636363636364,0.625,0.6818181818181818,0.5,0.9090909090909091,1.0,0.13636363636363635,0.125,0.3181818181818182,0.25
clean_loose,jejunum lamina propria,10x 3' v3,D503,50,36,0,4041.5,0.72,2.084880871246934,0.6,0.5277777777777778,0.84,0.8055555555555556,0.72,0.6944444444444444,0.46,0.5277777777777778,0.56,0.5555555555555556
clean_loose,jejunum lamina propria,10x 5' v2,582C,12,7,0,3397.5,0.5833333333333334,1.6253868121906372,0.5,0.2857142857142857,0.75,0.5714285714285714,0.5833333333333334,0.42857142857142855,0.75,0.8571428571428571,0.8333333333333334,0.8571428571428571
clean_loose,jejunum lamina propria,10x 5' v2,637C,4,3,0,2835.0,0.75,0.8771260061815529,0.5,0.3333333333333333,0.25,0.0,0.25,0.0,0.5,0.6666666666666666,0.75,0.6666666666666666
clean_loose,jejunum lamina propria,10x 5' v2,640C,55,27,0,4529.0,0.4909090909090909,3.254163785811763,0.6,0.6296296296296297,0.8181818181818182,0.7777777777777778,0.9090909090909091,0.8148148148148148,0.45454545454545453,0.7037037037037037,0.4727272727272727,0.7407407407407407
clean_loose,blood,10x 3' v3,D496,950,268,0,4094.5,0.28210526315789475,1.114168527426824,0.30526315789473685,0.27611940298507465,0.6736842105263158,0.6455223880597015,0.8852631578947369,0.8992537313432836,0.02631578947368421,0.05223880597014925,0.18736842105263157,0.19029850746268656
clean_loose,blood,10x 3' v3,D503,2561,1322,0,3633.0,0.516204607575166,1.3129754745215945,0.6556032799687622,0.5484114977307111,0.7313549394767669,0.630105900151286,0.6852791878172588,0.6270801815431165,0.2951971885982038,0.3956127080181543,0.552909019914096,0.5824508320726173
clean_loose,blood,10x 5' v1,A35,81,9,0,3903.0,0.1111111111111111,0.523657784786817,0.25925925925925924,0.0,0.7283950617283951,0.4444444444444444,0.9382716049382716,0.7777777777777778,0.37037037037037035,0.7777777777777778,0.13580246913580246,0.3333333333333333
clean_loose,blood,10x 5' v1,A36,125,18,0,5019.0,0.144,0.615575991539399,0.152,0.05555555555555555,0.672,0.3888888888888889,0.896,0.7222222222222222,0.128,0.5555555555555556,0.4,0.7777777777777778
clean_loose,blood,10x 5' v2,621B,4,1,0,3679.5,0.25,0.8767578800658093,0.5,0.0,1.0,1.0,1.0,1.0,0.5,1.0,0.5,1.0
clean_loose,blood,10x 5' v2,637C,263,68,0,4382.0,0.2585551330798479,1.4275013310420717,0.8250950570342205,0.7058823529411765,0.8631178707224335,0.75,0.8517110266159695,0.7794117647058824,0.18631178707224336,0.25,0.3688212927756654,0.36764705882352944
clean_loose,jejunal epithelium,10x 3' v3,D496,4,4,0,3826.5,1.0,0.9323709415514578,0.0,0.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5
clean_loose,jejunal epithelium,10x 3' v3,D503,56,40,0,3935.5,0.7142857142857143,2.156091611050251,0.5892857142857143,0.65,0.8928571428571429,0.875,0.7321428571428571,0.725,0.5,0.475,0.6607142857142857,0.65
clean_loose,jejunal epithelium,10x 5' v2,582C,26,23,0,2829.0,0.8846153846153846,1.3727601789000963,0.23076923076923078,0.2608695652173913,0.34615384615384615,0.391304347826087,0.46153846153846156,0.43478260869565216,0.9230769230769231,0.9130434782608695,0.9230769230769231,0.9130434782608695
clean_loose,jejunal epithelium,10x 5' v2,637C,5,4,0,2947.0,0.8,1.5903527891332048,0.6,0.5,0.6,0.5,1.0,1.0,0.8,0.75,0.8,0.75
clean_loose,jejunal epithelium,10x 5' v2,640C,35,26,0,4163.0,0.7428571428571429,2.8666061836672707,0.6857142857142857,0.7307692307692307,0.8857142857142857,0.8461538461538461,0.9142857142857143,0.8846153846153846,0.6857142857142857,0.7692307692307693,0.5428571428571428,0.6538461538461539
clean_loose,skeletal muscle tissue,10x 5' v1,A29,2,0,0,4319.5,0.0,0.8511833876047069,0.5,,1.0,,1.0,,1.0,,0.5,
clean_loose,skeletal muscle tissue,10x 5' v1,A35,127,15,0,5232.0,0.11811023622047244,1.331422187003816,0.6535433070866141,0.6,0.952755905511811,0.8666666666666667,0.8976377952755905,0.8666666666666667,0.5984251968503937,0.8666666666666667,0.2992125984251969,0.6
clean_loose,skeletal muscle tissue,10x 5' v1,A37,5,0,0,4503.0,0.0,1.0146697254772872,0.6,,1.0,,0.8,,0.2,,0.6,
clean_loose,caecum,10x 5' v1,A29,2,0,0,5145.5,0.0,2.887111925630573,1.0,,0.5,,0.5,,1.0,,1.0,
clean_loose,transverse colon,10x 5' v1,A29,4,2,0,4185.5,0.5,2.2813043756543125,0.5,0.0,0.75,0.5,0.75,0.5,0.75,1.0,0.75,1.0
clean_loose,sigmoid colon,10x 5' v1,A29,1,0,0,4983.0,0.0,3.003106671528441,0.0,,1.0,,1.0,,0.0,,0.0,
clean_loose,lung,10x 3' v3,D496,808,167,0,4192.0,0.20668316831683167,1.128254778899293,0.8044554455445545,0.8023952095808383,0.9356435643564357,0.9221556886227545,0.8551980198019802,0.8383233532934131,0.11386138613861387,0.12574850299401197,0.35396039603960394,0.3592814371257485
clean_loose,lung,10x 3' v3,D503,2072,728,0,4010.0,0.35135135135135137,1.5305365070839698,0.750965250965251,0.6304945054945055,0.8875482625482626,0.8008241758241759,0.7046332046332047,0.5989010989010989,0.27606177606177607,0.4697802197802198,0.5135135135135135,0.6263736263736264
clean_loose,lung,10x 5' v1,A29,125,18,0,4674.0,0.144,1.3163635800032054,0.752,0.6666666666666666,0.984,1.0,0.904,0.9444444444444444,0.68,0.7777777777777778,0.48,0.5555555555555556
clean_loose,lung,10x 5' v1,A31,18,2,0,2664.0,0.1111111111111111,1.6335616384205824,0.6666666666666666,0.0,0.8888888888888888,1.0,0.8888888888888888,1.0,0.6111111111111112,1.0,0.05555555555555555,0.0
clean_loose,lung,10x 5' v1,A35,6,3,0,2805.0,0.5,2.2306912417808182,0.6666666666666666,0.6666666666666666,0.8333333333333334,1.0,0.6666666666666666,0.6666666666666666,0.5,0.6666666666666666,0.16666666666666666,0.0
clean_loose,lung,10x 5' v1,A36,51,16,0,4662.0,0.3137254901960784,1.0995147760876558,0.45098039215686275,0.5,0.8431372549019608,0.8125,0.7843137254901961,0.625,0.23529411764705882,0.5,0.4117647058823529,0.6875
clean_loose,lung,10x 5' v1,A37,8,5,0,2512.0,0.625,2.2550926881270206,0.375,0.2,0.875,1.0,0.875,0.8,0.625,0.8,0.75,1.0
clean_loose,lung,10x 5' v1,A52,116,6,0,3758.0,0.05172413793103448,1.852133734798376,0.7241379310344828,0.3333333333333333,0.9396551724137931,0.5,0.8189655172413793,0.6666666666666666,0.33620689655172414,0.6666666666666666,0.7758620689655172,0.8333333333333334
clean_loose,lung,10x 5' v2,637C,19,3,0,5155.0,0.15789473684210525,1.7202333399286294,0.7894736842105263,0.6666666666666666,0.8947368421052632,1.0,0.9473684210526315,1.0,0.10526315789473684,0.6666666666666666,0.47368421052631576,1.0
clean_loose,lung,10x 5' v2,640C,10,2,0,4549.5,0.2,1.8859711015957772,0.8,0.5,0.8,0.0,0.9,0.5,0.2,0.5,0.2,0.5
clean_loose,spleen,10x 3' v3,D496,1459,229,0,4347.0,0.15695681973954764,1.4458238832024366,0.6052090472926662,0.6069868995633187,0.9163810829335161,0.8820960698689956,0.8588074023303632,0.8427947598253275,0.08361891706648389,0.30131004366812225,0.25017135023989034,0.4192139737991266
clean_loose,spleen,10x 3' v3,D503,3639,2027,0,4148.0,0.557021159659247,1.8614597960543582,0.6237977466336906,0.6235816477553034,0.8004946413849959,0.7444499259990133,0.6210497389392691,0.5530340404538727,0.38307227260236326,0.5411938825851011,0.5103050288540808,0.6344351258016774
clean_loose,spleen,10x 5' v1,A29,136,54,0,6078.5,0.39705882352941174,2.2680024518543243,0.6911764705882353,0.6851851851851852,0.8897058823529411,0.7777777777777778,0.7573529411764706,0.7407407407407407,0.8529411764705882,1.0,0.6691176470588235,0.8888888888888888
clean_loose,spleen,10x 5' v1,A31,64,52,0,5773.5,0.8125,2.4912870571898003,0.765625,0.7692307692307693,0.875,0.8461538461538461,0.703125,0.6923076923076923,0.96875,0.9807692307692307,0.71875,0.7884615384615384
clean_loose,spleen,10x 5' v1,A35,206,76,0,5326.5,0.36893203883495146,3.396658396066234,0.7281553398058253,0.8552631578947368,0.9271844660194175,0.8947368421052632,0.8883495145631068,0.8552631578947368,0.7669902912621359,0.868421052631579,0.5679611650485437,0.6710526315789473
clean_loose,spleen,10x 5' v1,A36,479,328,0,4939.0,0.6847599164926931,3.0540238498741634,0.8079331941544885,0.8536585365853658,0.918580375782881,0.9176829268292683,0.8288100208768268,0.823170731707317,0.6179540709812108,0.7225609756097561,0.7411273486430062,0.8140243902439024
clean_loose,spleen,10x 5' v1,A37,345,147,0,3261.0,0.4260869565217391,1.3889029137791076,0.7246376811594203,0.7210884353741497,0.8782608695652174,0.891156462585034,0.8927536231884058,0.8503401360544217,0.4260869565217391,0.673469387755102,0.6869565217391305,0.8503401360544217
clean_loose,spleen,10x 5' v1,A52,131,44,0,3566.0,0.33587786259541985,1.321201297997207,0.5190839694656488,0.45454545454545453,0.7633587786259542,0.6363636363636364,0.7709923664122137,0.6818181818181818,0.21374045801526717,0.3409090909090909,0.5267175572519084,0.38636363636363635
clean_loose,spleen,10x 5' v2,582C,447,219,0,3411.0,0.4899328859060403,1.839895473516203,0.6062639821029083,0.6164383561643836,0.7404921700223713,0.6438356164383562,0.7337807606263982,0.730593607305936,0.5525727069351231,0.730593607305936,0.6085011185682326,0.7214611872146118
clean_loose,spleen,10x 5' v2,621B,320,166,0,3627.5,0.51875,2.296825679723421,0.725,0.7289156626506024,0.821875,0.7831325301204819,0.765625,0.7228915662650602,0.359375,0.5542168674698795,0.340625,0.4879518072289157
clean_loose,spleen,10x 5' v2,637C,638,284,0,4788.0,0.445141065830721,1.6236356691244969,0.799373040752351,0.7887323943661971,0.8557993730407524,0.8204225352112676,0.8213166144200627,0.7570422535211268,0.4843260188087774,0.721830985915493,0.5783699059561128,0.7711267605633803
clean_loose,spleen,10x 5' v2,640C,346,117,0,4452.0,0.33815028901734107,3.271774511686342,0.5,0.48717948717948717,0.7109826589595376,0.5470085470085471,0.815028901734104,0.6410256410256411,0.36416184971098264,0.717948717948718,0.3670520231213873,0.6837606837606838
clean_loose,liver,10x 5' v1,A29,64,26,0,4436.5,0.40625,2.270131736557538,0.78125,0.9230769230769231,0.875,1.0,0.75,0.7307692307692307,0.796875,0.9230769230769231,0.71875,0.8461538461538461
clean_loose,liver,10x 5' v1,A31,141,84,0,3380.0,0.5957446808510638,2.152979449578895,0.75177304964539,0.8214285714285714,0.8652482269503546,0.8809523809523809,0.8014184397163121,0.7619047619047619,0.723404255319149,0.8571428571428571,0.3546099290780142,0.40476190476190477
clean_loose,liver,10x 5' v1,A35,63,23,0,5352.0,0.36507936507936506,2.738335990389879,0.8095238095238095,0.8695652173913043,0.9682539682539683,0.9565217391304348,0.9206349206349206,0.9130434782608695,0.7777777777777778,0.9130434782608695,0.4126984126984127,0.43478260869565216
clean_loose,liver,10x 5' v1,A36,609,482,0,1209.0,0.7914614121510674,1.5157034659794808,0.7931034482758621,0.8195020746887967,0.7799671592775042,0.7614107883817427,0.6666666666666666,0.6618257261410788,0.4614121510673235,0.529045643153527,0.5073891625615764,0.5560165975103735
clean_loose,liver,10x 5' v1,A52,638,386,0,4873.0,0.6050156739811913,2.07525984547918,0.7586206896551724,0.8316062176165803,0.8808777429467085,0.8782383419689119,0.7899686520376176,0.7694300518134715,0.603448275862069,0.8186528497409327,0.7899686520376176,0.8393782383419689
clean_loose,liver,10x 5' v2,637C,955,424,0,4743.0,0.44397905759162304,1.5319668511256048,0.8104712041884817,0.8207547169811321,0.8544502617801047,0.7971698113207547,0.8586387434554974,0.8160377358490566,0.4617801047120419,0.7476415094339622,0.5403141361256545,0.7429245283018868
clean_loose,liver,10x 5' v2,640C,1117,274,0,4543.0,0.24529991047448524,2.7247863022920997,0.7278424350940018,0.6897810218978102,0.8710832587287377,0.791970802919708,0.8504923903312444,0.708029197080292,0.3455684870188004,0.7262773722627737,0.3106535362578335,0.6094890510948905
clean_loose,duodenum,10x 5' v1,A31,4,2,0,5340.5,0.5,3.916936034690139,0.5,0.5,0.75,1.0,1.0,1.0,0.5,0.5,0.25,0.0
clean_loose,duodenum,10x 5' v1,A37,1,0,0,3041.0,0.0,1.8522263084291726,1.0,,1.0,,1.0,,0.0,,0.0,
clean_loose,ileum,10x 5' v1,A36,1,0,0,3902.0,0.0,3.6995907300742954,1.0,,1.0,,1.0,,1.0,,1.0,
clean_loose,thymus,10x 5' v1,A31,2,0,0,5870.0,0.0,0.9769119639211494,0.5,,0.5,,1.0,,0.5,,0.0,
clean_loose,bone marrow,10x 3' v3,D496,1884,251,0,4386.5,0.1332271762208068,1.5716285408259576,0.7595541401273885,0.7250996015936255,0.9676220806794055,0.9442231075697212,0.8842887473460722,0.8685258964143426,0.08333333333333333,0.09163346613545817,0.3471337579617834,0.3107569721115538
clean_loose,bone marrow,10x 3' v3,D503,4988,1096,0,4167.0,0.21972734562951082,1.5541618387760543,0.7107056936647955,0.573905109489051,0.9065757818765036,0.7490875912408759,0.7004811547714515,0.6049270072992701,0.22373696872493987,0.46441605839416056,0.506214915797915,0.6021897810218978
