gene,green,red,matched,gap_pp,residual_pp,closed
Ccl3,0.4025974025974026,0.09846153846153846,0.09846153922437897,30.413586413586412,7.628405129800342e-08,0.9999999974917771
Ccl4,0.7012987012987013,0.26153846153846155,0.26153845882969284,43.976023976023974,-2.70876870933634e-07,0.999999993840351
Ccl5,0.9038961038961039,0.34615384615384615,0.34615385086390155,55.77422577422577,4.7100554012580176e-07,0.9999999915551397
Xcl1,0.4935064935064935,0.5738461538461539,0.5738461517314172,-8.033966033966038,-2.114736719072141e-07,0.9999999736775497
Itga1,0.08311688311688312,0.2923076923076923,0.2923076921821806,-20.91908091908092,-1.2551171213459611e-08,0.9999999994000133
Cd69,0.6207792207792208,0.6092307692307692,0.6092307704956752,1.1548451548451522,1.264905957754081e-07,0.9999998904696484
Rgs1,0.7298701298701299,0.8384615384615385,0.8384615410608361,-10.859140859140858,2.599297665994982e-07,0.9999999760635054
Cd160,0.0987012987012987,0.16153846153846155,0.1615384588861252,-6.283716283716284,-2.6523363505503994e-07,0.9999999577903229
